text,homophobia,racism,misogyny,xenophobia
"Ihh é de salvador uma disgraça dessa ainda, nem ela ta aq pra eu dar um botadao, tem q avisar pra ele q n tem anti-antifa, tem antifascista e fascista.(apesar de achar ridículo quem usa esse nome grotesco pra qualquer merda q bolsonaro faz)",0.0,0.0,0.0,2.0
rt @user que viado chato,2.0,0.0,0.0,0.0
@user @user maluco esquerdista enrustido e acordou de chico ainda... não tenho paciência pra esse tipo de babaca!,2.0,0.0,0.0,0.0
"@user ""mulher é lixo sim vai tomar no cu""",0.0,0.0,2.0,0.0
rt @user eu que sabotei o copo dessa piranha botei uma bala boa,0.0,0.0,2.0,0.0
"bigodin traiçoeiro que chama atenção de puta, ela já sem calcinha, cheia de whisky na cuca, vou levar ela pro beco e pau na filha da puta",0.0,0.0,2.0,0.0
@user me siga devolta não bixa da cabeçona,2.0,0.0,0.0,0.0
@user putinha das pirocas kkkkkkk,0.0,0.0,2.0,0.0
@user pau nas vadias vermelhas!,0.0,0.0,2.0,0.0
pq todo gay lindo é retardado?,2.0,0.0,0.0,0.0
