text,hatespeech_comb
parabéns obs sentimento bosta independente idade,1
perante humor sempre lugar sorriso aprovo ofensa fácil,0
daqui meses abranda histeria torno trump alvo media força,1
daqui pouco começa série sobre roubo bndes pt vê,0
daqui pouco 21hrs estreia documentário euvocêtodasnós doc fala sobre feminismo ciberativismo percam,0
daqui pouco mudam preto vermelho p preto branco,0
dar risada si rir cagadas alheias melhor ainda,0
série imagina contrário ah olavo qualquer direitista segurando desenho desse níve,1
série imagina contrário vai daí racista,0
islão leis países contam muçulmanos respeitamnas conveniencia moralidade,1
islão significa submissão,0
jihad base islão,1
artigo expondo intolerância perigo islão lugar imparcialidade,0
islão pode reformar pois palavra directa deus,0
dá rola pras feminaziquem sabe param falar bosta,1
acordo 99 afegãos favor sharia absurda lei islâmica malvadão,1
20 aumento breja d foradilma,1
brexit pexit efeito dominó portugal renovarportugal,0
decepcionadissimo novo bbb,0
certezinha q vai gente usar pq produto novo nike qd sequer têm qlq ligação c islão,0
decide aí mídia golpista porra,0
decididamente marques mendes perder qualidades presença radares psp consegue adivinhar sad,0
1844 declaro aberto carnaval agora tomar banho curtir folia raiz estilo itamar franco 19,0
deem trégua povo mídia notícias falsas tentando dizer imigração larga escala suécia,0
erro erro vaise descobrindo toda verdade mulherdeverdade,0
defendendo brancas louras condenando negro racismo,1
defender interesses americanos primeiro lugar agora chama bullying piada,0
defensora mães própria filha deixada nun estado lastimavel quer tentar limpar imagem,0
definição bom balneário,0
definitivamente melhor lugar curtir carnaval 2017,0
dei unfollow pessoas pra dar palmas burca,1
deixa verificar opinião movimentos negro feminismo antes chamar namorada ironicamente algo,1
deixe leviana desde falei q lutar direitos iguais respeito errado errado capacho d,1
deixei teste matemática branco kkkk melhor ver cara deboche professora,1
deixou dia mulher passar branco agora sabe presentear veja dicas presente ideal,0
25 julho dia internacional mulher negra latino americana caribenha então hoje dia mulher branca diadamulher,1
10 junho marcha nacionalidade partilhe convide amigos portugal omundoacabaamanhae renovarportugal pnr,0
manhã fico sozinha casa porque todos irmãos vão pra escola mãe vai trabalhar aí,0
14 março volto actuar lisboamaterial novo juntamente cruz maria lázaro pedro figueiredo reserva,0
50mil empresas encerradas 10mil insolvência nesta governação jan17 baixar desempr,0
democracia cacete aqui suprema corte britânica mano brexit,0
democracia crl parada voltar logo ditadura pra economia ir pra frente,1
democráticos hein deveriam mudar nome partido dictatorcrats,0
demos mostrar amor esquerdistas próximo vai daí,0
denunciem mala cheia link direto pra página facebook,0
dependendo funcionar hj noite tô pato branco,0
deste jogo duvido nada angola ganhava 4x0 80 minutos angola 4x4 mali 10012010,0
vender produtos ilegais dia todo centro rio camelôzada reúne pra queimar meio rua,1
mexia catroga chineses preparamse contratar mitroglou querem tirarnos tudo luz ilumina,1
politicamente incorreto correto felipe neto enquadrou moda atual p correto ganhar grana,1
desenhando parte 2,0
reclamei porque semana passada fiz velho doar galo 3 galinhas angola kkkkk,0
aproveitamento chamada “crise refugiados” pnr portugal refugees,0
descobri q sapatao,0
desconfio nasa anunciou ter descoberto vida 7 planetas receio trump mandasse construir outro muro,0
desconstrução cultural identidade masculina sendo destruída artistas criam factóides aparecerem,0
desconstruindo gênero cachorro,0
desculpa gente vejo mulher falando mal feminismo consigo pensar burra sabe feminismo,0
desculpa entendo meme filho puta,1
desculpem ter acreditado hoje fizeram homem feliz angola crise,0
desde 8 nov dia eleição mercado ações cresceu 32 trilhões confiança consumidor al,0
desde fiz 30 anos chamou tio ganha esmola,0
desde pinto costa deixou fotografar mamas brasileiras fotografar pés mexicanos porto nunca ganhou nada,1
deseja feliz dia mulheres resto ano fica classificando feia gorda gostosa ta dai,0
desejou feliz dia mulé cara q chama mulher burra resto ano,0
desejo santo natal ano 2017 cheio esperança joão patrocínio,0
desempregado gente tenta tudo né kkkk,0
dessa vez piadas humor negro santa maria rs,0
destruição suécia manda muçulmano pra lá coisa fugir controle suecos paumolengas vão reag,1
deu acidente aqui esquina casa pra ouvir pedreiros gritando chamando mulher burra kkkkkkk,1
deu certo impitima assumo hoje,0
deus criou adao eva nao adao ivo,1
deus criou mulher costela osso torto procurares endireitála quebrará pois paciência c mulherdeverdade,0
deus justo calça carol mamãeeee,0
deus livre,0
deus sempre renova bom dia — ouvindo preto branco sonhos deus,0
deus ta vendo vcs acordando cedo pra torcer pra casal sapatão burras vipdirecto,1
deus mensagem pra vc,0
devem achar vão colocar nome cara spcserasa,0
devem invertidos dados aqui arma proibido lá q liberado louco,0
devemos iniciar investigação sobre elos rússia putin total hipócrita,0
devemos manter mal país,0
devemos melhorar sistema educacional crianças pra tornar américa grande novamente dia maravilhoso,0
deveria existir escolas aulas sobre combate cristofobia atinge milhões brasileiros atualmente,0
deveriam decaptar qdo chama militância sapatão grelo duro deveria beatificado,1
deves achar q mundo gira volta 7bilhoes planeta terra tudo oq falo ti,0
deve tal guinada direita imprensa tanto fala piada sótemsocialistanessamerda,0
deve foda namorar evangélica vc manda sms todo fofo dizendo advinha ama responde jesus cristo,1
deve ter sido duro jornalistas esquerdistas publicarem ficha caiu descobriram agora,0
deviam deixar falsos refugiados lascarem trump razão querer refugiados eua canadá vai fe,0
devia ter chegado cedo fiz pude malta,0
hahahaha deixa comigo d,0
diadamulher bolsonaroreidomundo parabéns todas mulheres direitas post especifico delastem pr,0
diadamulher 8 março feliz dia mulheres odeiam feminismo,1
diadamulher 8 março,0
dia mulher feita escrava lavar casa parece burra,1
dia mulher eh dia irritar c hipocrisia gente burra q entende real sentido desse dia,1
diadamulher dia putas aborteiras,1
diadamulher feliz dia mulheres dia internacional mulher bolsonaroreidomundo feliz dia pra voce,0
diadamulher feliz dia mulheres dia internacional mulher bolsonaroreidomundo,0
diadamulher feliz dia mulheres dia internacional mulher bolsonaroreidomundo voces ainda capac,0
diadamulher feliz dia mulheres dia internacional mulher bolsonaroreidomundo,0
diadamulher feliz dia mulheres dia internacional mulher bolsonaroreidomundo mulher pra globo feminista,0
diadamulher importa magra gorda preta branca feia linda hj dia,0
dia mulher p3k pauta reflexão via,0
diadasmina meuamigosecreto livead paulo,0
diadasmulheres leu mulher hoje,0
dia 10 junho dia festa luta portugal neste dia vamos agarrar chama vamos participar ajudar,0
dia portugal,0
dia portugal 2016 via,0
dia desses apareceu propaganda aqui tl sobre trans serem versões piratas mulher fiquei apenas wtf gente burra,0
dia namorados dia mulher dia glorioso benfica desde 1904 pôr prova robustez casamentos,0
dia 14 chegar,0
dia protesto feminista frente baile funkeu começo pensar s,0
4 dias campinas única mochila usei todas roupas trouxe,0
3 dias seguidos sonhando gato branco ta normal,0
dia 26 vamos botar pressão,0
dica fantasia barata curtir carnaval 1 marque ir bloco 2 apareça 3 diga fantasiado “pai feminista”,1
dica dia,0
11 dicas fazer – manter amizade outra mulher,0
11 dicas fazer – manter amizade outra mulher post hoje blog,0
espaço palavra vazamentos contamos compreensão leitores usar palavra furos agradecemos vdd msg,0
diferença manifestante terrorista esquerdista vagabundo baderneiro conservador patriota gente,1
difícil pra mina burra insegura nunca conquistou nada conviver mulher bonita inteligente independente ne dá pena,1
diganaoaideologiadegenero feministas gênero diferente desigual desigual injusto ignorando,1
branco merda,1
olha vídeo postei agora durma bem cheiros,0
digno enquanto uns mamam estado,0
refrescando memória esqueceu fez 100 reuniões odebrecht,0
vc mulher pode onde quiser política deveria presa prestando serviço braçal tanto burra,1
dilma lula cunha freixo luciana genro jandira feghali tudo agora falta bolsaputeiro pra país,1
dimitrov fazer exibição vida contra nadal meiafinal open austrália maravilha,0
diplomacia ministro negócios estrangeiros garante conflito diplomático angola visita costa continua preparada,0
pena feminazis todo mundo covardes façam nenhum mega mijaço cagaço similar países islão,1
contra islãdefende mulher qualquer outra feminista,1
direitos humanos famoso esterco vagabundagem,1
direitos humanos onde esquizofrenia esquerdista faz morada,0
direitos humanos serve p defender bandido,1
direto front contra toda idiocracia criou ante aqui fala sobrevivente,0
dirigentes cúpula pnr reuniram ontem cantanhede trabalho pára,0
discurso anselmo oliveira 1º dezembro 2016,0
discurso “10 junho” 2016 renovarportugal portugal,0
discurso ódio bem 2017 matar bolsonaro pois querem calar pessoas apoiam esqu,0
discurso pedro godinho 10 junho pnr portugal,0
distribuí protesto ontem kkkk culpa hein,0
ditadura educação saude segurança qualidade democracia greve corrupção,0
dívida histórica caralho nao culpa nada,0
dizem q manaus pessoa perde onibus ñ fica esperando proximo vai pendurando arvore escalando cipó,1
dizem barcelona enfiou 6 psg porque viu branco achou santos jovempan,0
dizem ingresso pra balada manaus galinha,1
dizem muro trump eficaz olhem chineses construíram 2000 anos ainda têm lá mexicanos,1
dizer censura acabar liberdade expressãose vc acha q nasceu corpo errado socidade,0
dizer cu reproduz pra social media homofóbico gayzada ta cu ardendo pisc,1
dizer facil quero ver feminismo defender contra pauta esquerda,1
dizer parece piada fácil quero ver refutar falei fatos lógica verdades,0
dizer frase idiota efeito refutar nada prova quanto voce alienada,0
diz imprensa sério passou limites têm noção quão ridícula perseguição alguém qu,0
diz produtora iraniana pode séria notícia certeza q p mulher jogar boeing contra p,0
diz q negra pra reclamar racismo pfff,1
1 tolerante arrogante julga superior labregos sistema dias contados ag,0
vida aqui gozo caralho juiz cabrão vamos zulmira pai sérgio angola existe lei voz prova,0
saloios tacanhos ignaros parolos ofensa racista contra povo norte lisboa pode pode faltar respeito,1
mandar calar uns 2 3 parto sempre princípio daqueles adeptos vão 1x ano desculpo,0
doei 100 pra ajudar refugiados síria normalmente falo sobre brincadeirinha good vibes google hoje fez perceber,0
facebook deputado ps facto mete ps leva tolerantes melhor,0
dois erros primeira vítima fatal lavajato teori operação lavajato palhaçada,0
dois representantes top3 conversa boa maneira aquecer antes escrever novo set,0
domingão cervejão churrascão faustão oração masturbação depressão joaquinresponde,1
domingo manhã carnaval pausa putaria álcool ir igreja agradecer papai céu amém paz,0
domingo 1932 esconde revolver paga prostituta tira filme pornô colocar rede vida chá boldo declaro encerrado final semana,1
domingo 2103 limpar churrasquera guarda revolver paga prostituta tira sexy hot botar rede vida encerrado final semana,0
domingotenho fazer próprio caféa folgada empregada veio vida injusta,0
dona marisa morre perseguição moro junto globo apoiadores bolsonaro dão opiniões discurso ód,0
78 holandeses nativos pensa integração falhou devido islão imigração,0
90 pais sabem crianças adolescentes assistem youtuber gay teen doutrinando filhos luba etc,1
72 refugiados vieram eua 32 112 durante imped legal 7 países síria iraque somália,0
dossiê sapatão revolução existências resistências lesbianidades encruzilhadas subalternas 2603,0
download cabelo afro pra the sims 4 pra ilustrar guria coloca monte sim branco loiro miga custa,0
dps d ontem pensei assim q so qro sapatao p chamar d camiaozino amor,1
aparentemente vc mta necessidade vir falar pra mim agora ja falou pode parar né,0
vc passou aqui tweet q falava disso pra vangloriar morte senhor,0
deus lá próprio vale sapatão,0
urgente reconquistarlisboa,0
dt ana gomes mep rt maka angola bento kangamba juízo,0
duas evidências consequência volta casa faz boa viagem imigraçãoinvasora islão,0
duda burra veio pra formatura esqueceu documento mulher barrou kkkkkkkkkkkk,0
dudu barbosa feia bonita — bixa gorda,1
dureza viu brasil limbo toa,0
dúvida pública 365 trilhões tranquilo gente público ninguém estado grande bom s,0
1 dúvida preguiça vai pro inferno buscam casa,0
eae esquerdopata vão sair pra gastar capital hj,0
eae vagabundo mamador teta dilma,1
esquerda nao tentar dominar mundo,0
extremaesquerda continua exterminar escravizar povos suma santidade,1
agora ancelmo goes globo vai ter bolsonaro hebraica,0
agora diz nada basta urge apoio políticas defendidas pnr acabe,0
aí bando feministas ficam falando quatro ventos podemos islamofóbicos porque islão,0
imprensa brasileira deu mesma ênfase caso presídios péra,0
ainda umas 4 5 tatoo vamo casar,0
eaí temer quer cortes pro salário mínimo educação acabar sus bagulho tirar dilma porra forapt,0
mina foto cara idiota ahahahahahaha,1
nicole kidman transforma foca bate palmas oscars,0
argumento,0
seguir quer provar islão compatível valores enfim,1
indiretas pra grazi nao param,0
assim faze vamos fazer mesma ação brasil comecem compartilhando deixando insatisfação,0
turma problematização vê preconceito tudo pra pautar movimentos doentes mentais esquerda,1
última pra passar branco libertadores time bom pênalti faz diferença flamengo aquém,0
caminhão atropela outras abobrinhas mídia solta mídia suja comprada credibilidade nenhuma,1
carnaval ninguém leva mal paulo núncio,0
claro afinal acima bem mal pq nunca vistoriou obra apartamentos terceiros,0
ecofin aprova processo sanções portugal espanha pnr,0
diz ditado liberdade canta pra pt espanta,1
sempre digo 3 opções pro brasil ir pra frente escolher,0
continuou 8 anos dando pro cara chama otária,1
daí menos pt,0
edai ministério temer mulheres negros fizeram merecer ue,0
edai trump nao gosta latino ngm obrigado gostar alguém nao,0
reclamam solidão mulher negra sendo chata assim quero ver namora traste,1
esperar povo q aceita cão cor abra portas refugiados nojo,0
desmascarado vem ironia hahahaha,0
problema site conseguindo acessar,0
editora central gospel famílias perigo – todos devem saber sobre ideologia gênero marisa lobo,0
ainda chamou amigo bicha catracadaportras pra ajudalo,0
chorando rir aqui,0
deixou sair filho feminismo nao ajuda so ajuda pra praticar abortodepois q ja,1
feliz dia mulheres sorriem,0
cachorro aqui,0
sexta feira,0
movimentos cada dia retardados mentais aguento editora,1
enquantoacho nada agenda esquerda falar mal islã atrocidades,0
doida aí feminista,1
velho querem censurar melhor conteúdo humor político direita vai foder oabsp,1
segundo esquerdopatas vender país pra china problema eua comprar imperialismo,0
comandante edmilson senhor pode ir descansar missão cumprida,0
reinaldo azevedo morreu mandou sergio moro ir catar coquinho,0
eduardo lourenço “o islão sente fraqueza”,0
educação paciência — drinking cocacola angola,0
educação gratuita todos liberdade escolha pnr escolas,0
obrigado reconhecimento faremos melhor,0
sapatão,1
cara querido amigoo expatrão rt melhores escritores país fabrício jô,0
elogiável algumas ações moradores ruas estádio ações refugiados criançaspq tema pauta,0
espantosa total falta nível comentários certos jovens esquerda caviar apenas safam têm algum humor,0
livro existe tempo vejam escolhem dedo material desconstruir identidade,0
odeio gente chique idontuseshoes,1
q respondi primo aniversario feliz dia mulher clarinha brigadaa tudo dobro kk cuidado c burra,1
vi agora fato ceelo green levou ontem grammys bonita homenagem fez,0
criado novo termo nudez intelectuala mesma acontece voce ta cagando pelado antes banho,0
egípcio tenta entrar louvre naifa terrorista canadiano olhos azuis dispara sobre 40 pessoas mesquita lobo solitário,1
mundo angola luanda,1
gorda feia oferecida gata — brigada amorrr amei receber,1
eh dia mulher q burra lembrei,0
ei amigo vai tomar cú,1
ei tal contratar pro time ruim sempre pode virar grande merda,0
canhão retorno fale pro felipe melo vai anima boa noite medofeelings,0
imperioso acabar terrorismo incendiário negociatas volta incêndios,0
impressionante todo justiceiro social podre,0
eis aqui pessoa feia facebook pqp,1
independe político,0
ei funcionário vcs fez comentários homofóbico nessa rede social gostaria saber po,0
amanhã falte,0
amanhã estreamos overdose tourete casino figueira arrancamos fcpscp bilhetes,0
primeira dama direito orar quisero problema cristianismoné,0
top capa revista,0
fica cu doce falando q eh gorda feia eh linda magra nn adianta falar kkkkk q postar,0
opa puta desculpa burra pra passar mão cabeça mulher errada,1
machuca discutindo sobre roupaeu dou nenhum desgosto gente mora inferno quintura quer use burca,1
lamentável standvirtual queira passar ideia sensor movimento suficiente evitar mulher bata carro,1
disse q ia desperdiçar falei sobre ir primeiro vc escolheria única apenas,0
ataca imigração ilegal idiotas motivo aspas mérito ótima ideia vcs contratam funcio,1
legal pra presidente grampear corrida presidencial antes eleição negado tribunais hoje mai,0
elemento agride animais durante tentativa furto pato branco,0
precisa solução precisa aceito homofobia,1
nunca vai voltar desse jeito vem meteoro,0
fizeram marcha direito expressarmos dia orgulhohetero,1
praticam islao,1
revelamse faltamlhes argumentos faltaslhe nível agressividade ofensa registo,1
elettra fica puta pq alex afastou n faz nada pra mudar situação nunca vi mulher burra sofrendo atoa vipdirecto,0
eliseucolinho pizzi captei vossa atenção óptimo overdose tourette 5a 6a sábado viseu p,0
eliza samudio pode sair vc ganhou pique esconde,1
esquerda faz pauta feminismo,1
odeia bolsonaro então fala ai projeto q discorda porquêvamos ver inteligencianível d,0
dilma 7x1 primeira dama gostosa,0
amstedã prefeito muçulmano contrário londres fez críticas refugiados adaptam,1
angola brincase fazer musicaproblema musicos povo so consome lixo,1
breve brasilcom aprovação pl imigrante proposta motorista mariguella nunes,0
1 cada 3 mulheres mundo sofreu violência física eou sexual majoritariamente parceiro íntimo,0
campo novo pode vir vitória maioria povo quer fazer bem nego faz refém branco aqui,0
caramba achava qdo processo chegasse stf abandonassem folhafakenews,0
lula tá 70 70 chance preso ainda mês,0
metendo vara nela distância chega negativa tão perto pense nisso,1
evento palácio planalto homenagem dia internacional mulher presidente michel temer cometeu,0
2008 voluntária sc 30 diaspara atender vítimas desabamento morrodobaú ilhota achei,0
glee cantaram run the world babei heather morris nitidamente nao sabia sapatao gente tombei,0
emirados árabes querem ir marte construir dubai lá 2117 uol usam grana ajudar refugiados irmãos,1
meio escândalos corrupção nepotismo presidente angola anunciou tentará reeleição 2017,1
emn verdade carlos costa decidiu dar nova oportunidade ricardo salgado consultar maria helena,0
nome tolerância tudo desculpam vítimas próprio povo,0
45000 empregos construção indústria costa golfo eua investimento 20 bilhões américa ganhando novamente,0
vc ia primeiro,1
mta falta louça umas roupas pra passar chão banheiro pra esfregar pano,1
patético democratas ainda terem aprovado toda equipe,0
notícias falsas bernie sanders tirado ar descrevêlos termo notícias falsas alegaram dif,0
deu,0
encerrar livre circulação ue deve reduzir migração runido refugiados imigração,0
enciclopédia futebol hora sagrada churrasco cerveja gelada gosta vaza fêmeas shopping,0
encontrar infiltrados próprio fbi informação confidencial pode ter efeito devastador eua entregue mídia acheos agora,0
encontro feminista droga bebê cair sai cara q conheceu 2 min usuário droga quer reclamar assedio,1
precisa macho pra postarpensar dessa forma muita mulher assim ache burra,1
nesse dia mulher confirmei acreditava toda generalização burra,1
enfia 7 dedo cu argentinos fdps,1
enfim colocando coisas devidos lugares,0
engraçado q mulher concorda oq maioria acha certo outras mulheres caem matando chamando burra retardada,0
engraçado percebo qt bonita menina acha feiagorda quanto feia acha pq meol deols,0
enquanto mulheres falavam sobre campanha carnaval preconceito distribuíam material divulgação,0
enquanto senado,0
enquanto prenderem contabilista d salgado motorista d sócrates porteiro banco portugal justiça credibilidade,0
enquanto eua casey affleck juntava johnny depp marlon brando resto trupe agressores,0
então desta vez esquerda realça sabedoria eduardo lourenço,0
então natal,0
então tento fazer parte pra homem branco babaca olha pro umbigo,1
então socialismo produz refugiados socialismo falha,1
então quer dizer pm mata juiz reage mídia porca,1
entenderam porque presidenta deveria cassadavivíamos conto vigário mentirosa compulsiva,1
ent fufas pretos adormeceu,1
crivella freixo prefiro bolsonitro,0
perdoados sacerdote italiano mauro inzoli recebeu clemência papa tarde,0
entrevista catarina kinnvall “é similar forma islão radical extremadireita mobilizam”,0
entrevista sobre censura oabsp,0
artigo 226 constituição absurdo atropelando constituição federal,0
bacana bbc apóia galera entrar indiscriminadamente eua top né,1
caviar pc siqueira querendo pagar semteto mole,0
chamado cãomor junto repórter cara sono rs mto legal,0
custo sobretudo social invasão imigrante interessa,0
detalhe odeio professora aula hoje puta mulher chata burra,1
futebol feminino eim alguém algum jogo olimpíada pra dar apoio vão esperar 2020 pra reclamar dá falta incentivo,0
islão caixa pandora civilização – impulsos discussão honesta sobre islão,0
2200 tá agora,0
supera vez quesito capa canalha ano,1
vivo chega desse discurso pra dar vida,0
olha pra cara gorda feia isabelle contar voz irritante,1
negro cada ano quebrando novo tabu,0
pior merda tomou posse ainda imagine tomar abandonou rio vergonha,1
sacrifício tantas famílias empresas desempregados forçados emigração etc cortar privilégios,0
amarelos gordos trans discriminação vamos colocar todos lá dentro,0
nazistas únicos personagens preconceituosos brasil pessoas públicas delataram judeus refugiados,0
países acolhendo refugiados gastar dinheiro ajudando gente lá país infelizmente gen,1
socialistas parva catarina kinnvall “é similar forma islão radical extremadireita mobilizam”,0
vencedor,0
parar chantagem,0
pensar defendi moçacoitado cerrado falsamente acusada elae estragos morais,0
país forma pq usp melhores universidades gente,0
q adoro fufas,0
quê rt vc deixou pq,0
porque hoje quintafeira rtp decidiu entrevistar cavaco serviço público menos respeitarem memória zeca afonso,0
pra desenha,0
pra pago imposto,0
pra melhorar ano blog feminazi fascista caindo viva,1
preciso travar islamização europa,1
tentou fazer fracassado protesto imigrantes sucesso enqto esqueceu protesto antidesarmamento ontem,0
mulher força pra administrar país creche máximo,0
problema contrato quiser oras,0
quanto poupará danos sociais apoios subsídiodependentes força,0
apoiou governo corrupto história desse país idiota inútil parabéns po,0
gosta comparar preços mercado sapatão,1
obvio estadio palmeiras tambem ia cair,1
reconfortante saber banco portugal fabricando moeda 15 anos continua contratar,0
tens razão concordo totalmente acho 0 5 putos preocupados saber cores números tipos,0
ridiculo acharem gays fufas diferentes todo resto pessoas normais gostos diferentes deixemse disso,0
erro percepção mútuo mentira constante dão tantas vezes dito dito,0
es favor vinda refugiados — lado sim outro,0
escolasempartido vê esquerdopata,1
escudo acabou 15 anos p garantir boa regulação sist bancário banco portugal optou manter quase 2 mil funcionários,0
escutando músicas sapatão,1
contrário racista,1
centeno acatasse conselho cds demitindose irrevogavelmente poder regressar viceprimeiroministro,0
sério sei pior vida vey pobre pobre gorda feia,1
sério vai chamar polícia federal,0
escolher abolicionismo feminismo – empório direito,0
es gorda feia — obrigada,1
mandar sonda pra 3 planetas achar psol funk maconhero iutuber vida inteligente sim,1
roubar estuprar cometer latrocínio vai pra lá simples matem dó,1
especialistas discutem influência ciência religião psicologia cristã,0
esperar oq cara defende,0
espero maiores sucessos deste encontro pnr,0
espero peçam michael j fox bater palmas vencedor senão nunca saímos daqui hoje oscars,0
espero dia refugiados comecem aqui sharia,1
espero fim vida uns brindes pra matou,0
espero quartel bombeiros cascais espaço suficiente acolher julgamento todos arguidos operação marquês,0
espero gostado nomeação juíz neil gorsuch corte suprema homem bom brilhante respeitado todos,0
espírito santo mostrando q acabar c polícia dá certo sim diria iluminar cidade sqn espedesocorro,0
esporte galo vila vence rio branco segue firme ponta tabela capixabão detalhes estv1 meiodia,0
esporte pra nunca introduziu língua xexéquinha joaquinresponde,0
esqueci fazer cadastro saraiva p ganhar desconto mulher burra brasil,0
esquenta adoro programa mto cultural aborda varios problemas favela pagode amoooo,0
esquerdista liga pra moral liga pra dinheiro calaram qdo soltaram bruno incomodaram voltar jogar ganhar bem,1
esquerdopatas blackblocs atacaram manifestantes prótrump merda esquerda igual todo lugar muda,1
esquerdopata vai pra,0
cena angola ainda acabou,0
coisa sentido envolvimento rússia tentativa encobrir erros campanha perdedora d,0
imprensa esquerda chama direita golpista diadamulher,0
lógica deste jovem sensato,0
responsáveis babam ovo naoaolimitedeinternet,0
longe agora kkkkkk,0
mosca achando problema aqui brasil geração lacre,1
gente quer combater racismo diz q pessoa branca pode fazer x coisatipo vestir iemanjá,1
geração atual jovens foder acabou mete ditador socialista país pra metade fuzilado fim papo,1
geração lixo faço parte proibo netos verem youtubers joaquinresponde,1
hora qdo mulher quer sair balada pra ir pra casa pra levar vara,1
hora sexta feira vai pra baladinha vagabundoessa hora demos duas agora relax,0
hora puta viado online,1
hora puta viado online exceto,1
imagem montagem coisa comunista,1
mulher enrolada cozinha masterchefbr,1
mulher mt burra,1
notícia merece compartilhada,0
piada merece twitter outra rede social,0
pistoleira agora inventando íntima 3 ministros stf amiga íntima janot além,1
pouca diversidade colabora ciência produzida brasil descolada necessidade,0
procuradora piadalevou lambada dr miguel nagib autor projeto escolasempartidoem,1
escolas marxistas doutrinadoras esquerda sabem alienar futuros cidadãos bem,1
escolas lgbt escolas públicas passamos limites ainda vitimam acusam,1
fãs fitfi harmony camila cabello tudo retardada pai ausente ficam esfregando pereréquinha pra aparecer tá moda paz,1
fufas ligam nenhuma mal namoradas querem marcar date porque têm saudades lol,1
mulher burra raiva,1
notas rede globo mostra apuracaorj rio452,0
sociedade machista opressora,1
pessoas acabaram visualizar perfil,0
três mulheres acusam donald trump denegrir mulheres,0
veja tenta conseguem kkk quer dizer lésbicas sentem orgasmos serem lésbicas kkkkk,1
aqui certeza sofreu bastante senhores engenho vergonha desse movimento lixo demais,0
bom tempo assim agora pra receber volta percebem sentir choque angola pra portugal pá,0
cara lixo humano daqueles imbecis acham sabem tudo,1
cara,0
caviar tá d l i c i s,0
dia começou mal receber vários feliz dia mulher posta piadinha loura burra wpp família ah erra,0
padre deu pajero pro pai menino acusou pedofilia,0
amor esquerda,0
famoso chupa cu,1
nível turma faz pessoa bem ficar desempregada seguir politicamente correto apoia,0
argumento hahaha vive mentira medo desmascarada,0
feminismo quer igualdade homens mulheres,1
filha puta donald trump diminui quantidade refugiados podem entrar país pq nao familia ta sofrendo la,1
dia mulher reinvidicado mulher história desse país diadamulher feminismomarx,0
futebol hoje politicamente correto profissional coisa homem verdadeé mariquinhafutebol ter porrada,0
galo ta tocando terror independência caiunohortotamorto joga infeliciano malacheia la dentro sabe n morre tb,0
ibra finazzi rabo cavalo,0
nome quase esquerdopata hahahahah,1
padre igreja aqui perto época pai falou ia catequese pra voltar pra casa pajero,1
fez homem perder emprego porque cara deu opinião facebook adivinha moral,0
papo rússia notícia falsa criada dems usada mídia pra mascarar grande derrota eleições,0
psg caetano fala francês,0
dia chamando disso aqui puta pariu trabalhei 40 anos ramo marcenaria pra chamado dis,1
tal golpe aí racismo tá olhos vê,1
chegar hora europeus acordarem,0
2018 chegando kkkkkkkk,0
ah távenezuela paraíso cuba somália coreia norte idem ha crise refugiados europa,1
alguem limpar imagem usp néafinal maconha marxismo esquerda tão destruindo univ,0
aproveitando diadamulher lacrar ainda dizem imprensa direita golpista etc,0
caetano vive dinheiro público nunca ter sido eleito passado concurso público,0
idiotas inúteis mamadores dinheiro público iludem milhões imbecis,1
certíssimo ninguém quer pseudoterrorista país inclusive contra refugiados sei pode ter terrorista,1
estadão comentando algo liberado brasil,0
duvido feminismo contra macho homem pede aí feminismo capacho esquerda,1
mimimi feministos,0
internautas feminazis capacho esquerda,1
feminista capachos lulopetismo lugar mulher onde quiser lugar feminista onde esquerda mandar,0
unica desvantagem levar bolada partes baixas kkkkkk,0
artistas intelectuais acham superiores todo mundo donos verdade povão ta cagando pra merdas,0
unicornio,0
feminismo defende todas pautas esquerda esquerda perder faz protesto nunca protest,1
refugiados imprensa mostra,0
critica alguem faz leis punem rigor estupradores pedofilos,0
sério pensava q elogios,0
nunca vi coletivismo lutando direitos mulher islamismo massa manobra d,0
legal proselitismo barato sobre muçulmanas vamos falar sobre mutilação vaginal falta direitos islão,0
mulher suja porra,0
estuprador menor estará garantida defesa maria rosario igual champinha menina esquerda,1
comunismo venezuela lindo ne pra vc nao falta nada pro povo,0
outras teorias tambem,0
trump demitiu cara audiência aprendiz tava caindo correto,0
usou tanto pensa enquanto mora dia dia comum sofre violencia pq d,0
estado segurança privada portugal pnr,0
feminismo massa manobra esquerdae nao negarem issotb nunca vi contra f,0
stf vergonha,0
matéria explica todo conteúdo dessa biblia infantil ridicularizam personagens acontecimentos dá,0
crescer assim continuaremos cada vez pnr,0
olho 2milhoes assinaturas hoje descontentes roubalheira,0
todos refugiados pessoas “consumismo ato comprar precisas,0
notícia dezembro notícia velhamas falta assunto publicou novamente difamar,0
abertas inscrições turma 2017 atinuké grupo estudos sobre pensamento mulheres,0
cada vez totalitários correm tudo proibições extorsões dogmas tabus mundo louco,0
todos perguntando veto chame quiser objetivo manter marginais péssimas intenções país,0
estará acabar estado graça presidente afectos tudo fim certo marcelorebellodesousa,0
acordado sábado manhã carnaval separa povo honesto digno ficaram madrugada drogando ruas,1
acordado sábado manhã separa povo honesto trabalhador vagabundos drogados corruptos bom dia brasil paz,1
senhora completamente obcecada trump haverá alguma explicação freudiana forçatrump,0
poeiras vindas norte áfrica entram impunemente portugal sujam carros todos construção muro,1
boca propaga nazismo chupa pau,1
