text,hatespeech_comb
acordado sábado manhã carnaval separa povo honesto digno ficaram madrugada drogando ruas,1
acordado sábado manhã separa povo honesto trabalhador vagabundos drogados corruptos bom dia brasil paz,1
poeiras vindas norte áfrica entram impunemente portugal sujam carros todos construção muro,1
boca propaga nazismo chupa pau,1
toda gente queixarse tremer frio toda gente toda gente menos doentes parkinson 5ª feira,1
passar casal fufas luana grita ha bue fufonas almada,1
estocolmo capital violações mulheres andam medo mudam hábitos vida welcome rapefugees,1
cansada palavras homofobia racismo gordofobia feministas queria voltar pros anos 90 ouvia bem menos,1
sentindo jundiaiense pra faculdade perguntei coxinha frango mulher faltou chamar burra dizendo,1
dúvida ver agarraamusica sic desafio final tvi balde ácido retina,1
tanta caloura sapatão vai ter apresentações voz violão cantina durante intervalos,1
evangélicos fazendo fantasia outras dizem evangélicos tirando roupa carnaval parabéns,1
nordestino manaura achando ruim piadinhas regionais vcs sempre zuados msm certificarei disso acostumemse,1
acho q nasce c bichinho matrafonaouvido sic desculpas q homens dão família pra justificar vestiremse d mulher,1
acho movimento negro realmente humildade seriedade próprio movimento mínimo devem,1
argumentando sujeito acredita crise refugiados pobreza projeto califado desisti argumentar,1
arroto pq engole gás judeu,1
gosto mulher bonita cheirosa bem cuidada bem resolvida canhão problematizador suvaco peludo vez aqui paz,1
sinto tao feia gorda aí pessoas vem dizem vc tão bonita ta gorda logo tiro fdp askanamia,1
mereço estuprada banheiro feminino mulher trans lésbica ideologia gênero,1
nao homofóbico,1
6° ano sentiame rebelde porque chamava amigas fufinha ficavam felizes qd vdd insinuava q fufas,1
prefiro meia boca totalmente lisinha fidel castro guerreiro foge luta encaro vier,1
respeito homossexuais so n concordo quero q filho veja beijando público,1
direita vai corrigir cagadas esquerda fez europa últimos 20 anos nexit frexit,1
sabia manifestações nao contra corrupção queria tirar dilma,1
sofro preconceito igreja evangélica ngm liga ne aí jogam pedra macumbero ooooh mds triste,1
quero feliz zuar barriga orelha nariz poder orgulhar cortar bolsafamília botar pobre pra trabalhar,1
demasiado tudo demasiado alta demasiado gorda demasiado feia demasiado paciente demasiado sentimental puta pariu,1
gorda cabelo bom cara bem feia,1
mt burra menino falou feliz dia mulher ai pra percebi,1
problemas psicológicos causados excesso corrupção petista,1
vc aí mulher sabe chutar bola direito,1
excandidato psol preso estuprar cães portar drogas piores pt aberrações vídeo,1
ex gays existem,1
existem mulheres ladras canalhas safadas dissimuladas sinto voce sabia disso feliz dia m,1
existem negros nazistas sim,1
extra donaldtrump revogou ordem obama retirou banheiros transgêneros escola parabéns,1
fábio frente parece sapatão masculina,1
miga nao livro estudos promoçao mulher burra,1
fake news toda gente sabe brancos praticam escravatura islão religião paz propaga,1
fala ae esquerdopata,1
fala ai mariquinhas afins vai falta culhão resolver qualquer coisinha,1
fala squad — bando fufas queridas 333,1
fala mim estúpido — és feia gorda chata curto ti,1
falam trump vários países aceitaram refugiados – dexmag via,1
falando tpm menstruação ta atrasada 2 semanas sapatao ia preocupada,1
fala odeia pm agora,1
falei mal macho dia mulher tava falando burra n msm,1
falou q chama pessoas burra pq quer ficar casa fazendo papel mulher lavar louça,1
farta procurar trabalho ainda meto trabalhar bar fufas vale,1
fascista machista nazista trapezista taxista maratonista eletricista corrupto kkk,1
fascistas machistas mimimi mimimi,1
fátima bernardes pára repetir estrago homem branco causou chegar brasil vai estudar vai besta,1
fato plena extinção mundo sendo dominado bibasexuais creminhosexuais saladinhasexuais metrosexufrangas,1
fato muita mulher mariquinha fresco ai,1
faz assim fala mamãe oferecer passarei linguiça nela honestidade sempre camin,1
ahahahahah média maior pouca vergonha manipuladores tendenciosos ainda continua pensar trump livra,1
ainda estadista nervosa,1
fds eus hj dia mulher taste fzr burra outra pessoas escrever título,1
percebeu militante feia gorda fala mal homem,1
massa manobra esquerda cara,1
feliciano estuprador gente tudo marketing esquerda,1
felipe neto foda meados 200920102011 mandava bem humor negro virou personagem bicha pra ganhar money gayzada,1
felipe neto x pastor malafaia igual argentina x estado islâmico escolher lado quero ver sangue paz,1
gorda feia bêbado,1
feliz dia gorda feia magrela bruxa velha frágil empregada,1
feliz dia mulher pra mim aguento tanta gente ignorante machista burra sorriso rosto dar cara ninguém,1
feliz dia mulher sermulheré usada feminismo esquerda,1
feliz dia mulher p mulheres brancaspq dia mulher negra latino americana caribenhaé dia 25 julhosegregação esquerda,1
feliz diadasmulheres pras verdadeiras guerreiras trabalham cuidam lar enquanto vagabundas lutam pra abortar andar pelada,1
feliz dia mulheres pra tammy gretchen várias alterações chassi continua sendo mulher,1
feliz dia mulheres pra depila faz textão facebook,1
feliz dia puta vadia feia gorda huuuuum gostosa feliz dia,1
feliz dia to gorda feia inchada feliz dia tpm meninas,1
feliz diainternacionaldamulher pra possui cromossomo xx,1
feliz dia mulheres senhor proteja islão brasil,1
feliz homens gostam mulheres,1
feminismo defende todas pautas esquerda esquerda perder eleição faz protesto nunca protes,1
feminista tudo mal comida,1
feministas defendem uso hijab fosseempoderamento mencionam q mulher usar marido espan,1
feministas deveriam passar 18 horas dia lavando louça descanso,1
feministas mundo melhor,1
calhau olhos,1
ficar definindo significado tatuagem coisa mulheres tcholas,1
lutei ai raspou cabeça ta mto sapatão ta acabando cmg,1
filha zé droga exmarido traficante cunhado pedófilo pessoas rodeiam deputada q,1
filho peixe aprendeu cedo locupletar pai ladrão,1
filho condição moral dar carteirada ninguém,1
filho nunca segurou nunca vai segurar macho ainda mlq vidamulher q engravida sabendo q cara safadoé burra sim,1
filhos pai incógnito quase duplicaram 2016 andava desconfiado aqui cada vez filhos put,1
filme país iraniano apedreja gays degola cristãosganha oscar filme estrangeiro diretor crítica,1
final dia mulheres vc ja pode feliz marxista ja nao pode dizer feminista né q pegam,1
finalmente gorda velha saiu agora esperar dólar abaixar pra poder ir pra disney preocupações,1
finalmente problemas brasil vão resolver governo querido amado michel temer tchauquerida,1
fisco deixou sair 10 mil milhões p offshores qq controlo pai transferir p mim 5 mil banco portugal logo alertado,1
estás insinuar algarvios alentejanos comunas fachos passam cambada rabetas,1
fodase samira 9 anos vendida pro mohamed pedófilo 70 anos vamos falar patrícia atendente ganha menos gerente,1
fodase esquecime todas feministas fufas,1
fodase quer ceder toda qq tentação trabalhar pode virar cracuda moradora rua exemplo,1
sabe nadar amputa pernas melhor inválido incompetente,1
lamentável assustador ouvir mr catra seguinte afirmação “na realidade branco,1
burra mulher levo pra vc amanha,1
fongas fufas sapatonas lésbicas – capazes,1
frangas ali bombadinhos chiliquentos gays exploram condições pedaços carne massa carcerária,1
forró ouvi ontem homem chamar mulher pra dançar agarradinho boiola mulher aceitar sapatão,1
eita zero alemanha avança restringir uso burca via,1
parece tá morrendo né liga naum cachorro aqui prédio sempre confundo foda rs,1
freixo perdeu bandidagem chora,1
2 fufas contra preto todo baca,1
fufas merda atiramse tudo mexe,1
cps jbe rprdob caralho porra sapatão jabuti branco educado rato paraplégico rondoniense doença oval bruto,1
pega pau arrombado ta defendendo cara pq advogado desse maconheiro agora,1
atras linhas inimigas tbm legal,1
to fim explicar racismo inverso existe aprende sozinha branquela,1
mundo bem real parece conto fadas vida negro bem fácil,1
pois to ocupada denunciando racista q acha vida fácil,1
poxa cê tá medo ficar enrugada tá medo filho empregada sala facul,1
dó branca privilegiada conseguiu passar engenharia papai vai pagar,1
racismo inverso mimimi branco deus palavra existe deus existe miga,1
galera diz democrata defensora direitos primeira reconhecer resultado eleições livres democráticas,1
geisy fantástico deu nota 8 más noticias geisy ilegal gente dar nota vc 4 ruim,1
gente mulher maior cdf cozinha ainda veio texas formada masterchefbr,1
gente mulher parece tia fica cozinha verdade gênio física masterchefbr,1
gente pec 241 pra reduzir gastos aumento salário deputados culpa pt,1
negras pode pintar cabelo apropriação k,1
perfil ainda contém machismo,1
negro tá aí pode usar quiser,1
quanto mimimi cota amor brancos melhorem,1
vcs jogarem user palavra negro vão ver fala bosta,1
vamo parar falar porque gente branca quer,1
gente latino ter nascido brasil né latinos sujos tomo banho,1
gente acredita duendes kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk mto trouxas duendes mentem,1
gente sapatão coisa q assusta,1
geração palavras machucam cansei disso ñ posso falar nada q cara ofendido d falar comigo vê vira homem rapadeixa d frescura,1
sapatão bem coisa sapatão shauishaius,1
então pra falar sírios refugiados sírio refugiado juro gastação,1
maioria argumentos fans bolsonaro toda feminista feia cabeluda gorda etc,1
sim odeio atitude escrota sapatão,1
kkkk rj puteiro infelizmente escoria colarinho branco juizes promotores todo tipo lixos ali juntam,1
glaucio deu feliz dia mulher respondi pra vc tambem burra,1
globo mostrando homem nai vale nada mulher burra iludida,1
bandido fuder acabou,1
glórias deus abortistas,1
mulher apanha aqui ilegalidade porque pegarem canalha apanha vai preso,1
goleiro bruno macarrão macarrão macarrão dia vão pro sítio noite alimentam cão,1
politicamente correto acabando sociedade mulher burra sente ofendida orgulho saber preço,1
gorda feia,1
gorda feia nao cabe tela celular tão gorda,1
gorda feia mata kemilly,1
gorda feia ogra,1
gosta futebol cerveja mulheres,1
gostaria dizer enquanto sentindo gorda feia n quero ver cara ninguem,1
gosto mt deste novo filtro snapchat fazia falta filtro captasse expressão velho pedófilo apan,1
governo esquerdista merda povo brasileiro consultado aceita vinda refugiados terroristas,1
gravidez surpresa existe bota piupiu perereca proteção quer ganhar aifone 7 pra pleisteichon 4 pra,1
grupo desocupadosfazem manifestação contra depmarco marco antonio feliciano poços caldas deputado,1
gorda feia cabeluda fedida horror mulher preza nao tempo pra babaquice,1
aaaa gorda caralho,1
gordo pedante sentindo,1
gorda né,1
gordo sente frio,1
quero socar cara chamou mulher burra,1
acolher refugiados loirinhos tá moda dá ibope pra ninguém lgbt,1
lá vem gorda fazer chantagem emocional,1
miga daí 2013 preconceito opinião pra mudar conforme tempo passa algo puro simples gordofóbico,1
devem respondido chama puta vadia manda ir lavar louça,1
fufas deus quiser,1
hahaha prenderam muçulmana agita manifestação antitrump vaca quer implantar sharia eua,1
cá fufas,1
mostrar certa gentalha prec nunca podem impor pensamento único marxismocultural,1
queira desarmar polícia acontece desde sexta caoses aconteceria país inteiro caso acontecer,1
jovem espinhudo axé restart legião urbana mínimo decência nessa vida ordinária vc leva,1
disse cu reproduz disse pessoas obrigadas reproduzir,1
disse q santos héteros tb matam traí furta pessoas assim merecem pagar crimes tá bom assim,1
heterofobicos passarão,1
hitler campo concentração vê crianca toda feliz pq tao feliz amanha faço 6 anos ehehe faz,1
hitler ligou forno pqp,1
hj mulher maravilhosa mulher aquiloamanhã pq mulher tudo burra n pode dirigir lugar mulher fogãohipócritas flw,1
hj vi gorda tirar havaianas pra pesar farmácia entendi significado palavra esperança,1
hj toda gente vai publicar fotos filhos máscaras d carnaval fb q 1 pedófilo trabalhava antes d existirem redes sociais,1
hoje mulher linda amor etc etc amanha mulher vagabunda puta burra,1
hoje bem sapatao pra aula futebol futsal,1
hoje dia dizer orgulho branco racismo aff vcs,1
hoje dia pode praticar genocídio igreja racismo,1
hoje dia mulher realmente tô parabéns viu pq acabei fazer maior merda q poderia ter feito menina burra,1
hoje to so rihanna sapatao,1
hoje vo chutar balde fica ai pq quero acerta cara,1
homem branco hétero cisgênero oprimindo durante protesto revogação estatuto desarmamento,1
viver dignidade conceito extinção plena aqui foco resistência,1
fez serviço cara silvio berlusconi,1
precisa lingerieday puta parada barangasnerds atrás rolas virgens pra sites pornôs bem melhores,1
namorada fêmea temporária,1
usa capa chuva nada tsunami,1
pega forte cintura fêmea coisa delicadeza nessas horas desses jonnys manés citricos bunda mole,1
homem verdade sabe desenhar pinto conhece pau honre pinto,1
usa barba bigode coisa pelinha lisinha pra gente bunda mulher,1
homem feministo defende esposa cheio tatuagi movido maconha pó divide mulher parcero depressivo legítimo cornão,1
homem morre homicídio criança morre homicídio hetero morre homicídio gay morre homofobia,1
homem nasce homem mulher nasce mulher,1
homem q pede representatividade vai quintal noite ver oq tal barulho vai gritar q louca f,1
homem homem arrota suco laranja,1
homem homem arrota suco laranja ouvido namorada,1
homem homem assiste fazenda,1
homem homem come bebe,1
homem homem nota esmalte mulheres,1
homem homem come carne peixe coisa bixa,1
homem homem troca pênis 1 fígado,1
homem usa saia maquiagem apropriação cultural feminina mulher deixa suvaco peludo apropriação cultu,1
homenagear torturador pode chamar outro deputado viado boiola queima rosca claro pode cuspir mito nunca,1
homofobia caralho mimimi cara entrou matando tb gay nao viu jornal,1
hora fecho islão extremadireita mobilizam modo similar,1
fufas fofas ehhehehe,1
hugh jackman veio pra sp tomou pingado pro rio ia tomar tiro,1
doideira sírioslibaneses vieram pra cá receberam 1 benesses desses refugiados agradeciam,1
idiota pensar q dia d mulher mulher cujo vc chamou atráves msn feia gorda urubu fígado cheia celulite acreditar vc,1
iiiih sapatão sinistra kkkkkkkkkkkkkkkk,1
homossexualismo doença devia existir primeiro fazem acreditar normal natural incentivam,1
imagina loko dia mulheres recebessemos respeito,1
imagina todo mundo comesse alface man mulher tão burra achava vegetarianos comem alface comazim,1
inacreditável raras exceções justiça brasileira vergonha,1
incrível facilidade sapatao pra namorar,1
feminismo massa manobra esquerda nunca vi feminista reclamando entrar exercito,1
sorte vc menor idade vai querer comer cu,1
mulheres boase mulher rouba mente dissimulada roubou aposentados co,1
informação importante vai estádio luz assobiar menino ide caralhinho foda obr,1
verdade sabe amar quer sérgio angola puxar joana veia lei diogo chamarme cabrão juiz,1
islão miloele gay católico acima tudo acredita liberdade expressão already triggered,1
aqui vê piadinhas faz gorda feminista preocupam,1
frança conseguiu sendo fraterna solidária porque refugiados vão arábia saudita i,1
feministae mulher,1
professora doutrinadora usa audiência cativa crianças alunos impor seitas,1
cá grande buraco sócrates anda cá,1
realmente eh grande rede fufas,1
q capacho ideologia apoiar cultura q apedreja açoita mulheres porque,1
achava bela fera ridícula disney sai armário ‘a bela fera’ romance gay,1
fidel raul castro mandarem pra prisão nada tá boa né,1
humilha irresponsável fernando henrique cardoso,1
jair messias bolsonaro desmascara padre pedófilo atacou,1
jamais confunda homem porco sabe bem hora lavar mãos,1
japão política imigração bastante restrita lá entram refugiados porta frente pa,1
ja pensou bial falasse vem cu aqui nasser finalbbb13,1
podem começar mimimi muxibentas,1
japonês abre olho,1
tava hora acabar ciência fronteira bando pobre indo viajar pra europa avião,1
cristao certa forma ateu budismo islao etc mesma,1
prefiro acreditar q pensa q uber q escolhe contratando antes desinformada burra fazendo psolzice,1
coisa rir fazer piada outra coisa usar fé pra manipular opinião fiéis ganhar toca loira burra,1
sapatão errei traveco mó pirocão,1
sim n gosto fufas,1
poxa vida,1
jornalistazinho neoateísta militante sabe atacar cristianismo,1
fala obama jornalismo canalha,1
jornalista baba ovo vagabundo difícil chamar bandido,1
algum filme feminista contra funk,1
mãe médica sexóloga devia entender nó criatura transbizarra dessa faz cabeça criança,1
ideologia gênero forma mem informa ideologia gênero deforma mentes infantis,1
tentar justificar natural coisa natural grande mal esquerda faz crianças,1
samba cultura negra independente negro saiba sambar brancos podem sambar podem representar samba,1
vc orgulho branco chapa,1
dia mulher burra,1
jr q ñ th paciência p dramas d fufas,1
oxi hauhauha ver quer dizer nao acontece,1
juande volta terra boloni volta terra taison deixate ucrania investidores venham norte,1
típicas frases gajas pq hj dia mulher burra,1
gosta feia acha faz baca gorda rodada nada sei lá passo,1
mulheres direita comemoração sempre,1
mostre pras feministas tratadas mulheres islã sob lei sharia 2,1
vai fude angola tô graça krlh,1
pode mandar curto rir branco,1
matando miga,1
kd sapatao dessa uniritter,1
kd suvaqueiras peludas horas,1
kd moleque viadinho fã marta,1
vejo sapatao fazendo fico amor acho q ja chega internet hoje pra vc,1
kkkkkkkkkkkkkkkkkkkkkkkk mulher burra pqp,1
lailão apaga fiquei mtfeia parece quero gorda peito caído lary feia lary reclama lailão lailão vai tnc,1
la la land parece titulo doc sobre terra larilas fufas mundo perdido,1
lamentável toda equipe ainda sido aprovada maior atraso história país obstrução,1
lançaperfume racista filho puta,1
fazer luzes burra mulher fez merda tá horrível,1
ui gay agressivo faça outros voce exige nao faça voce muita purpurina nariz,1
laura muller apresenta loirinha gostosa branco atrás vc,1
lava jato tava boa demais pra verdade pt partido criminoso primeiro celso daniel eduardo campos agora teori,1
leiam compartilhem precisamos unir contra socialismo momento agora nunca,1
lembrei d pai chamou mulher d burra parar delegacia falou burra falei q burra,1
putso gay legal gente ver aparências enganam fazem menor diferença namoradalinda,1
ter 2 filhos 24 territórios escolha,1
parametros notas complexos resumo marlene mattos 0 monica bellucci 10 vc pegaria partir 5 bom,1
então diabos branquela ta reclamando,1
sapatão jogo tá quase igual hetero raca ein,1
grande definição ideológica vivida atualmente passado so isla falta hj éesquerdismo,1
vá fuder venezuelanos fugindo brasil chupando saco desse merda,1
leveo pro puteiro entrar nesse caminho lol sr nunca avô boa sorte joaquinresponde,1
levy fidelix cu homem trans cisde gayde mulher trans cisde lésbicade náobináriofluído etc reproduz absolvido,1
levy fidelix cu mulher reproduz caso encerrado,1
pegar refugiados querem né,1
ué mana falando mulher trans saiba mulheres cuidado burra,1
liechtenstein tudo bom monarquia aceitou refugiados identidade nacional frio,1
machismoisso bandidagemchame policia machista justiça dominada homens,1
miga pare construção social enxerga além burra racista,1
pq aprendeu gostar branco vê negro nãoatraente inconscientemente culpados mídia família brancos geral,1
prefere explique didaticamente rache,1
littlemix jesy gorda feia bunda destaque lm parece mulher chuck amor,1
lligação prum gordo ae gordo bora almoça bora deixa termina almoça aqui,1
lógico defendo direito mulheres usarem burcahijab porém tbm direito usar então adiana atacar nike vender,1
lol têm vergonha seis milhões bilhetes ida avião refugiados cá,1
acho melhor q use so mao pq realmente mundo anda todo assim fufas lado gays otr ih nada contra ahn,1
mulher tudo burra brincadeira,1
vale pena ler artigo antes falar merda,1
ai agora sharia todo modo jihad radicalismo base islão,1
lugar mulher cozinha machistas merda lugar mulher onde quiser desde q pelada,1
cromossomos xx mulher preconceito biologia,1
vídeo idiota mentiroso enviado psolista lixo,1
lulaprezidente pra garantir direito povo dar c morrer endocardite bacteriana,1
pessoas desconhecidas vc sabe índole ideia abrigar todos refugiados mesma coisa,1
credoo kkkkkkkkk melhor usar cabelo homem,1
pode gorda feia,1
nazista contra judeucontra israel bolsonaro proisrael pessoa defende israel ver nazi,1
mãe desiste gorda feia ñ volta dar gostas lembrate q foste q fizeste mal trabalho aceita q dói menos,1
favor senador recorra projeto aprovou casamento gayo senhor único pode recorrer coragem,1
mulheres política maioria eleitorado mulher eleitas pq mulher confia mulher nenhuma,1
sapatão,1
bíblia quadrinhos criançasnãoautorizadabeira livros pornô adultos zombando,1
malditos chineses ensinando malditas lições queremos aprender,1
manda pro amigo franguinha,1
mande filho arrumar mulher decente biscate joaquinresponde,1
destruindo porcaria avante,1
mano q mulher inteligente porra tô sentindo burra,1
marcelo zero rio branco salvaria política externa governo golpista via,1
bandido felgueiras meigo,1
nao vi nenhuma feminista dando parabéns mulheres nao merecem direita,1
mariel mania feia ficar chamando gorda,1
mário centeno portou homenzinho disse marques mendes piada feita,1
ainda gostosas saiamna outra semana tava playboy,1
chamamse lésbicas fufas sapatas sapatilhas,1
claro posso ir pra disney tranquilo latino branco,1
óbvio acha partido dá corrupção iria dar jeitinho,1
paul g desiste pq angola conquistou quer conquistar américa,1
pq vc quer impeachment pt dilma sair entra temer cunha vice fodase pt,1
puta pariu ódio mulher machista burra,1
merda emprego pros daqui agora sim mão obra preço banana,1
sintome tão feia tão gorda tão nada comparado todas outras gajas tão lindas dps existo,1
masterchefbr mulher inteligente pra caralho ainda cozinha bem consigo competir vida,1
matérias q deveriam obrigatórias meninos portmatem geografiahist largar viadagem homem coma mulher direito fdp,1
matérias deveriam obrigatórias meninas portmatem vadia mentirosa romantismo merda chupeteira,1
frescura cu dessas nega mov negro,1
aceitam refugiados financiam rebeldes obama irã isis el q ficam lá,1
começar opor islã verdade inclusive contra refugiados ocidente,1
mds mulher atende aqui burra cara,1
menina praplégica c tá querendo quero mexer quero mexer,1
meninas n aguento mulher burra região sudeste,1
mentira sendo sapatao ja preocupada porque vai engravidei vaso sanitario,1
meritocracia existe racismo existe since 1888,1
cabelo deve ter pertencido cu alguem outra encarnação,1
deus cara tá justificando ataques terroristas contra inocentes porra prender vagabundo desses,1
deus quanta gente burra nesse mundo pqp mulher pensamento desse vai passar vida inteira lavando louça p macho,1
deus procuradora noção justiça brasil lixo mesmoquem nomeia idiotas,1
irmão claramente entende privilégio homem branco hétero cis,1
pai veio perguntar mulher tão burra pra ter filho nova adolescentes tal dei opinião agora ta brabo comigo,1
pau representa,1
tio diz brega porque curto umas músicas antigas,1
mentira brasil dinheiro ajudar refugiados nunca contribuiram centa,1
fala agenda feminista dia protesto frente mesquita islamica vou la gritar junto,1
ahhh explicadolesbicaok ta valendo mulher xx ainda massa manobra jw fala merda,1
ainda bem nao feministo homem defende feminismoeu defendo mulher,1
defeitos movimento feminista apoioar aborto drogas escola partido marcha vadias agenda esquerda,1
va dormir hora criança 15 anos ta camabblock pq nao obrigado,1
vamos agenda feminista tirada proprio sitee agora diz onde ta defesa mulhe,1
vingança branca hj tô melhor aparencia todas magoaram rs,1
11 milhoes desempregados empresas fechando dolar alto vcs preocupados c fim minc vai trabalhar artista vagabundo,1
mimimi bolsonaro machista mimimi machista pai traí mãe,1
minhadorimporta furos orelha coisa sapatão,1
filha pediu barbie dei árvore descer porrada repensar personalidade,1
mãe disse filho puta kkkkkkkkkkkkk comecei rir cara ai virou disse ta rindo órfão,1
mae proibiu andar amigos usam drogas agora vou vender pra,1
migas curso dizem heterassão casas sapatao,1
sala sapatao viado,1
sala sapatao,1
minina vc fizesse alisamento ficaria show bola,1
vc fica gostosa burca hábitonão lembro assim escreve roupa freirakkkkkk,1
vc prova matei alguém ta chamando assassino,1
morte estupradores menos amigo bancada aí tá tranquilo,1
morte hipsters camisetas cores citricas morte meias coloridinhas cuequinhas alegres,1
movimento childfree pra sobre pauta justa direito reprodutivo virou antro pessoas mimadas q crianças odeiam,1
alow pessoal psolvamos parar fumar maconha malucos,1
disse aqui cambada comunas fachos,1
assim todo refugiado sírio terrorista infiltrado todo venezuelano chavista assim sob temerismo,1
q levy quis dizer homem ejacular cu acontece nadase ejacular canal vaginal capaz d reproduzir,1
dificil dar parabens pra sapatao aline nao responde,1
mulher angelina jolie traida vc acha q vc larga otária,1
mulher burra porra,1
mulher burra fica pobremas vou dizer inteligente pode enriquecer buceta poderr,1
mulher burra mano vez mandar porra comprovante pra mim manda pro diretório acadêmico caralho unt,1
mulher burra nojo,1
mulher carne churrasco vc esquenta pau,1
mulher eh coisa maravilhosa demais vei amo sapatao,1
mulher estádio futebol faz merda menos totalmente pelada,1
mulheres dia mulheres todas bonitas resto ano gaja feia gorda vêse,1
mulher esperta fica rica mulher burra fica pobre rsrs,1
mulher esperta sabe ter homem palma mão mulher burra apenas acha vdd nada,1
mulheres favor parem raspar cabeça lados fica parecendo vcs câncer metade,1
mulheres minorias ti engenharia outros cursos fazer pra incluílas neles deixa escolham cursos simples,1
mulher parque diversões começar humor montanharussa,1
mulher gosta homem porco fede arrota terra deibaixo unha joaquinresponde,1
mulher idiota assimerrado bofe burra pra caralho kkkkkkkkkkkkk,1
mulher fica grávida fica burraquando começa nível burrice pergunto gestante respsta sim ate ja entendo,1
mulher gosta cara burra demais,1
mulher fica ai feminista mt burra msm né pra ir contra algo defende,1
mundo fufas mim,1
mundo perfeito coxinha temer 2018 eleições bolsomito presidente,1
musical kiporréssa homem homem,1
bulgária mimimi esquerdista sofreram pele urss querem globalismo comunismo,1
nada contra negros prefiro branquelo palmito cor leite pra bejar boca rsrs,1
nada contra negros filha vai trazer bandido pra casa,1
nada contra negros nada contra usar desodorante tb ne,1
nada melhor apreciar impeachment aqui ap zona sul nao sei pq empregada tá chorando coitada conhece política,1
hora toquei causa dia mulher cuidado burra,1
conheço sapatão racista,1
internet somostodasputas vida real chame puta machismo mimimi,1
luta contra jogadores golf todos pulhas vagabundos bundões insistem passar creme porra rosto creme porra,1
época padre pagava pastel caldo cana,1
sala viado sapatão coisa engraçada mundo,1
moral mulher guando burra jeito,1
namoras cachopa usas dia mulher irem duas jantar tas burra mãe pobre,1
acho burra mulher prefere separar viver mentiras otária gosta corna fazer feliz,1
acredito juiz colocaria país tal risco algo acontecer culpeo junto sis legal estã,1
adianta nada fazer textão dia mulheres liga callcenter chamar atendente burra dizer mulher,1
1 coisa ñ elimina outra rt ain menina entrevista d emprego semana vem vou sair prostituição rs,1
pra aguentar conviver fã legião urbana duvida fuja,1
nao deu pra carregar passe pq mulher setuf eh burra,1
nao racista negro,1
questão razão pra feminista questão feminismo direito mulher nada serve p coo,1
porque tá moda bonito mulheres cuidem,1
existem imigrantes refugiadosexistem vândalos busca alheio,1
faz unhas corta tesoura corta trinco,1
gosta fazer compras faz porque mulher força,1
haha feminismo defende todas pautas esquerda esquerda perder faz protesto nunca prote,1
nao ligo temer acabou ministério cultura q nao ministros negros menos sabe conjugar verbo,1
dunga apenas ignorante verdade,1
posso repórter angola aguento broas ia rir cara pessoas,1
preciso fala nada pra pega donzela carnaval mostro carteira assinada 48 anos trabalho honesto ficam encharcadas,1
quer refugiados então pare criálos,1
sabem fazer conta direito dar cu sabem bem,1
esqueçam hashtag racharlenhapreta,1
esqueçam começar redação ousadia primeiramente s2 temer,1
esqueça vc votou dilma votou temer tb agora n reclama,1
iludam dia chegará portugal votando pnr vai evitar invasão,1
nao sei porque pessoas assustam descobrem recebo refugiados casa acharam ativista internet,1
sinta mulher verdade ofende outras mulheres chamandoas feia estranha magrela gorda etc,1
ateu agnóstico grande merda fio acredita jesus nazaré pra mim gente paz,1
preconceituoso empregada negra,1
vegetariano vegano grande bosta fio come carne pra mim gente paz,1
nao anavitoria morena nao sapatao gente,1
capacidade conter criminosos vamos então legalizar drogas pesadas absurdo total coisa vag,1
pinto orgulho,1
problema nenhum cara usar saia favor fale q coisa d homem hétero brasileironão indígena usa saia viado,1
uso gosto téte téte chega encochando chamando delícia amante moda antiga joaquinresponde,1
vê merda crepúsculo pra cinebiografia chuck norris,1
vejo hora gorda feia roberta rala,1
opiniões segue tudo normal fazendo piada estupro coletivo daquela garota lá 33 q mídia parou falar geral esqueceu pior,1
redes sociais ativistas criaram vaquinha ajudar pagamento dívidas publicação,1
coisa feia leitoa tá gorda igual porca,1
ué digo projetinho sapatao,1
negras queimem sutiãs apropriando cultura branca norteamericana,1
83 negros mortos dia brasil brancos morrem,1
próprias candidatas votam nelas mesmas,1
tô reconhecendo eita mulher burra,1
nesse dia internacional mulher experimente dar panos prato alguma feminista vai amar,1
neymar fez famoso gol olho azul gorda bonito serve pra nada,1
ngm quer ir cmg noite branco,1
questões d adaptação mete inglês branco neve angola vê qnt tempo apanha escaldão,1
ninguém chega casa falando “mãe hétero” então chegar dizer “mãe gay”” by epronto,1
1 brasil assassinato porque muita arma porque bandido desarmamento,1
dia mulher nao vi 1 palavra movimento feminista pra defender mulheres islã ja pra defender co,1
4 noiados vaiam vira notícia,1
nojo desses omi ainda bem sapatão,1
nomes faltam vigaristas corruptos aldrabões assassinos vendidos traidores pedófilos aberrações,1
heteros ainda maioria devemos unir contra ditadura minoria abaixo heterofobia,1
10 notícias provam quanto feminismo necessário,1
n racista pq racismo crime crime coisa pretokkkkkk,1
conversa normal sobre amiga mae dás fufas bis porquê,1
nunca vi imprensa nacional tão descarada parcial virou torcida arquibancada patético aliás democrática,1
nunca vou conseguir emagrecer vou sempre gorda feia fracassada,1
nutella pode provocar cancro espero notícia ajude diminuir taxa obesidade basta gorditos continuarem mamar nutella,1
n vou aguentar tanto sapatão sala fica encarando,1
pessoa anorexia considera gordo magro voce pode considerar quisermas biologicamente so xx xy,1
volta terra,1
