text,hatespeech_comb
homem q repara lingerie é pq tá querendo usar,0
oq vc mais gosta na cama edredom ou cobertor,0
quem desarma mais geromel ou maicon,0
brigadeiro branco com uva ingredientes latas de leite condensado lata de creme de leite pita,0
algumas pessoas acham que racismo é só agressão por isso não se consideram racistas,0
brilhante goza entre outros a inenarrável comunicação social e os bem pensantes cá do sítio,0
pra contribuir nosso perfil lança essa camisa aqui,0
olha o cacetete russo muheres não sejam usadas pelo feminismo somos contra a violencia so pra _,0
braga está nos nossos planos como prioritário se conseguirmos fechar a data avisamos,0
então vem foda se,1
vamos ter overdose de tourette quando tiver a data fechada aviso por aqui,0
esse é o espirito true man,0
foca te em nrs e n digas q é inofensiva em si mesmo o islao está a ser levado para lados radicais e n estou só a falar da isis,1
bue fufas tão a seguir no insta pq wtf,1
burra é a mulher que aceita ser amante,0
burra é a mulher que aceita ser amante pois valorizar um traidor ajuda a destruir um relacionamento e nunca terá moral de ser única,0
burra é a mulher que aceita ser amante pois valoriza um traidor ajuda a destruir uma família e nunca terá moral de ser a única,1
burra é a mulher que depois de ser prioridade aceita ser opção,1
burra e a mulher que se ilude com textinho,1
burra e a mulher que se iludida achando que ele vai larga a fiel por puta,1
kkkkk essa foto ficou mt sapatão mesmo foi,0
infelizmente os lideres de ambos os países são cumplices,0
cadê a caridade muçulmana emirados árabes não recebem refugiados,1
cadê a poderosa não vai ficar com a guarda de nenhum dos dois e também não vai me colocar na cadeia kkkk,1
cada dia mais patético esse reinaldo,0
cada gol perdido do borja ontem foi um fio de cabelo branco garantido na minha velhice bom dia,0
cafagestes de faro e odemira são teotónio no próximo fds chegou finalmente a vossa vez bilhetes nos sitíos do co _,0
caindo na real feminista descobrindo o feminismo confuso não emma feminazi tá cagando pra liberdade querem _,0
faz outra matéria explicando porque os países da arábia não recebem refugiados valeu,0
rezando eles são lindos o problema é quando tão explodindo torres boates e embaixadas,1
mano tô rachando o angola falando que não quer pega a maria rita kakakaka se acredita,1
calma cachorro ela ainda não virou ração,0
calma sportinguistas já podem respirar de alívio o benfica ganhou ao braga o vosso º lugar está quase garantido,0
calotêira pague a conta,1
boa tarde sei que a tutela é das mas a cml não tem um grande peso institucional deve pressionar,0
camarote glacial joaquin teixeira mogi miri x bragantino no telão joão dória arrasa na pista de dança _,0
bicho trabalhamos com refugiados e migrantes como nao é ri,1
campeonato estadual é igual a olho azul em gorda serve pra nada e ainda me fazem torcida única no clássico khedira tabelando na área,1
esse lugar que deve feder espinha azeda que passou da validade tem menos mulher do que um vale tudo em juazeiro,1
jamais honro e prezo pelo meu país não quero que vire uma europa,0
cancelaram o impeachment isso é golpe,0
basicamente é um miojo com calabresa linguiça toscana e molho branco,0
vc q é burra aqui eu só defendi esses direitos reconheco q mulher n eh igual homem,1
canso de ver um monte de cara burro pagando de machão e um monte de menina burra que procura no google o significado de ser uma mulher,1
capitalismo não liga pra ninguém mas ele liberta as pessoas ter oportunidade de negociar é que é a verdadeira li _,0
aff bando de maconheiros eles não tem o q fazer,1
depois dizem que nos incitamos o ódio na população,0
deve ter uma feminista peluda e bem gorda trabalhando no foicebook,1
a oab é tão machista que acha que mulher não pode ser machista também,1
vdd porque eles estão pouco se importando para a segurança dá mulher,0
eitaaa a ultima vez q tomei foi em sp mesmo conheço uma doceria q tem de latinha pra vender só q fica longe d onde moro,0
estou bloqueada na pagina quebrando o tabu só pq comentei numa postagem deles assim página quebrando o toba,0
eu gritei aqui quando vi hahahahahahaha,0
eu já morei no maranhão anos minha mãe é de lá eu tomava sempre tb,0
guaraná jesus é o melhor,0
muita saudade faz um tempão que não tomo,0
nem liga pra esse povo mimizento,0
olha de perto a foto que ela dá um sorriso,0
pois é deu em mim tb,0
pois é nunca gostei dela corrupta,0
saudades de quando homem era homem e mulher era mulher,1
serio q legal eu mandei fazer a minha,0
eu só quero um fuzil só isso,0
tem travesti que parece mais com mulher do que as feministas pq as feministas parecem macho mal acabados,1
vc tem face,0
vishii eu tive q entrar pelo google digitar facebook depois de algumas tentativas consegui entrar na minha conta ufa,0
vishi kkkkkk o pior que essa travesti parece homem com muita cara de homem saudades travesti raiz kkkkkk,1
eu tinha esquecido não tenho cachorro kkk,0
essa música tem uns minutos mas não achei ela completa no youtube,0
cara ao invés de clamar pelo criador que tal refutar o que falei com fatos lógica e verdades,0
cara fazer ilações sobre a minha dieta alimentar é fácil eu quero ver é você refutar o que falei com fatos lógic _,0
cara isso não é um sonho,0
caramba hein agora vai,0
cara pode me chamar do que quiser quero ver refutar o que falei com fatos lógica e verdades,0
cara pode pedir a minha censura a vontade quero ver refutar o que falei com fatos lógica e verdades,0
cara pode usar a frase idiota de efeito que quiser quero ver refutar o que falei com fatos lógica e verdades,0
cara refute o que falei usando lógica fatos e verdades odeia o bolsonaro fala aí dos projetos dele q tu _,0
cara sério o que dizer disso vamos nos expressar então e queimar a sede dessa revista,1
cara usar a ironia e risada é fácil quero ver refutar o que falei com fatos lógica e verdades,0
cara vc é mto vida loka revolucionário da selvageria,0
cáritas lisboa tem m euros no banco há anos se tivessem confiado no espírito santo já não o tinham podem ser beatos mas não são parvos,0
apenas constatação de uma fuga anunciada,0
liga não mano claro que ela tem carimbo no passaporte rs ela veio p brasil refugiada da angola kkk,1
eu sou tô aqui trabalhando ao invés de fazer baderna,0
daqui a pouco vão falar que quem vendeu a faca ao bandido foi o,0
olha que coisa militantes do psol cheirando a mijo e maconha vaiam o cara vira notícia na imp _,1
qdo vcs era moleque ele mandava vcs desligarem o videogame falando que ia estragar a tv hahahahaha,0
desculpa eu gostava de conseguir respeitar a tua opinião mas não consigo se eles são felizes pq contrariar,0
carmen lucia sussurra socorro me tirem daqui,0
carnaval familia cerveja piada churrasco rede tv marchinha folia empoderada droga aborto problematização choro no banho textão no feice,1
opa que fufas tratem se,0
sim falar em trabalho pra essa galera é muita ofensa,0
volta para a tua terra,1
mto fofo msm qual a raça,0
caso rufino antónio não avança na procuradoria geral da república,0
e eu sou o candidato do à mesma câmara,0
então hoje debateram o pnr será que finalmente acabou o boicote e a censura ao meu partido,1
catarina kinnvall é similar a forma como o islão radical e a extrema direita mobilizam via,0
as mulheres que não têm o apoio das feministas aquelas que lutam contra os ditadores da esquerda,0
feminismo movimento de cooptação de mulheres p a militância esquerdista não defende mulheres o bo _,0
estar onde quiser ser feminista é estar onde a agenda da esquerda mandar,1
tem que ser muito capacho de ideologia p apoiar uma cultura q apedreja e açoita mulheres só porque a _,1
cavaco poderá não ter um amigo q lhe compre todos os livros mas teve uma editora q anda há décadas a ser financiada por todos os portugueses,0
cbf confederação de bundões do futebol,1
cebolinha é psol,0
crime de ódio se não me engano,0
cem homens podem formar um acampamento mas é preciso uma mulher para se fazer um lar,0
cena linda de se ver,0
censura sofre a gente no facebook e twitter caindo sem parar bem feito foi tarde,0
ceo da aetna o obamacare está no espiral da morte,0
cerveja e bunda,1
chá de chá chá verde chá preto chá branco todos parece só água ah nem,0
em vez de punir um cara por falar isso em rede nacional seria melhor punir todos os agressores não concorda,0
nada justifica uma agressão a homossexuais e homossexuais se matam entre si por ponto de droga crimes passionais,0
vi na página de um gay ñ estou generalizando quero dizer q gays não morrem pelo simples fato de ser gay apenas,1
chamaram a gattaz de sapatão na arena jeuanuaneuaheuhasesse e o glinhas de viado em minas hum vamos militar,1
chamem as feministas p fazer uma manifestação pq n tem nenhuma mulher trabalhando na obra aq do lado isso é um absurdo,1
chamem me burra eu n sabia q era dia da mulher até mo desejarem,1
champinhon do charli brau jr que se estourou os miolos,0
charada do dia tem um time em segundo colocado na a divisão do brasileirão qual é o time dica é carioca,0
charlie sheen to contigo meu querido amigo,0
chateada q o meu fechamento é vc mozao tá saindo da moda e eu não consegui fala isso pra ninguém,0
chega de anfolow galere uhahuahua,0
chega de arrumar treta com os esquerdopatas estou casada de ter que falar com um monte de bosta,1
chega na mina e fala nosso relacionamento é tipo o socialismo nunca vai dar certo,0
chega pra mina e fala por a caso seu pai é o capeta não pq pq vc é a visão do inferno,1
chega pra mina e fala por caso seu pai é dono de bordel não pq pq vc parece uma puta,1
chega sem som e sem imagem não dá né xerus live on,0
chegou a quaresma,0
chegou aquela hora da noite que eu fico contando se eu dormir agora vou ter quantas horas de sono,0
chegou dando cantada no carnaval,0
chegou o escravoceta,1
chegou sexta feira álcool prostitutas xis bêicon armas de fogo marchinhas ofensivas válido após o horário comercial bom dia,1
cheguei no camelô e disse índio troca pulserinha por espelho kkkkkkkkkkkkkkkkk,0
cheirinho de hexa,0
a criança não sabe ainda está a tentar controlar seu corpo aonde fazer coco habituar se aos alimentos fazer amigos brincar,0
mas não quer dizer que quando não sabias o que eram equações trigonométricas te estavam a esconder,0
não acho que a questão seja tabu penso que a questão seja o desenvolvimento cognitivo natural da criança sem forçar conceitos,0
sabes porque é que não começas a ver equações trigonométricas na segunda classe,0
u r so right ir buscar argumentos de autoridade não torna mais verídico o seu discurso,0
chilenos que fugiram de caxias foram capturados em madrid mesmo assim estiveram mais tempo em liberdade do que o porto em primeiro lugar,1
chirs cuomo em sua entrevista com o sen blumenthal nunca perguntou sobre a farsa do corajoso serviço dele no vi _,0
toda a sociedade só tem a ganhar com isso,0
chorão fracassado precisava de auto afirmação vive no mundo irreal fama só por causa da tv drogas matam o _,1
chorou no banho,0
chupa nazistinha vai daí,1
burra pq não concordo com vcs pensei q a mulher fosse livre ah é a liberdade acaba quando discordam d vcs,0
cientista russo diz que o mundo vai acabar dia de fevereiro sabem quando é que o cavaco lança o novo livro não há coincidências,0
cimbb apresenta guia beira baixa terras de excelência,0
cinema itinerante em rio branco departamento de cerro largo brasil uruguay ano,0
cinquenta tons mais escuros não é empoderador é abuso post recente do nosso blog leia em _,0
isso depois de a corte europeia de ddhh decidir que estados europeus não são obrigados a dar visto humanitário a refugiados,0
claramente karen jesuíno nunca namorou na vida,0
de gorda tem msm não mas feia,1
claro a alienação é o melhor caminho pra você continue nessa bolha,0
claro esperar o quê de quem tem mente fraca e acredita em professor de história q usa camisa cheghevara tem an _,1
claro que elas não deixariam passar em branco e com direito a um pulinho no pa _,0
claro que não eles tem medo do trump kkkk,1
claro que sim é só vc não ser um babaca nerds um valentão da rede uma mulher imbecil um hipster freak ou viciado em celebridades,1
claro que vc pode ir pro bm júnior sarra as nha ein filhao maria tá achando que vai aonde sair depois da h quer ser estuprada na rua,1
o obama grampeou até a dilma e vc tá chamando o trump de louco,0
eu não sabia agora pesquisando que vi os sem teto tão recebendo refugiados islamicos e o povo não ta percebendo,1
fotos de brancos refugiados não dão likes no fb não fazem a carneirada derramar muitas lágrimas de crocodilo não há interesse neles,1
cobrar quando um político tá fazendo mau uso do dinheiro público é um dever de qualquer cidadão,1
foda se ela to nem ai gorda feia idiota,1
coisa de enrustido homem que é homem aprecia o gosto natural da rata,1
gtdá uma fuçada lá primeiro livro da minha amiga eu reviso,0
vim parar nessa cidade p força das circunstâncias aprendi a m virar sozinha e não mudo minha postura só p t agradar,0
coisas que eu tenho que ler no dia da mulher excluído pq não tenho paciência pra uma pessoa tão burra,1
coisas que odeio esquerdista de iphone hipocrisia falso moralismo,1
coitado desse povo servindo como tapete dos lideres do movimento o boulos anda de carro e tem muito dinheiro,0
coitado do nirvana,0
coitado dos aposentados que vão financiar a bosta do bolsa família,0
coitado né gente ninguém liga pra ele os americanos de classe média alta precisam de atenção,0
colocaram um vinho branco pra gelar será que teremos comemorações hoje,0
com a família no taisho taisho restaurante japonês,0
comandante alerta p o perigo de se tirarem fotos e vídeos junto ao mar sic pede a telespetadores p tirarem fotos e _,0
com certeza e neste em especial ocorreram muitos acidentes mortes prostituição relacionamentos rompidos,0
come alguma coisa antes de começares uma briga com a tua namorada assim quando ela te oferecer comida não vais perder o foco,0
começa felizmente a desenhar se um bloco de alianças contra a podridão globazidora mundialista _,0
começa pelo seu namorado,0
comece por você mesmo maconheiro,0
comece seu apoio a este cinema que rejeitou compartilhando e deixando seu repúdio é,1
começou gente assista por aqui,0
serve a sua nação e a defesa de seus valores,0
comentei num perfil irônico como resposta fui chamada de feia gorda mal amada feminazi fascita golpista bu _,1
comentou com ata já sei que é feminista muxibenta ahh vão lavar a louça suas mal amadas,1
com essa frase que eu encerro o assunto do nordeste está me dando sede vou ali beber uma agua mineral,0
com este anúncio do está oficialmente aberto o casting para o membro do overdose de tourette,0
com hamburger feito das vaquinhas cheddar e cerveja ficam uma delícia,0
com h maiúsculo não tem twitter então você já sabe quem deve ter criado esse perfil,0
comigo na câmara de lisboa a é que seria bloqueada,0
comigo na isto seria impensável islão aqui não pela identidade portugal e os portugueses primeir _,1
com maridão na praia de leste semana que vem começa nossa maratona de _,0
com marido jofran alves passeando na me apropriei da cultura _,0
com meu pai whashington lobo franco amoooo,0
com miguel relvas no conselho leonino do sporting os títulos estão garantidos e se necessário for pede umas equivalências na lusófona,0
com muito amor,0
com muito orgulho fui eleito o rei momo do bloco porão do dops do meu amigo decorem as marchinhas _,0
como amigas de verdade se tratam,0
como assim agora a golpista serve pra algo,0
como assim angola não é na europa xd,0
como assim eu sou racista eu escuto eminem flor,1
como assim existe uma conta que se chama fufas do porto,0
como diria o apóstolo alexandre bem aventurados aqueles que não tendo dinheiro têm amigos para os livrarem da usura do crédito bancário,0
como diz o ditado vira homem,1
como é bom achar dinheiro no bolso dos otros,1
como é que o marcelo deixou passar esta oportunidade única para convidar o a dar um mergulho na praia da costa nova sad,0
como é triste estar aqui no ibcc e não poder mais ver aquela figura humana de jaleco branco com sorriso meigo,0
com o pnr coimbra tem mais encanto,0
como posso ajudar o pnr,0
como que essas meninas consegue ir pra escola toda bonitinha eu vou igual um sapatão ainda mais quando estou com sono,1
como resolver a situação do brasil investigar o presidente da câmara investigar o helicóptero de cocaína x fora dilma,0
como se cria cotas para algo que é livre pra qq um fazer bateu a dúvida aqui,1
como se fabrica uma mentira,0
como se os russos precisassem de novos motivos para beber,0
como ser feminista ser feia e gorda pagar peitinho em passeata ser peluda odiar homens e achar q isso fará diferença no mundo,1
como se ser gorda te faz ser feia teu cu,1
como vai dar certo um pico desse,1
como vai o sábado recheado de capitalismo,0
como vc se sente roubando o meu dinheiro d um país que não tem leito em hospital direito sua canalha,0
como você pode militar por uma causa sendo que você nem estuda,0
como vocês sabem se apenas dos homicídios são elucidados,0
como votei psdc eymael o democrata cristão zero citações na lava jato estou com a consciência tranquila sou um exemplo de dignidade,0
companheiros desconfiai sempre de malta que se indigna com a escassez de courgettes,0
compre americano e contrate americano são os princípios básicos do meu governo que é empregos empregos empregos _,0
comprei um espumante pra agradar a patroa afinal hoje é dia dela,0
com quantos centímetros se destrói uma feminista,1
com que os refugiados entrassem automaticamente ele já não estaria cumprindo o seu maior dever que é proteger o país,0
com tantos jornalistas à sua volta pinto da costa já nem um café com leite pode tomar tranquilamente em guimarães,0
comunicação social portuguesa contabiliza o número de refugiados recebidos portugal e deixa _,0
comunista e hipocrisia são sinônimos,1
comunista que odeia a pm fala mal do capitalismo segurando um iphone quando o celular é roubado vai parar na dp da pm vai entender,1
concordo em gênero número e grau,0
concurso de miss falta de respeito da mulher pela própria mulher mulher objecto futilidade pura,0
concursos prefeitura de visconde do rio branco inscrição,0
confesso a minha cotovelite não que não fosse capaz de escrever um livro mas por saber que se o fizesse não teria amigos para o comprarem,0
confira a contribuição de uma de nossas integrantes para o blog da marca insecta shoes será que realmente somos,0
confira entrevista da artista negra brasileira priscila rezende ao site laplisitol um site construído por,0
confirmado que aquela que eu falei é sapatao,1
confissões de um na hora do banho toma sem pressa curte a água não limpa o umbigo e soca uma bronha melhor parte,0
congratulo me com a redução da não gosto do mas se toma medidas com as quais concordo manifesto o meu agrado,0
conhecem algum bandido neste país que ainda não tenha escrito um livro ou que ainda não tenha sido condecorado,0
conhece três cores azul vermelho e amarelo,0
conheço bem mark cuban ele me apoiou muito mas não quis atender todas as ligações dele ele não é tão bom pra se _,0
consegui cortar meu dedo com uma faca de serrinha seria eu a mulher mais burra do mundo,0
conselho mulher sábia constrói mulher burra destrói,1
conservadores são os melhores,0
constroem obstáculos dentro das nossas casas em vez de expulsarem a serpente islâmica vergonha,1
contra fatos não há argumentos,1
contra todos os ataques à à e à só o nacionalismo é solução os ventos são de mudança,0
não gente aí tb não,0
conversarei com os xerifes e chefes de polícia às am br hoje e discutirei sobre a terrível perigosa _,0
convidado da manhã na renascença portugal distingue se porque não tem nem vai ter campos de refugiados,0
convida nui de sampa rt vamos p uma baladinha em sampa e lucas,0
conviva com branco e outras novas pessoas bem divertidas pertinho de você quando entrar no badoo,0
cota é racismo somos todos iguais,1
dos afegãos apoiam a sharia linda realmente receba eles na sua casa vai estudar,1
covardes em busca da censura numa das maiores páginas de humor da direita br,1
crepúsculo um vira lobo um vira vampiro ninguém vira homem,1
crianças acreditem sempre nos vossos sonhos se o suicide squad ganhou um óscar tudo é possível,1
criando uma geração de homens feministos,0
cristãos maltratam gays e mimimi _,0
cristas pediu reunião p fazer queixinhas a marcelo e este convidou logo o ferro p almoçar a vingança é como a vichyssoise serve se fria,1
cristas visitou escola pública e sentiu se chocada c estado degradação com os colégios colados à pele devia ter ficado amarela d vergonha,0
crítica de livros islão e fundamentalismo islâmico,0
sapatão linda mt maneira,1
chamam os cristãos de ignorantes mas quem ta na universidade e acha isso normal é porque sofreu lavagem cerebral,1
se prestar atenção isso não é pornografia o contexto em que esse beijo foi posto dificilmente tem,0
hahahahahahaha e não é que parece,0
cuidado com a burra falando mal do feminismo atual mas gente mulher ignorante assim é uó é cada coisa né non,1
culpa do capitalismo opressor e do trump by esquerdista,0
culto da família dia as hrs igreja do nazareno de sousas,0
culto igreja nazareno ebenézer dia as hrs modelo original do eterno,0
cunhado da ana hickman conta como desarmou o psicopata e acabou com a raça dele é apludido de pé muita gente chorando de emoção,1
acho que não é a forma mais adequada para ensinar as crianças sobre este tipo de relacionamento,0
ah então esse não é o cartoon que vai para as crianças,0
aposto que se esses adolescentes tivessem lidado com essa situação desde pequenos não o fariam,0
bebés não mas crianças não se resumem em bebés né já vi crianças de anos serem intolerantes,0
e não tem segredo basta explicar a elas q o amor n tem limites de raças etnia género físico e etc isso é que é educar,0
eu passei a minha vida toda a ver relacionamentos heterossexuais e não sou hetero acho que isso não influencia em nada,0
imenso fantasias e todo resto porque não introduzir diversidade antes de sermos adultos e trancafiados no que conhecemos,0
isto é deturpar os factos não saber o q são equações trigonométricas n fará com q a criança seja intolerante com quem sabe,0
mas um simples boneco não vai interferir na educação de uma criança sem esquecer q existem crianças q são criadas por gays,1
não condenado tais práticas mais não sou a favor até porque a bíblia condena,0
não dá p comparar meu caro educação académica tem um processo exato a ser seguido a educação moral sexual e social não,1
não dá pra comparar uma coisa com a outra,1
não por a b até pq todo mundo sabe como falar com uma criança explicar de maneira a q ela perceba e aprenda o q é respeito,0
não sei nunca vi o desenho em questão porém se é para idades que não podem ver beijo gay também nã _,1
o conteúdo é o mesmo e um beijo gay não é mais explícito que um hetero a malícia está na mente adulta,0
os desenhos com casais hetero são os certos para incluir casais homo não estou a dizer para o bob constructor ser gay,0
mas não é pra crianças,0
curitiba realizando casamento comunitário é brasília realizando,0
curso de especialização em gestão financeira angola não deixe esta oportunidade passar consulte nos em _,0
curso de informática em visconde do rio branco está com inscrição aberta,0
curtindo um ótimo que o capitalismo me proporciona,0
curtiu mais de fotos da mesma pessoa tá querendo comer,0
um twitter sobre as fufas do porto realmente há demasiado tempo livre que tal varrer um chão e lavar uma loiça,1
custo zero se fosse o pt so de corrupção caixa e verbas desnecessárias ja sabe ne,0
sim ontem em sp,0
olha afinal foi o islão o pai já tens argumento na mesma mas tens de substituir hitler por isis,1
da a islamofobia e o medo do islão,1
não acompanha time de meninas,1
da educação que eu recebi em casa homem foi feito pra mulher e vice verso o resto é modinha,1
noticia que crianças estão sendo estupradas por muçulmanos e autoridades não fazem nada para não serem _,1
dai você vê que o objetivo principal é informar nada mais imagina,0
da manhã e nordestino vim apelar com piada de apagão hahaha aproveita que ta sem luz e vai dormir,0
da mesma forma q eu enfio o pau em algumas pessoas mulheres e outras não homens chama se escolha pessoal e vt _,1
boicota e xinga a pm da bahia mas só sai para o show escoltada pela polícia hipócrita do caralho,1
parabéns obs o sentimento de bosta independente de idade mesmo,1
perante o humor há sempre lugar a um sorriso só não aprovo a ofensa fácil,0
daqui a meses abranda a histeria em torno de e será este o alvo dos media força,1
daqui a pouco começa o com a série sobre o roubo do bndes pelo pt você não vê isso no,0
daqui a pouco hrs estreia o documentário no o doc fala sobre feminismo e ciberativismo não percam,0
daqui a pouco mudam de preto e vermelho p preto e branco,0
dar risada de si mesmo rir das cagadas alheias melhor ainda,0
da série imagina se fosse ao contrário ah se fosse o olavo ou qualquer direitista segurando desenho desse níve _,1
da série imagina se fosse o contrário vai daí seu racista,0
no islão as leis dos países não contam os muçulmanos respeitam nas por conveniencia não moralidade,1
islão significa submissão,0
jihad é a base do islão,1
é um artigo expondo a intolerância e o perigo do islão não há lugar a imparcialidade,0
o islão não se pode reformar pois é a palavra directa de deus,0
dá uma rola pras feminazi quem sabe elas param de falar bosta,1
de acordo com dos afegãos são a favor da sharia a absurda lei islâmica mas o malvadão é _,1
de aumento na breja é d,1
de a o efeito dominó,0
decepcionadissimo com o novo bbb,0
de certezinha q vai haver gente a usar isto só pq é produto novo da nike qd nem sequer têm qlq ligação c o islão,0
decide aí se a mídia é golpista ou não porra,0
decididamente o marques mendes está a perder qualidades já nem a presença dos radares da psp consegue adivinhar sad,0
declaro aberto o carnaval agora é tomar um banho e depois curtir uma folia raiz estilo itamar franco em _,0
deem uma trégua ao povo a mídia de notícias falsas está tentando dizer que a imigração em larga escala na suécia _,0
de erro em erro vai se descobrindo toda a verdade,0
defendendo as brancas e louras condenando o negro racismo até quando,1
defender os interesses dos americanos em primeiro lugar agora se chama bullying piada,0
defensora das mães com a própria filha deixada nun estado lastimavel ela quer tentar limpar a imagem dela,0
definição de bom balneário,0
definitivamente o melhor lugar para curtir o carnaval,0
dei unfollow em pessoas que não era pra dar palmas para a burca,1
deixa eu verificar a opinião dos movimentos negro e feminismo antes de chamar minha namorada ironicamente de algo que eu sou,1
deixe de ser leviana desde quando eu falei q lutar por direitos iguais e respeito é errado errado é ser capacho d _,1
deixei o teste de matemática em branco kkkk o melhor é ver a cara de deboche da professora,1
deixou o dia da mulher passar em branco e agora não sabe como presentear veja as nossas dicas de presente ideal,0
de julho dia internacional da mulher negra latino americana e caribenha então hoje é o dia só da mulher branca,1
de junho marcha da nacionalidade partilhe e convide amigos,0
de manhã eu fico sozinha em casa porque todos os meus irmãos vão pra escola e minha mãe vai trabalhar aí eu,0
de março volto a actuar em lisboa material novo juntamente com o cruz maria lázaro e pedro figueiredo reserva _,0
de mil empresas encerradas e de mil em insolvência nesta governação em jan já são estas baixar o desempr _,0
democracia é o cacete aqui é a suprema corte britânica mano brexit,0
democracia é o crl a parada é voltar logo a ditadura pra economia ir pra frente,1
democráticos eles hein deveriam mudar o nome do partido para dictator crats,0
demos uma de para mostrar o amor que os esquerdistas tem para com o próximo vai daí,0
denunciem o mala cheia link direto pra página do facebook dele,0
dependendo de como funcionar hj a noite eu já tô em pato branco,0
depois deste jogo não duvido de nada angola ganhava de x até os minutos angola x mali,0
depois de vender produtos ilegais o dia todo no centro do rio camelôzada se reúne pra queimar um no meio da rua _,1
depois do mexia e do catroga chineses preparam se para contratar mitroglou querem tirar nos tudo até a luz que nos ilumina,1
de politicamente incorreto ao correto felipe neto se enquadrou na moda atual do p correto para ganhar grana dos o _,1
desenhando parte,0
só não reclamei porque semana passada fiz o velho doar um galo e galinhas da angola kkkkk,0
de aproveitamento da chamada crise dos refugiados,0
descobri q sou sapatao mesmo,0
desconfio que a nasa só não anunciou ter descoberto vida num dos planetas com receio que o trump mandasse construir outro muro,0
desconstrução cultural identidade masculina sendo destruída artistas criam factóides para aparecerem na,0
desconstruindo o gênero cachorro,0
desculpa gente mas quando vejo mulher falando mal do feminismo eu só consigo pensar que ela é muito burra ou não sabe o que é feminismo,0
desculpa não entendo meme de filho da puta,1
desculpem por eu não ter acreditado mas hoje vocês me fizeram ser o homem mais feliz de angola mesmo com a crise _,0
desde de nov dia da eleição o mercado de ações cresceu trilhões e a confiança do consumidor está em uma al _,0
desde que eu fiz anos me chamou de tio não ganha esmola,0
desde que o pinto da costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o porto nunca mais ganhou nada,1
deseja feliz dia das mulheres mas resto do ano fica classificando essa é feia essa é gorda essa é gostosa ta e dai,0
desejou feliz dia das mulé o cara q chama mulher de burra o resto do ano,0
desejo um santo natal e um ano cheio de esperança joão patrocínio,0
desempregado a gente tenta tudo né kkkk,0
dessa vez sem piadas de humor negro com santa maria rs,0
destruição na suécia manda mais muçulmano pra lá quando a coisa fugir do controle os suecos paumolengas vão reag _,1
deu acidente aqui na esquina de casa e só da pra ouvir os pedreiros gritando chamando a mulher de burra kkkkkkk,1
deu certo o impitima eu que assumo hoje,0
deus criou adao e eva e nao adao e ivo,1
deus criou a mulher de uma costela de um osso torto se procurares endireitá la quebrará tenham pois paciência c elas,0
deus é justo mas a calça da carol mamãeeee,0
deus que me livre,0
deus sempre nos renova bom dia _ ouvindo preto no branco os sonhos de deus,0
deus ta vendo vcs acordando cedo só pra torcer pra casal de sapatão burras,1
deus tem uma mensagem pra vc,0
devem achar que eles vão colocar o nome do cara no spc serasa,0
devem estar invertidos esses dados aqui arma é proibido lá q é liberado e só tem louco,0
devemos iniciar uma investigação sobre o e seus elos com a rússia e putin um total hipócrita,0
devemos manter o mal fora do nosso país,0
devemos melhorar o sistema educacional das nossas crianças pra tornar a américa grande novamente dia maravilhoso e _,0
deveria existir nas escolas aulas sobre o combate a cristofobia que atinge milhões de brasileiros atualmente,0
deveriam decaptar já qdo chama a militância sapatão de grelo duro deveria ser beatificado,1
deves achar q o mundo gira a tua volta tem mais de bilhoes no planeta terra nem tudo oq falo é para ti,0
deve ser essa a tal guinada à direita que a imprensa tanto fala,0
deve ser foda namorar uma evangélica vc manda um sms todo fofo dizendo advinha quem te ama e ela responde jesus cristo,1
deve ter sido duro para os jornalistas esquerdistas da publicarem isso a ficha caiu descobriram agora _,0
deviam deixar os falsos refugiados se lascarem trump tem razão em não querer refugiados nos eua canadá vai se fe _,0
devia ter chegado mais cedo fiz o que pude malta,0
hahahaha deixa comigo d,0
parabéns a todas as mulheres de direitas esse post é especifico delas tem pr _,0
de março feliz dia das mulheres que odeiam o feminismo,1
de março,0
dia da mulher e estou eu feita escrava a lavar a casa parece que sou burra,1
dia da mulher eh dia de eu me irritar c hipocrisia e gente burra q não entende o real sentido desse dia,1
e não dia das putas aborteiras,1
feliz dia das mulheres dia internacional da mulher feliz dia pra voce que é _,0
feliz dia das mulheres dia internacional da mulher,0
feliz dia das mulheres dia internacional da mulher mas voces ainda são capac _,0
feliz dia das mulheres dia internacional da mulher _,0
feliz dia das mulheres dia internacional da mulher ser mulher pra globo ser feminista,0
não importa se é magra gorda preta branca feia ou linda hj e o nosso dia,0
dia da mulher na pk é pauta para reflexão via,0
livead são paulo,0
já leu uma mulher hoje,0
dia de junho é dia de festa e de luta por portugal neste dia vamos agarrar a chama vamos participar e ajudar _,0
dia de portugal,0
dia de portugal via,0
dia desses apareceu uma propaganda aqui na minha tl sobre trans serem versões piratas de mulher e eu fiquei apenas wtf gente burra,0
dia dos namorados dia da mulher e dia do glorioso benfica desde a pôr à prova a robustez dos casamentos,0
dia está a chegar,0
no dia que tiver protesto de feminista em frente a baile funk eu começo a pensar s _,0
dias em campinas uma única mochila nem usei todas as roupas que eu trouxe,0
dias seguidos sonhando com gato branco não ta normal isso,0
dia vamos botar pressão,0
dica de fantasia barata para curtir o carnaval marque de ir em um bloco não apareça diga que foi fantasiado de pai de feminista,1
dica do dia,0
