text,hatespeech_comb
argumento tem httpstco4yLvG6wsqh,0
E seguir quer provar Islão compatível valores Enfim httpstco6u01dU02zR,1
E indiretas pra Grazi nao param httptcoHLEWqoe9cD,0
É assim fazE vamos fazer mesma ação Brasil Comecem compartilhando deixando insatisfação httpstcoy97XRU3EEr,0
É turma problematização vê preconceito tudo pra pautar movimentos São doentes mentais esquerda httpstcoV84kk0CUm1,1
E última pra passar branco Libertadores time bom pênalti faz diferença Flamengo aquém,0
É caminhão atropela outras abobrinhas mídia solta mídia suja comprada credibilidade nenhuma httpstco5fLrJ7k0yt,1
É Carnaval ninguém leva mal CDSPP Quem Paulo Núncio httpstcoPHTC4bOzZi,0
É claro afinal acima bem mal Até pq nunca vistoriou obra apartamentos terceiros httpstcoAimO1ysfCx,0
Ecofin aprova processo sanções Portugal Espanha httpstcoYljcKSFmVURenovarPortugal PNR,0
diz ditado liberdade canta pra pt espanta httpstcopwZUQ9Tg7g,1
sempre digo 3 opções pro brasil ir pra frente escolher,0
E continuou 8 anos dando pro cara Isso chama otária httpstco4kFCMXJCSJ,1
daí menos PT httpstcoq9zwIpb2r2,0
edai ministério temer mulheres negros fizeram merecer ue,0
edai trump nao gosta latino ngm obrigado gostar alguém nao,0
E reclamam solidão mulher negra sendo chata assim quero ver namora traste httpstcodYZMUifyvL,1
É esperar povo q aceita cão cor abra portas refugiados Isso nojo,0
desmascarado vem ironia hahahaha httpstcooBqaRTKmYl,0
editoraboitempo problema site Não conseguindo acessar,0
EDITORA CENTRAL GOSPEL Famílias Perigo – O todos devem saber sobre Ideologia Gênero Por Marisa Lobo httpstcoILBxWmf61V,0
EditoraHumanas caiocoimbra catracalivre ainda chamou amigo bicha catracadaportras pra ajudalo,0
editorahumanas chorando rir aqui,0
editorahumanas deixou sair filho feminismo nao ajuda mais SO AJUDA pra praticar abortodepois q ja httpstcor7yyJ77Imb,1
editorahumanas feliz dia mulheres sorriem httpstcoKpZplmQk3A,0
editorahumanas MBLivre É ESSE CACHORRO AQUI httpstcoTHHVv4Rh5h,0
editorahumanas sexta feira httpstcozYxuFakWnR,0
editorahumanas movimentos cada dia retardados mentais aguento editora,1
editorahumanas Por enquantoacho NADA Não agenda esquerda falar mal islã atrocidades httpstcoWxQlrRzfCZ,0
editorahumanas doida aí feminista,1
editorahumanas velho querem censurar melhor conteúdo humor político direita Vai foder OABSP,1
edmilsonpapo10 elpaisbrasil Segundo esquerdopatas vender país pra China problema Mas EUA comprar imperialismo,0
edmilsonpapo10 RachelSherazade Comandante Edmilson senhor pode ir descansar Missão cumprida,0
edmilsonpapo10 reinaldoazevedo Reinaldo Azevedo morreu mandou Sergio Moro ir catar coquinho httpstcoBZvFDjFGtL,0
Eduardo Lourenço “O islão sente fraqueza” httpstcofSDG7p2wjh,0
Educação O paciência — drinking CocaCola Angola,0
Educação gratuita todos liberdade escolha httpstcosqvH4JUdkzRenovarPortugal PNR Escolas httpstcowebnk2Dbcx,0
edvaldocmelo Obrigado reconhecimento Faremos melhor,0
E sapatão,1
E cara querido amigoo expatrão djbuts RT lenabahirah Um melhores escritores país Fabrício Carpinejar Jô,0
É elogiável algumas ações atletico moradores ruas estádio ações refugiados criançasPq tema pauta,0
É espantosa total falta nível comentários certos jovens esquerda caviar Apenas safam têm algum humor,0
E livro existe tempo vejam escolhem dedo material desconstruir identidade a httpstco18FI44ei7D,0
odeio gente chique iDontUseShoes httptcofGhCrHD24x,1
q respondi primo aniversario feliz dia mulher clarinha brigadaa tudo dobro kk cuidado c burra,1
E vi agora fato CeeLo Green levou ontem Grammys Que bonita homenagem fez httpstcouR85Cy99sb,0
criado novo termo nudez intelectuala mesma acontece voce ta cagando pelado antes banho httpstconKenb2q48v,0
Egípcio tenta entrar Louvre naifa Terrorista Canadiano olhos azuis dispara sobre 40 pessoas mesquita Lobo Solitário,1
Egocentricpapi mundo Angola Luanda,1
É gorda feia oferecida gata — brigada amorrr amei receber httpstcon6APtwOkF7,1
EH DIA DA MULHER Q BURRA NEM LEMBREI,0
Ei amigo Vai tomar cú,1
Ei ForbesBR tal contratar carolcimenti pro time vocês O ruim sempre pode virar grande merda httpstcoucsKl3Z4YN,0
eikebatista Canhão retorno Não fale pro Felipe Melo vai anima Boa noite medofeelings,0
É imperioso acabar terrorismo incendiário negociatas volta incêndios httpstcoRHfbNQBXRQhttpstcoivv2gB42oI,0
É impressionante todo justiceiro social podre httpstcoolfmLxhxIh,0
eis aqui pessoa FEIA facebook PQP httptcoUJARxVeNkE,1
E independe político,0
Ei Vivoemrede pagapaulo funcionário vcs fez comentários homofóbico nessa rede social Gostaria saber po httpstco4HBJ1cVAyC,0
É amanhã Não falte httpstco2d5qSxR5LshttpstcokunLk6HNaf,0
É amanhã estreamos Overdose Tourete Casino Figueira Só arrancamos FCPSCP Bilhetes httpstcolXFcaKEFV2,0
Ela primeira dama direito orar quiserO problema CRISTIANISMONÉ httpstcooKeqGNWc60,0
top capa revista httptcoCCQsybQwdS,0
fica cu doce falando q eh gorda feia eh linda magra nn adianta falar kkkkk q postar httpstcop5ldIs1qd9,0
ElaineRufo draguz sansquer denisrmonteiro OPA puta desculpa burra pra passar mão cabeça mulher errada,1
machuca discutindo sobre roupaeu dou NENHUM desgosto gente mora inferno quintura quer use burca,1
É lamentável Standvirtual queira passar ideia sensor movimento suficiente evitar mulher bata carro,1
Eldergm zecamaroto disse q ia desperdiçar Falei sobre ir primeiro vc escolheria única apenas,0
Ele ataca imigração ILEGAL idiotas E motivo aspas mérito É ótima ideia Vcs contratam funcio httpstcoBL9xpbx1Hn,1
É legal pra presidente grampear corrida presidencial antes eleição Negado tribunais hoje mai httpstcoUUHy8AMFcr,0
Elemento agride animais durante tentativa furto Pato Branco httpstcotzSeykFd9Z,0
ELE NÃO PRECISA DE SOLUÇÃO PRECISA SER ACEITO HOMOFOBIA ATÉ QUANDO httpstcof8BaQzVtN8,1
ELE NUNCA VAI VOLTAR DESSE JEITO VEM METEORO httpstco7U0zOCm0u8,0
Eles fizeram marcha deles direito expressarmos também Dia orgulhohetero JÁ,1
Eles praticam Islao,1
Eles revelamse Faltamlhes argumentos faltaslhe nível Agressividade ofensa registo psocialista httpstcoZhENzssM7I,1
Elettra fica puta pq Alex afastou n faz nada pra mudar situação Nunca vi mulher burra Sofrendo atoa vipdirecto,0
Eliseucolinho Pizzi captei vossa atenção Óptimo Overdose Tourette 5a 6a Sábado Viseu P httpstcou5lw76YbQP,0
ELIZA SAMUDIO PODE SAIR VC GANHOU O PIQUE ESCONDE,1
elmalditocabron tlmota Esquerda faz pauta feminismo,1
E mais odeia Bolsonaro Então fala ai projeto q discorda porquêVamos ver inteligencianível d httpstcor1mH16f0GS,0
E MAIS SEM DILMA SEM 7X1 PRIMEIRA DAMA GOSTOSA httpstcopKiZtuHpdD,0
Em Amstedã prefeito muçulmano Ao contrário Londres fez críticas refugiados adaptam httpstcoHfY84YSwji,1
Em Angola brincase fazer musicaProblema musicos povo so consome lixo,1
Em breve Brasilcom aprovação PL imigrante proposta motorista Mariguella AloysioNunes Nunes httpstcotdZ5jZ3O7C,0
1 cada 3 mulheres mundo sofreu violência física eou sexual majoritariamente parceiro íntimo httpstcoyeYnBFJksw,0
Em campo novo pode vir vitória A maioria povo quer fazer bem Nego faz refém branco aqui,0
É mesmo Caramba achava qdo processo chegasse STF abandonassem FolhaFakeNews httpstconqOiwJ70dw,0
É mesmo Lula tá 70 70 chance preso ainda mês httpstcoSfXi9oHbVo,0
E metendo vara nela distância chega negativa tão perto Pense nisso httpstcohFreY2Quc6,1
Em evento Palácio Planalto homenagem Dia Internacional Mulher presidente Michel Temer cometeu httpstco8JjG2vRO2e,0
Em 2008 voluntária SC 30 diaspara atender vítimas desabamento MorroDoBaú Ilhota Achei httpstco7ZBmlZ7x8m,0
glee cantaram run the world babei heather Morris nitidamente nao sabia sapatao gente tombei,0
Emirados Árabes querem ir Marte construir Dubai lá 2117 UOL Por usam grana ajudar refugiados irmãos,1
Em meio escândalos corrupção nepotismo presidente Angola anunciou tentará reeleição 2017 httpstcoMnLXSQS3vg,1
EMN verdade Carlos Costa decidiu dar nova oportunidade Ricardo Salgado consultar Maria Helena,0
Em nome tolerância tudo desculpam vítimas próprio povo httpstco8BShPSFEeK,0
45000 empregos construção indústria Costa Golfo EUA Investimento 20 bilhões América ganhando novamente,0
Em vc ia primeiro httpstcoNdaHzo4eSJ,1
É mta falta louça umas roupas pra passar chão banheiro pra esfregar pano httpstcoVTif2nyuNo,1
É patético democratas ainda terem aprovado toda equipe httpstcoMrIeSIUNme,0
E CNN NOTÍCIAS FALSAS Bernie Sanders tirado ar descrevêlos termo notícias falsas Alegaram dif httpstcosKXd4lU8jo,0
é deu httptcoU3W6dbL51q,0
Encerrar livre circulação UE deve reduzir migração RUnido httpstcoJTESEFZ4gB Refugiados Imigração httpstcohoAUMlZ2yg,0
Enciclopédia homemdeverdade Futebol hora sagrada churrasco cerveja gelada gosta vaza fêmeas shopping,0
encontrar infiltrados próprio FBI Informação confidencial pode ter efeito devastador EUA entregue mídia ACHEOS AGORA,0
Encontro feminista droga bebê cair sai cara q conheceu 2 min usuário droga quer reclamar assedio,1
precisa macho pra postarpensar dessa forma muita mulher assim ache burra,1
E nesse dia mulher confirmei acreditava TODA GENERALIZAÇÃO É BURRA,1
Enfia 7 dedo cu argentinos fdps,1
Enfim colocando coisas devidos lugares httpstcooOCRy7Nr03,0
Engraçado q mulher concorda oq maioria acha certo outras mulheres caem matando chamando burra retardada,0
engraçado percebo qt bonita menina acha feiagorda quanto feia acha pq meol deols,0
Enquanto mulheres falavam sobre campanha Carnaval preconceito distribuíam material divulgação em httpstcobVTun7Gfrs,0
Enquanto senado httpstcol2SZVJ7le2,0
Enquanto prenderem contabilista d Salgado motorista d Sócrates porteiro Banco Portugal Justiça credibilidade,0
Enquanto EUA Casey Affleck juntava Johnny Depp Marlon Brando resto trupe agressores httpstcogpPrwz3eYh,0
Então desta vez esquerda realça sabedoria Eduardo Lourenço httpstcoJKcrwzeYoz,0
Então Natal httpstcoyuoIhHn8Fz,0
então tento fazer parte pra homem branco babaca olha pro umbigo,1
Então socialismo produz refugiados O socialismo falha httpstcoE7iM31S3CJ,1
Então quer dizer PM mata juiz reage Que mídia porca httpstcoT3rMagzuZA,1
Entenderam porque PRESIDENTA deveria CASSADAVivíamos conto vigário A mentirosa compulsiva httpstcoTtjTxqbjR3,1
ent fufas pretos adormeceu,1
crivella freixo prefiro bolsonitro,0
Entre perdoados sacerdote italiano Mauro Inzoli recebeu clemência Papa tarde httpstco3XyG3OMAD5,0
Entrevista Catarina Kinnvall “É similar forma islão radical extremadireita mobilizam” httpstcoMu7XsVMO5i,0
Entrevista editorahumanas sobre censura OABSP httpstco9xdr4TCI0R,0
E artigo 226 Constituição ABSURDO Estão ATROPELANDO A CONSTITUIÇÃO FEDERAL httpstcoMxj6JUu9fi,0
E bacana BBC apóia galera entrar indiscriminadamente EUA Top né httpstcoEPFRbE010f,1
E caviar PC Siqueira querendo pagar semteto mole httpstcoY6GGoH3RW9,0
E chamado Cãomor junto repórter cara sono rs Mto legal httptwitpiccom23v73c,0
E custo sobretudo social invasão imigrante Isso interessa httpstcoNruafrq4mB,0
E detalhe odeio professora aula hoje Puta mulher chata burra,1
E futebol feminino eim Alguém algum jogo olimpíada pra dar apoio vão esperar 2020 pra reclamar dá falta incentivo,0
É O ISLÃO A CAIXA DE PANDORA DA CIVILIZAÇÃO – Impulsos discussão honesta sobre Islão httpstcolS4uHf9tl9,0
2200 jairbolsonaro tá agora httpstco6iaCmFSfLZ,0
E JornalOGlobo supera vez quesito capa CANALHA ano httpstconkFmmOt23q,1
E JusticeiroSujo g1 Desesquerdizada vivo arielmarlin Chega desse discurso pra dar vida httpstcoDWlUKGe26m,0
olha pra cara gorda feia Isabelle contar voz irritante httpstco3PfOO1yeRf,1
É negro cada ano quebrando novo tabu,0
E pior merda tomou posse ainda Imagine tomar MCrivella ABANDONOU Rio VERGONHA httpstcoQ3U5kTZ5Wm,1
E sacrifício tantas famílias empresas desempregados forçados emigração etc Cortar privilégios httpstcouygbgcnL7n,0
E amarelos E gordos E trans Isso discriminação Vamos colocar todos lá dentro httpstcoFHaRPeS0oG,0
E nazistas únicos não Tivemos personagens preconceituosos Brasil Pessoas públicas delataram judeus refugiados,0
E países acolhendo refugiados Tem gastar dinheiro ajudando gente lá país Infelizmente gen httpstcoC8jiZEEIfV,1
E socialistas parva Catarina Kinnvall “É similar forma islão radical extremadireita mobilizam” httpstcog3D84EGKja,0
E O VENCEDOR É httptco7tuExifE,0
E parar chantagem httpstcoLtxio8iqL5,0
E pensar defendi moçaCoitado cerrado falsamente acusada elaE estragos morais quem httpstco0n64shwDcZ,0
É país forma e pq USP melhores universidades Tem gente httpstco06EPcW7wqB,0
q adoro fufas httpstcoBdGYXdnW10,0
É POR QUÊ RT Patriciakataki Vc deixou pq,0
E porque hoje quintafeira RTP decidiu entrevistar Cavaco Serviço público seria menos respeitarem memória Zeca Afonso,0
pra desenha httpstcoZmkh5pomuV,0
É pra pago imposto httpstcoaapkuUZyGQ,0
E pra melhorar ano blog feminazi fascista lolaescreva caindo Viva httpstcoeexRDVWKqm,1
É preciso travar islamização Europa httpstcoyQqKWiKNNs,1
E pvedova tentou fazer fracassado protesto imigrantes sucesso enqto RedeGlobo esqueceu protesto antidesarmamento ontem,0
E mulher força pra administrar país Uma creche máximo httpstcoIROu8QAdcq,0
E problema Contrato quiser oras httpstcohRykXNkvik,0
E quanto poupará danos sociais apoios subsídiodependentes Força realDonaldTrump httpstcojauLX1SMq4,0
E apoiou governo MAIS CORRUPTO DA HISTÓRIA DESSE PAÍS idiota inútil Parabéns RachelSherazade po httpstcolqxvKfK9e8,0
E gosta comparar preços mercado sapatão,1
obvio estadio palmeiras tambem ia cair,1
É reconfortante saber Banco Portugal fabricando moeda 15 anos continua contratar,0
EricksonEriie tens razão concordo totalmente acho 0 5 putos preocupados saber cores números tipos,0
É ridiculo acharem gays fufas diferentes todo resto pessoas normais gostos diferentes Deixemse disso,0
Erro percepção mútuo mentira constante Dão tantas vezes dito dito httpstcoAvkb0G8bmz,0
Es favor vinda refugiados — Por lado sim outro httpstcoNkBUplCeDI,0
EscolaSemPartido Só vê ESQUERDOPATA httpstcoreUZ58586t,1
Escudo acabou 15 anos mas p garantir boa regulação sist bancário Banco Portugal optou manter quase 2 mil funcionários,0
Escutando músicas sapatão,1
E contrário Sua racista lxcarvalho httpstco4Ci6dVlc0U,1
E Centeno acatasse conselho CDS demitindose irrevogavelmente poder regressar VicePrimeiroMinistro,0
É sério sei pior vida vey Ser pobre pobre gorda feia,1
É sério mariadorosario vai chamar Polícia Federal BolsonaroSP httpstcoB1vo0QChKL,0
E escolher abolicionismo feminismo – Empório Direito httpstcoEyw2VOCEzV,0
Es gorda feia — Obrigada httpstcobiNf3mq69u,1
É SÓ MANDAR UMA SONDA PRA ESSES 3 PLANETAS SE NÃO ACHAR PSOL FUNK MACONHERO E IUTUBER TEM VIDA INTELIGENTE SIM httpstcoUarqovoMKE,1
É roubar estuprar cometer latrocínio vai pra lá É simples Que matem mesmo dó httpstco52tP3GGnOx,1
Especialistas discutem influência ciência religião psicologia cristã httpstcoqzO95pAMKA,0
esperar oq cara defende jeanwyllysreal httpstcoojJQ4G8J1l,0
Espero maiores sucessos deste encontro realDonaldTrump PNR httpstcogfJbB8rPhi,0
Espero peçam Michael J Fox bater palmas vencedor senão nunca saímos daqui hoje Oscars,0
Espero dia refugiados comecem aqui sharia httpstcoUHswA3hGQN,1
espero fim vida uns brindes pra matou,0
Espero Quartel Bombeiros Cascais espaço suficiente acolher julgamento todos arguidos Operação Marquês,0
Espero gostado nomeação Juíz Neil Gorsuch Corte Suprema Ele homem bom brilhante respeitado todos,0
Espírito Santo mostrando q acabar c polícia dá certo sim Ou diria marcelofreixo iluminar cidade sqn ESpedesocorro,0
Esporte Galo Vila vence Rio Branco segue firme ponta tabela Capixabão Detalhes ESTV1 meiodia,0
ESPORTE PRA QUEM NUNCA INTRODUZIU A LÍNGUA EM UMA XEXÉQUINHA JoaquinResponde httpstcogPhsxqM9gu,0
ESQUECI DE FAZER O CADASTRO DA SARAIVA P GANHAR DESCONTO SOU A MULHER MAIS BURRA DO BRASIL,0
ESQUENTA adoro programa mto cultural aborda varios problemas favela pagode amoooo,0
Esquerdista liga pra moral liga pra dinheiro Se calaram qdo soltaram Bruno incomodaram voltar jogar ganhar bem,1
Esquerdopatas blackblocs atacaram manifestantes próTrump A merda esquerda igual todo lugar Só muda httpstcoe4olZ6eZzs,1
esquerdopata vai pra,0
Essa cena Angola nossa ainda acabou,0
Essa coisa sentido envolvimento Rússia tentativa encobrir erros campanha perdedora d httpstcoAEqkCUiXPL,0
Essa imprensa esquerda chama direita golpista DiaDaMulher httpstcokKsVlZN1Jz,0
Essa lógica deste jovem sensato GLStecanela httpstcojXgmUuMkWD,0
Essa responsáveis babam ovo NaoAOLimiteDeInternet httpstcoudKZ4pKyQX,0
Essa foi longe agora kkkkkk httpstcoikdTXaR5FO,0
Essa mosca E achando problema aqui Brasil geração lacre httpstcoRLhRV0Ofei,1
gente quer combater racismo diz q pessoa branca pode fazer x coisatipo vestir iemanjá,1
Essa geração atual jovens foder acabou Mete ditador socialista país pra metade fuzilado fim papo,1
ESSA GERAÇÃO É UM LIXO EU FAÇO MINHA PARTE PROIBO MEUS NETOS DE VEREM YOUTUBERS JoaquinResponde httpstcobY9pAC1pQy,1
Essa hora qdo mulher quer sair balada pra ir pra casa pra levar vara,1
Essa hora sexta feira homemdeverdade vai pra baladinha vagabundoEssa hora demos duas Agora relax,0
Essa hora puta viado online,1
Essa hora puta viado online exceto,1
Essa imagem montagem coisa comunista httptcol1HM4X23Df,1
Essa mulher enrolada cozinha MasterChefBR,1
mulher mt burra,1
Essa notícia merece compartilhada httpstcoSTNC7PPv74,0
Essa piada merece Twitter outra rede social,0
Essa pistoleira agora inventando íntima 3 ministros STF amiga íntima Janot além de httpstco7uzI9gte7V,1
Essa pouca diversidade colabora ciência produzida Brasil descolada necessidade da httpstcoHJadlVMhh0,0
Essa procuradora piadaLevou lambada Dr Miguel Nagib autor projeto EscolaSemPartidoem httpstcoUnR0zDaYfI,1
escolas marxistas doutrinadoras esquerda sabem alienar futuros cidadãos bem,1
Essas escolas LGBT Não escolas públicas Passamos limites ainda vitimam acusam de httpstcoCYENjm96oD,1
ESSAS FÃS DE FITFI HARMONY CAMILA CABELLO SÃO TUDO RETARDADA PAI AUSENTE E FICAM SE ESFREGANDO A PERERÉQUINHA PRA APARECER TÁ NA MODA PAZ,1
Essas fufas ligam nenhuma mal namoradas querem marcar date porque têm saudades lol,1
Essas mulher burra raiva,1
ESSAS NOTAS A REDE GLOBO NÃO MOSTRA ApuracaoRJ Rio452 httpstcoNu6tvsMlA7,0
Essa sociedade machista opressora httpstco25ZOYePq5z,1
pessoas acabaram visualizar perfil httpstcoEcEh3mNpw3,0
Essas três mulheres acusam Donald Trump denegrir mulheres httpstcoMiv64JkOZA,0
Essa Veja tenta conseguem KKK quer dizer lésbicas sentem orgasmos serem lésbicas kkkkk httpstco7ETyFOrswf,1
Esse aqui certeza sofreu bastante senhores engenho Vergonha desse movimento Lixo demais httpstco3rKdx5354d,0
Esse bom tempo assim agora pra receber volta percebem É sentir choque Angola pra Portugal pá,0
Esse cara lixo humano daqueles imbecis acham sabem tudo httpstcoOcs4E9fEV1,1
ESSE CARA SOU EU httptcoCb1c5GSY,0
caviar tá D E L I C I O S O httpstcoSYt9sPB0pz,0
dia começou mal receber vários feliz dia mulher posta piadinha loura burra wpp família ah erra,0
Esse padre deu Pajero pro pai menino acusou pedofilia httpstcoU8FE9gkOEg,0
Esse amor esquerda httpstcoMGO8hWrJbX,0
ESSE É O FAMOSO CHUPA CU g1 httpstcoHCuJZKSNRt,1
Esse nível turma faz pessoa bem ficar desempregada seguir politicamente correto apoia httpstcomVfQ9OKdFP,0
argumento hahaha vive mentira medo desmascarada httpstco1UggXmAloF,0
Esse feminismo quer igualdade homens mulheres httpstcoUQpeGIjPT0,1
filha puta donald trump diminui quantidade refugiados podem entrar país pq nao familia ta sofrendo la,1
Esse dia MULHER reinvidicado mulher história desse país DiadaMulher Feminismomarx httpstcoD69VSgtyj1,0
Esse futebol hoje politicamente correto profissional coisa homem verdadeé mariquinhafutebol ter porrada,0
galo ta tocando terror independência CaiuNoHortoTaMorto joga inFeliciano Malacheia la dentro sabe n morre tb,0
ESSE IBRA É UM FINAZZI COM RABO DE CAVALO,0
Esse nome quase esquerdopata hahahahah httpstcoseRMgQWJVx,1
Esse padre igreja aqui perto Na época pai falou ia catequese pra voltar pra casa Pajero,1
Esse pagapaulo fez homem perder emprego porque cara deu opinião Facebook adivinha A moral httpstcon8G8QBu3sb,0
Esse papo Rússia NOTÍCIA FALSA criada dems usada mídia pra mascarar grande derrota eleições httpstco4BcoHdUf2Q,0
ESSE PSG É UM SÃO CAETANO QUE FALA FRANCÊS,0
ESSES DIA ESTAVAM ME CHAMANDO DISSO AQUI PUTA QUE PARIU TRABALHEI 40 ANOS NO RAMO DA MARCENARIA PRA SER CHAMADO DIS httpstcomIn3p9Kb9A,1
tal golpe aí racismo tá olhos vê,1
Está chegar hora europeus acordarem httpstcod5yMsyMUyW,0
2018 chegando kkkkkkkk httpstcoLErfp09mwc,0
Estadao ah táVenezuela paraíso Cuba Somália Coreia Norte idem ha crise refugiados Europa,1
Estadao alguem LIMPAR A IMAGEM USP néafinal maconha MARXISMO esquerda tão destruindo univ httpstco8TSnoHdayA,0
Estadao aproveitando DiaDaMulher lacrar E ainda dizem imprensa direita golpista etc httpstcoQICjAIyBEd,0
Estadao Caetano vive dinheiro público nunca ter sido eleito passado concurso público httpstco0uR63G0nJ1,0
Estadao CamilaPitanga RachelSherazade idiotas inúteis mamadores dinheiro público iludem milhões imbecis,1
Estadao certíssimo ninguém quer pseudoterrorista país inclusive contra refugiados Não sei são pode ter terrorista,1
Estadão comentando algo liberado Brasil httpstcoSNVJbgLM88,0
Estadao Duvido feminismo contra MACHO HOMEM pede aí O feminismo capacho esquerda,1
Estadao EmaisEstadao Mais mimimi feministos httpstcot9LOPMbtMb,0
Estadao EmaisEstadao MichelTemer internautas feminazis capacho esquerda,1
Estadao Era feminista capachos lulopetismo Lugar mulher onde quiser Lugar feminista onde Esquerda mandar,0
Estadao esportefera unica desvantagem levar bolada partes baixas kkkkkk,0
Estadao ESSES ARTISTAS INTELECTUAIS SE ACHAM SUPERIORES A TODO MUNDO OS DONOS DA VERDADE O POVÃO TA CAGANDO PRA VOCÊS SEUS MERDAS,0
Estadao unicornio,0
Estadao Feminismo defende TODAS pautas esquerda é esquerda perder faz protesto nunca protest httpstcoZqhyWCJKOd,1
Estadao gugachacra refugiados imprensa mostra httpstco01MHqDPgLx,0
Estadao jairbolsonaro EmaisEstadao Quem critica alguem faz leis PUNEM rigor estupradores pedofilos,0
Estadao jairbolsonaro SÉRIO pensava q elogios,0
Estadao Nunca vi coletivismo lutando direitos mulher islamismo Elas massa manobra d httpstcodoSd6ScAnu,0
Estadao legal proselitismo barato sobre muçulmanas Vamos falar sobre mutilação vaginal também Falta direitos Islão,0
Estadao mulher suja porra,0
Estadao Se estuprador de menor estará garantida defesa maria rosario igual champinha Se menina esquerda,1
Estadao Seu comunismo Venezuela lindo ne Pra vc nao falta nada pro povo httpstco0OhyJOw888,0
Estadao Tem outras teorias tambem httpstcov8LBub6Gpn,0
Estadao Trump demitiu cara audiência Aprendiz tava caindo Correto,0
Estadao Usou tanto pensa mais enquanto mora dia dia comum sofre violencia pq d httpstcoPJUC7AtZ34,0
Estado Segurança Privada Portugal httpstcoxdH26hs0q4RenovarPortugal PNR,0
estadohiramico feminismo massa manobra esquerdae nao negarem issotb nunca vi contra F httpstcopq9kfmUEj6,0
estadohiramico stf vergonha httpstcoQbLebf82Wc,0
Esta matéria explica todo conteúdo dessa BIBLIA INFANTIL ridicularizam personagens acontecimentos dá httpstcoMoMbrpJwFB,0
Estamos crescer Assim continuaremos cada vez mais PNR httpstcoacRL7L2GbU,0
Estamos olho Foram 2milhoes assinaturas hoje mais descontentes roubalheira httpstcor2av8VyCLj,0
Estamos todos refugiados pessoas somos “Consumismo ato comprar precisas o httpstcoPQRBru4VHe,0
Esta notícia DEZEMBRO notícia VelhaMas falta assunto Isto publicou novamente para difamar o httpstco5B9UDtkY3J,0
Estão abertas inscrições turma 2017 Atinuké Grupo estudos sobre pensamento mulheres httpstcodhAEmv7g5Q,0
Estão cada vez totalitários Correm tudo proibições extorsões É dogmas tabus Mundo louco httpstco6EqrTVzYim,0
Estão todos perguntando VETO não Chame quiser objetivo manter marginais com péssimas intenções país,0
Estará acabar estado graça presidente afectos Tudo fim certo MarceloRebelloDeSousa httpstco4MBQlm8fxJ,0
ESTAR ACORDADO SÁBADO DE MANHÃ DO CARNAVAL ISSO SEPARA NÓS O POVO HONESTO E DIGNO DELES QUE FICARAM ATÉ DE MADRUGADA SE DROGANDO NAS RUAS,1
ESTAR ACORDADO SÁBADO DE MANHÃ ISSO QUE SEPARA NÓS POVO HONESTO E TRABALHADOR DELES VAGABUNDOS DROGADOS E CORRUPTOS BOM DIA BRASIL PAZ,1
Esta senhora completamente obcecada Trump Haverá alguma explicação freudiana fcancio ForçaTrump httpstco5SFjTYzgDx,0
Estas poeiras vindas norte África entram impunemente Portugal sujam carros todos Para construção muro,1
Esta boca propaga nazismo chupa pau,1
Está toda gente queixarse tremer frio TODA A GENTE Toda gente menos doentes Parkinson Para 5ª feira,1
Estava passar casal fufas luana grita HA BUE FUFONAS EM ALMADA,1
Estava mechendo baú avô falecido achei foto aqui httpstcorhDE3UPdd1,0
Este ano vamos comemorar dia Restauração Santa Maria Feira httpstcoyBPt8F461l,0
Este aquecimento global severo,0
Este CDS realmente vergonha De facto tornase cada vez claro PNR lado Sistema to httpstco9MiFbWxAbp,0
Este 1º País Mundo proibir islão fechar mesquitas httpstcotzf7IOTfFN,0
Este fimdesemana caravana vai andar aqui 10 Fev VILA REAL 11 Fev COVILHÂ Bilhetes FNACbilheteira httpstcoC6ks5FIt96,0
Este plot twist final cerimónia escrito George R R Martin foi Oscars,0
Estes 2 golos respetivas jogadas prova Benfica claramente levado colo Taça Liga VERGONHA,0
Este Zivkovic pequena maravilha,0
Estimar idade argumento Quero ver refutar falei fatos lógica verdades httpstcoTYHxHoRJB7,0
Estivemos ontem convite préestréia documentário euvocêtodasnós coprodução Coopas Canal httpstcohlxnByQqdK,0
Estive pensando Uma MulherDeVerdade íntegra Com sentimentos consigo outros Essa essência,0
Estocolmo capital violações As mulheres andam medo mudam hábitos vida Welcome Rapefugees httpstcoBxSrVriKNC,1
Estou aguardando algum pedido c burca tem Mulheres usam deserto onde tempe httpstcoqPqJGbTqIR,0
cansada palavras homofobia racismo gordofobia feministas queria voltar pros anos 90 ouvia bem menos,1
ESTOU LANÇANDO MINHA MARCA DE CAMISETAS ESSA É ESPECIAL PRO diainternacionaldamulher BELA OPÇÃO PRA PRESENTEAR O httpstcom4zsYjHxZs,0
Estou lendo preço grande MURO fronteira custará governo esperava inicialmente ain httpstcoEZwOmnq7UM,0
sentindo jundiaiense já pra faculdade perguntei coxinha frango mulher faltou chamar burra dizendo que,1
Estou dúvida ver Agarraamusica SIC Desafio Final TVI balde ácido retina,1
Estou tão orgulhoso filha Ivanka Abusada maltratada mídia ainda mantém cabeça tão erguida ver httpstcorLTZlmMxC7,0
Estou trabalhando sistema onde haverá competitividade Indústria Remédios O preço povo americano s httpstcouNS6lVHht0,0
Estranho dinheiro recebo pra fazer faço desviado meio caminho Nunca recebi httpstcoJqrfbtXDN0,0
