texto,label_odio
BICHA EU ME ARREPIEI TODINHA URL,0
??? adicionando frutas na minha dieta e as usando como lanches em vez de consumir as porcarias que a indústria quer que a gente engula foi que eu consegui perder 18kg URL,0
"QUE USER USER, USER USER USER E USER, QUEM QUISER USER USER A USER E VAI LER",0
brocolis é muito boooom pqp,0
USER USER Por um político louco e irresponsável.,0
"Tenho uma triste notícia para os LGTVS, se falar esse tipo de coisa n desse lucro as empresas estariam c**ando pra vcs",1
USER Fica mudando a foto o nome é o arroba toda hora filha da puta dps eu n sei quem é vccaraio toma no cu desse porra desse cacete,1
Gente a edição com Andressa USER foi top de mas ....alguém USER lembra da cena épica dela pulando nua na piscina?,0
N da pra aguentar esse povo preconceituoso velho se USER não gosta fica quieto e aceita eu não vejo homossexuais brigando e chingando pq os heterossexuais estão beijando-se na rua,0
"e ele tá odiando a sua cor, fala o tempo todo que é branco pq “preto” é coisa de macaco, e partiu meu coração com ele falando isso e chorando aí que ódio desses racistas",1
"USER,o cara criar uma coisa do 0 e virar esse fenômeno e dps o cara tem que deixar tudo pra trás,eu não consigo imaginar a dor do Monark,um erro feio causou isso, infelizmente Isso é um reflexo de uma população sem educação básica",1
"Aos negros que aqui chegaram no USER na condição de cativos e tornou-se escravos. Então, o USER precisa passar um trabalho nas escolas, nas mídias, jornais e etc....",0
"' dú nada vim para aki em maricá, na cs da mamis!🥰🥰🥰",0
Abuso infantil aonde?? Tá loca é?,0
"USER Outro velho broxa mentindo 🤡 esse vídeo tem 5 anos, é de 2017. URL",1
USER ta pouco se ferrando msm!! O USER deu uma aula e na hora dele se pronunciar: É...acabou. USER...,0
"USER SÃO USER USER! Vocês que ficam politizando e criando teorias mirabolantes sobre o filme comercial do perfume. USER É: - Militância USER - Não é uma conspiração para destruir a família tradicional. Vocês, que polarizaram e criaram uma guerra virtual, são muito chatos e talvez até ingênuos. O QUE É: Uma empresa querendo VENDER! Só! Ela não quer amar os gays, não quer amar os héteros. É negócio! É venda! Não quer destruir sua família nem ir com você para a parada gay"" Era pra gerar buzz, era pra agradar um ""consumidor em potencial"" que costuma ser muito fiel às marcas. Agradou quem queria agradar e gerou um ""putcha"" buzz! NOTA 10 para agência envolvida. Nota 0 para os gayzistas e também para o ""outro lado"": os malafaistas!",1
eu vendo o show da miley quase chorando aqui juro pq queria ta la serio amo tanto minha bichinha :((((((,1
nunca estaremos livres dessa vagaba URL,1
"Quanta falsidade, coitados dos bichinhos com toda essa energia ruim...",0
"Eu estou insatisfeito com essas pessoas que estão reclamando da propagando do O Boticário. Será que vocês preconceituoso são tão fáceis de influenciar como dizem?? Aos protestantes evangélicos e conservadoristas a lei mais importante que USER nos ensinou foi Amar uns aos outros, e pelo que vejo muitos não seguem esse caminho. Qualquer forma de amor é válida, não importa sua raça, crença, condição sexual, idade e etc. Não é por eu ser gay que USER não me ame e que vou para o inferno ou que irei ou iremos influenciar pessoas para serem homossexuais. Primeiro que se nasce gay e não optamos. E segundo parem com esse preconceito tonto e vão fazer algo útil pra vida medíocre que alguns possuem. Queria parabenizar o O Boticário pela iniciativa de mostrar que família tradiconal não se constitui apenas de um homem e uma mulher e sim de amor. Obrigado por representar essa minoria que grita por ajuda.",1
"USER de criminosos, monstros cruéis",0
"USER, usar drogas da nisso, que pena cara. Sai dessa vida,",0
"USER é o prego que se destacou Monark e existem muitos fracassados que tem inveja do teu sucesso, a verdade é que quem te acompanha sabe que vc não é nazista. continua criando conteúdo pra essas pessoas e esquece o Twitter USER só tem maluco lá",0
"eu ri DEMAIS. Demais. USER nada, velho... ele é USER.",0
"Muito necessário!!!👏🏿👏🏿👏🏿 Desde cedo as crianças escutam coisas sobre lgbtqi+, elas escutam coisas que ensinam a olhar com desrespeito, tá mais de que na hora de falar com naturalidade, para que não tenhamos mais adultos complexados fazendo merda a torto e a direita.",0
"Coitadas dessas crianças, não sabem o que dizem .todas desorientadas.",0
"Concordo100% HAHAHAHA USER a mulher fica inventando vampiro apaixonado que brilha no sol, isso é via(da)gem demais. Agora as adolescentes virgens bobinhas ficam achando que gostam de vampiros ! Ser vampiro na historia é quase irrelevante e dispensável.",1
"USER qdo vcs era moleque, ele mandava vcs desligarem o videogame falando que ia estragar a TV? Hahahahaha",0
USER. Da pra ver que o USER tá triste man ;-;,0
"USER USER Como tá a favela aí ? Não é mais né, é comunidade agora. Esse vagabundo acabou com alguma favela ? Ou só surgiram mais ?",1
"USER Isso mesmo. Chamem negros de neguim, mandem todos tomar no cu, digam que só tem puta, e não esqueçam de falar das mocreias. Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose. A não ser os que acreditam em terra plana e pezao.",1
ela de casaco de ursinha!!! cacete!!! é muito lindeza pelamorde! URL,1
"Escapou de morrer, se ele morresse ela iria dizer que foi estuprada.",1
"Cala a boca! Não calo! Fica quieta! Eu falo! Tu tá maluca! Tá errado! Não tô! Safado! Em mim você não toca mais a mão Papo reto, pode ir atrás de outra pra fazer de objeto",1
"Hoje ir no ibura, amanhã de novo, inferno viu🤡🤡🤡",0
USER Esse mano n parece aquele H*tler Bahiano?,1
"Acho que os mosquitos são seres mais espertos que nós, eles programam os ataques aéreos e ficam rindo de nossa cara sem nenhum pingo de vergonha na cara, raça dos infernos",0
Ngayon ko lang narealize medyo maldita pala ako hahaq oki pake ko putangina,1
"olha vey USER vontade de matar esse menino vey ele tem USER respeita as opiniões dos outros olha so ele deve ter inveja por todos os personagens de crepúsculo são famosos isso e USER USER USER caralho eles apenas tem USER repeitar a nossa opinião, eu não gosto de Justin USER e não assim eu vou sair falar USER ele e um gayzinho por ai ' eu so achava USER ele podia repeitar né ' aff ' esse povo so tem invejaaaaaa '",1
USER Mas é “boa menina vai te dar canseira” quem te disse q não?,0
"gostosooo, puta que pariu🤤🤤 URL",1
que nojo desse homem escroto do caralho pqp,1
"USER Vai te fuder, louca... Vai tomar a tua cartela de rivotril, sua louca, nojenta... Golpista...",1
Obrigado não queremos nenhum homofobico no b USER :D,1
USER USER USER fez esse discurso pra n perde o flow,0
"Progredir de regime, é piada neh o único progresso que eles merecem e o caminho pra pena de morte. USER nojo desse país de merda que deixa essa imundícias sai! E mais nojo ainda de escutar esses advogados falando, pena de morte, olha aí sorrindo na rua sendo feliz e a criança cadê!?",1
Achei o Monark um tanto frio em sua despedida acho que ele não tem consciência de quão delicado é esse assunto de nazistas e que se esse caras tivesse ganhado a segunda guerra mundial teriam matado negros moreno é tantas outras etnias tribos todos seríamos perseguidos e eliminados,1
Louca pirada maluca conturbada masoquista sadista psicopata sociopata arrombada burra insana tudo de ruim E eu amo ela URL,1
o aniversário mais fodido que já tive check,0
USER USER que ela tá com o cão nos peitokkkkk,1
Essas carretas vai sair cheia de comida pra dar pros pobre ou isso ai é pra apoiar o ladrão do Bolsonaro,1
Sabe que que custa ficar comigo véi que desgraça é tão ruim assim?,0
"O USER USER fez USERada de mais, e essa tempestade em copo d'agua só prova como a sociedade BR é HIPÓCRITA, USER E USER. seus USER",1
"Odeio o filme crepúsculo.USER filme tosco!!USER brilha igual gay com purpurina,os lobsomens do filme parecem ursinhos de pelúcia,USER parece um gay porque ele despreza e USER de Bela (retardada...Gosto de filmes de terror de verdade porra!!!!!!Nosferato,A missa da meia noite etc...USER USER fica lindo de cabelo preto.Assistam Assistam meu vídeo cantando rehab de Amy USER da uma força pro meu canal do YouTube galera",1
A USER é igual aqueles mano que fala na giria achando que bota banca em alguém hahaha,0
Que hipopótamo feio kkkk,0
Vcs são deploráveis 😭 Respeite nossas crianças. Respeite nossos ideais e nossos USER. Comercial deplorável. Eles são crianças. Crianças apenas. Não tem maturidade pra discernir sobre esses assuntos. Perdeu uma consumidora. Infelizmente 😞,1
"USER USER Eu defendo os gays em sites evangélicos, mas quem tem que ensinar tudo são os pais.Boa jogada do BK, copiou do Boticário 😂😂😂 Respeito os gays,convivi com um,bem que esse gostava de ser bancado por um senhor,não queria trabalhar, e vivia dando chifre no senhor que o bancava. Mas ele começou a ser após ser violentado, tinha jeito de homem, e dizia querer mudar. Mas não se empenhava. Existem casos que se tornaram gays por estupro.",1
Pessoas gays vao continuar nascendo n importa oq USER e suas crenças achem 2bjs🥰,0
"USER USER Não só o figado intestino e pulmão, mas também um pedaço da orelha esquerda e e a veia femural !! USER bom de faca esse , hein ??",0
"Nossa esse vídeo é uma afronta as famílias brasileiras, uma vez que tem sexo explicito, com nudez, amassos, cenas ""calientes"", incitação sexual. A me poupem. Foi apenas abraços, troca de carinho. Se esse vídeo fosse publicado no dia 20 de julho poderia muito bem ser considerado como uma homenagem ao DIA DO AMIGO, uma vez eles só dão abraços como amigos, primos, irmãos etc.... É muita ignorância. Como a vida alheia é tão importante assim? Para finalizar vou parafrasear uma frase do DR. USER USER ""Eu vou te perguntar uma coisa: Que diferencia faz pra você, pra sua vida pessoal se o seu vizinho dorme com outro homem? Se a sua vizinha é apaixonada pela colega de escritório? Que diferença faz pra você? Se faz diferença procure um psiquiatria você não tá legal"" E nem me venham com historias de influencia a homossexualidade não! Até porque, quem é bem resolvido com sua orientação sexual não fica de fiscalização alheia. Fica a dica ;)",0
Conheço Monark desde a época que poucos conheciam. O cara ganhou tanto seguidor que acha que pode vim com sua viagem nazista com seu pezinho na senzala.,1
"As monas acha que me chamar de piranha é ofensa kkkkkk môores piranha todas nós somos, umas incubadas, outras assumidas, umas de vários e outras de um boy só 😘",0
vocês são umas otarias da merda! não ligam um caralho ao Porto b mas quando o Porto diz que alguma coisa do Porto b é de graça vocês até correm feitas cadelas! nojo de vocês.,1
"eai galera vejam o video suco de saquinho vc USER loka , eu raxe muito kkkkkkkk",0
isso que é um comercial!!!! qual a sua desculpa agora para ser homofóbico?,0
USER USER demônio do inferno nunca mais !!!,0
"USER, MUITO BOM =D Graças a USER que ainda existem pessoas nesse mundo com um cerébro *--*",0
USER já chegou o primeiro depoimento que isso é lixo radioativo 🤭,0
Mensagem do dia 🙏🏾🙌🏾 Peço que toda maldade enviada a mim; Volte em dobro ao remetente em forma de bondade; E todo aquele que tiver tramando o meu fim; Erre o caminho e encontre a felicidade; MC Neguinho do Kaxeta,0
"O monark é meio doidinho, mas eu acredito que todos merecem uma segunda chance, se ele entendeu que errou e aprender com o erro, ele merece uma segunda chance... Nós não somos melhor que ninguém, o cara ninguém merece ser perseguido e atacado dessa forma, o cara errou e reconheceu o erro.",0
"Nossa mulher que nojo de vc, a senhora está cometendo um crime sabia? Além disso não tem o mínimo de empatia, você é uma pessoa mal amada onde já se viu falar assim? Saiba que ninguém é melhor que ninguém, o amor é livre e tem que ser vivido.",1
jesus do nada o cuzao da miley na minha tv😳,1
USER USER USER es gracioso porque mientras el gringo te dice racista se fijó 5 veces en tu color de piel y elaboró una teoría si sos hispanic/latino/poc jajaja son victimas y victimarios de su propio bucle racista. Pero sos un bobi q no se entera de nada seguí comiendo y cagandote en gente,1
"USER USER os falsos nacionalistas se apropriaram da bandeira, mas gostam de babar um ovo de americano.",1
Tomara q seja aqla piada ksksksksksk salve defante ksksksks monark se rendeu aquilo q ele mais abomina estranho no mininmo,0
"Ser contra o nazismo e ficar calado contra o comunismo, pra mim, é pura hipocrisia. Ambos devem ser combatidos com a mesma força!!!",0
"última vez que eu pisei em Tamandaré deu uma merda do crl e eu prometi que não ia mais vir pra esse buraco, aí hj eu vim dnv e dnv deu uma merda do crl KKKKKKKKK lugarzinho da porra vsf",1
Todo mundo é bem vindo por ficar no lgbt ? O mal da pessoa ser gay ou trans é q a pessoa quer que tudo saiba q ela É ou quer q todo mundo seja q nem elas,1
USER USER para com esse negócio de racismo que já tá ficando feio 😂🤣,0
USER USER Irado Eu sou viado,1
USER amo seus videos Fodam-se keim num gosta,1
"RT USER: USER cabeludinho é uma raça maldita, espero que tomem bala perdida sem querer",1
O USER de Jesus tem poder!!!! o mundo está acabando com a mente das crianças inocentes!!! Vão todos pro inferno ai ai no dia do Senhor!! Deus vai cobrar desses a inocência dessas crianças!!,1
"Gente, vocês lembra que a Boticário fez uma propaganda com uma família de integrantes pretos e a galera foi contra? Não é novidade o preconceito deles. Se eles não achavam normal uma família de gente preta, imagina se entra na cabeça deles que uma família pode ser constituída por pessoas independente da sexualidade delas? Eu no lugar desse povo teria uma vergonha do caralho de ser contra um comercial desses. Até às crianças foram mais inteligentes que esse bando de velho idiota.",1
"USER USER os pais dessas crianças já são gays, isso USER afeta a mente de uma criança para se tornar lgbt+",1
"USER USER USER que reina a hipocrisia, um abraço choca a sociedade machista, dita religiosa, que não ama seu semelhante! Mas não se levanta para mudar as leis, não se choca em ser roubado todos os dias por um governo corrupto, não se choca ao ver os drogados nas ruas, carentes de políticas de saúde, ou de ver moradores de rua com fome e frio! Reveja seus valores, o que realmente deveria deixar vocês chocados é a vossa pequenez diante de um todo!",0
USER sério viado,1
"USER USER e USER ter que largar um sonho...Tomem cuidado a quem convida para a sua casa a Tabata USER jogou a isca e o USER abraçou e se lambuzou. Uma galera cresceu por causa dele e agora que o cara precisa vejo a galera tacar pedra sem do, isso eu acho uma sacanagem amizade não e isso.",0
"MULHER: É frágil, mas não otária. É sensível, mas não idiota. É fresca, mas não covarde. É fraca, mas não burra.",1
VERDADE USER NÃO EXISTE NESTE CORPO,0
Vergonha desse país!Tantos heróis anônimos esquecidos e esse maluco sendo endeusado,1
Quem É USER USER Vir Aqui USER USER De Ridícula? Gente O Corpo É USER E USER Veste O Que Quiser Não Estou Entendendo A Preocupação Vá Cuidar Da USER USER E Guarda A USER Opinião USER USER Porque A USER Está Jogando A USER No USER.,1
"Esse cara tem disturbios de personalidade obvio!! Fala bem, mas em varias vezes da entrevista e nitido as labides de memoria dele.",0
"USER, eu sei USER USER não é nazista! Mais infelizmente é assim, esse tema é muito delicado. nazismo foi uma coisa terrível USER matou muitas pessoas inocentes.e até nós Brasileiros fomos pra guerra ajudar a acabar com essa barbárie! USER USER, é um cara USER gosta de USERuestionar as coisas! Eu sei ! Mais USERuestões políticas onde envolve morte de inocentes não comenta USER! QualUSERuer erro ao se expressar da problema! Eu não concordo com essa cruz USER colocaram pra USER! Essa cruz é mais pesada USER USER merecia. USER é um ser humano igual a todos nós, USER erra, fala coisas erradas, e USER não é criminoso! Não é assassino! Nem estuprador! E nem feriu alguém fisicamente. Mais A vida as vezes nos dá um tombo terrível pra levantarmos mais forte! Espero USER USER aprenda com o erro e tenha tudo de volta. USER",0
Só a vergonha de sair do banheiro kkk,0
USER tá muito certo e essa mulher é muito mal educada.,1
"Você acha que a gente acredita mesmo nessa felicidade toda do Facebook? Bêbada, balada, amigas, ""não preciso de homem"" No mínimo HASHTAG",0
to talmente certo aprovado esse filme eh uma droga e USER tem gay nele,1
ée o trabalho do caraa gente... para de fk USER criticando USER,0
A lei do homem é falha e pior ainda nesse país....,1
"USER USER USER USER USER blzlz,kd a fonte do caso? pq só é estuprado quem é estuprador",0
Ainda bem que gay não se reproduz..,1
"USER USER têm o direito de usarem crianças para defenderem essa ideologia satãnica,com a qual , na realodade, incentivam as pessoas ao homossexualismo para diminuirem a maternidade,para se cumprir a AGENDA USER!!!! Na verdade,USER não estão nem um pouco preocupados com os direitos dessas pessoas!!!! Temos sim, que respeitsr os homossessuais,amá-los. Mas não concordar com suas práricas!!! Sei que têm muitos deles que também não concordam om atitudes como a de vocês!!!",1
ATÉ Q USER USER USER USER. A GUSERT USER USER LACRAÇÃO USER. AIUSERDA MAIS USERA USER DAS HETERAS.👊👊💪💪🌈🌈👬👬👭👭👠👠,1
"RT USER: Homens gays, n se sintam a vontade de passar mão no corpo de uma mulher só por você ser gay 👍🏼 vc continua sendo um assediad…",1
USER USER USER UM USER KKKKKKK,0
USER USER USER PARE.. USER DO BRASIL? KKKKK PARE,0
Faz isso não cara! Vcs são maior que isso quem nunca errou que atire a primeira pedra! Vc está vacilando tomando decisões de cabeça quente!,0
"USER pois é, uma porrada de resto de bicho morto em formato cilindrico tbm é estranho pra mim",0
queria pôr piercing nas teta mas me falta coragem,0
Se eu tomasse um berro desses da jojo todynho eu ia me mijar toda kkkkkkkkkkkkkkkkk,0
"USER USER USER, achei um pouco de RACISMO chamar os outro de macacos.",0
"A Globo como sempre ""imparcial"". Por isso estão sendo chamados de lixo pelo país.",0
Eita USER kk,0
"USER KKKKKKKKKKKKKKKK nossa mo raiva, toda gostosona aí exalando beleza, a personificação do pecado e fica falando q é feia toma vergonha hein",1
"Nenhum povo deve ser massacrado, exterminado, queimado, asfixiado e perseguido por nenhum outro povo. USER deve retratações aos Hebreus de todo mundo, ao Estado USER, seu governo e habitantes. Também ao Estado USER, e aos alemães, que há muito extirparam o horror nazista hitleriano de sua cultura, e trabalham duro há quase um século, contra as idéias e os ideais, que foram propagados por USER, e USER. USER a todos!",0
USER USER... Propaganda desnecessária... USER,0
"rt USER sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de shadowhunters URL",0
RT USER: Y éste Traveco quién es o que pedo? Está asquerosa 😂,1
USER USER vc mente pra o Brasil,0
"“Não usa porque é do veado no jogo do bixo 😭😭😭😭😭🥲😡😡😡😡😤😤😤😤😤” Agora me explica craque, qual a conexão do veado com a Homossexualidade? Que discussão besta do caralho. URL",1
'Alexandre esta maluco so pode comeu titica quando crianca',1
"USER, sua falta de vontade de ver os ""dados"" da Gabriela USER (que foi tão zoada por isso) te levou a Destruição. Espero que você saia disso de alguma forma melhor do que hoje, pois ainda vejo em você, um arrogância da ignorância. Você não acha que defender uma liberdade de forma irrestrita é errado, você não entendeu o que o poder da sua ideia tem. Espero que entenda. Nem todo mundo merece o direito de debater.",0
USER! Já estão com medo.,0
Matam e vão festejar,0
"USER USERa boa USERem lembro o USERome do mlk. mais alguem comeUSERtou q é justificada estoria pq é um romaUSERce... E q o USER USER eUSERteUSERde pq USERuUSERca leu um romaUSERce USERuUSERca amo USERa vida. USERa boa eu já li varios romaUSERces e USER USER merd USER se eUSERcaixa USERa descriçao d um. Poesias forçados amor sem USERexo. ""Eu sou fasciUSERado pelo seu cheiro"" vai tomar USERo cú USER tiUSERha USEReUSERhuma justificativa melhor E a USER do LobisomeUSER. Até dá pra eUSERteUSERder c muito esforço q o vampiro se viciou USERo cheiro do saUSERgeue da miUSERa. mas e a USER do Lob",1
eu perdi. perdi o 50/50. pra vagabunda. da mona. URL,1
rt USER tudo que precisava hoje nesse frio gostoso de bh era um macho pra me fuder gostoso 😈 URL,1
"o cara ta sem camiza semi nu deitado com a tua mulher com o piru duro nas costas dela e USER fala que ta feliz ? putaa que o pariooo,manolow essa eu rir",1
USER USER Kkkk que mulher cretina,1
tem umas muie que é desgraçada demais pqp,1
"RT USER: USER Foi o PA q falou, arrombado.",1
USER Bicha Davi e Golias praticamente viveram um romance aquileano enemys to lovers o twink e o gigante,1
Só têm comentários contra esse lixo de vídeo!! Como explicar tantos likes fakes?! 🇧🇷🇧🇷🇧🇷😂😂😎👉👉,0
Ele fala tão bem que quase pegou os repórter USER USER,0
USER De quem que eu tô falando é do Neguinho e do Folhão 💃🏽,1
A mãe e o padrasto do pequeno Henry daqui pouco tempo.. infelizmente 😔,0
USER é muito linda😻💖,0
Essa fazenda ta chata eu não assisto,0
"USER USER USER, FATO! MAS USER A REAÇÃO PESADA, UM ""MEA USER"" BASTARIA🤷‍♂",0
"fiz maior lanche no sanduba ontem quando vim do cova com a galera, larica era lixo",0
Meus amigos da facul tá td gayzao hj sifude Hahdshshsh,1
"USER USER USER Igualzinho os petistas kkkkkkk tá em negação coitado , kkkkk engraçado que não fala nada em crime do Arthur ou de qualquer membro do mbl , já o fato do cara ser rachador e se juntar com condenado no mensalão a putinha não fala nada kkkkkkk",1
USER tu ainda mona vai dormir que bicha insuportável nao tem um amigo pra conversar na dm,1
"Você apoia um cara que tá gerando essas multidões em meio a uma pandemia?? Você apoia um cara que fala ""E daí"" pra as mortes no Brasil? Por essas coisas pode dar vergonha de ser brasileiro.",1
USER USER USER Kkkkkk esse traveco quer é passar o cacete no botão sujo do Luladrão!!! 🤣🤣🤣🤣,1
"Ela tinha melhorado, mamando sem sonda e era a bebê que tava mais saudável e pronta pra ter alta🙏🏻",0
USER USER comia numa boa esse branquelo mongol,1
USER fala na cara msm ela tá certíssima ela pode ser grossa mais USER ela tá certa tá esse biel folgado USERuem mandou ele facilar,0
USER sim a USER me deixou muito felizzz postou a treta,0
branquelo carente desgraçado tá sozinho agr me quer né fdp pensa na vaca iludida n tô nem aí vou tentar pensar em coisas boas e fazer sem bom p vc,1
"USER como sempre, muito desnecessária. Acha que todo mundo tem q se calar pra ela. A dona da razão! Uma pena as pessoas acharem graça de gente mal educada!",0
"USER USER, eu precisava de uma Jojo Todynho aqui em casa. Eu não tenho a coragem dessa mulher, e ela é extremamente necessária às vezes. No fundo ela só está cobrando por justiça",0
"USER Era apenas um debate de ideias de ""Qual seria a melhor maneira de acabar com o nazismo/nazista Apenas isso mano Se o USER se matar o Igor infelizmente tem uma parcela de culpa Até a tabata entendeu perfeitamente o ponto do monark de combater os nazistas de outras formas (mesmo ela não concordando)",0
"USER comercial. Levou o Boticário, a perda de 15 clientes da minha família!!! Que mancada boticário, instituiu falência, se depender dos heteros!",1
"""a putinha está terrivelmente triste"" URL",1
RT USER: A bicha não se intimidou não vei pqp nasceu pra isso HASHTAG,1
"USER USER USER USER Vai você, putinha do caralho O arthur não vai te comer",1
meninas eu n aguento mais ser a mulher mais burra da região sudeste,1
'Se a empresa concorrente da sua te oferecesse um super contrato de trabalho voce trocaria de empresa Quanta gente hipocrita nessa torcida do fluminense aff',0
"Esse paradoxo da liberdade de expressão é uma coisas que sempre me deixou sem sabe como defender, pq eu sempre pensei que se eu defendo a liberdade de expressão tenho que permitir todas as expressividade... Mas esse professor me fez perceber que até a liberdade de expressão tem limites, pois se liberar a expressividade de alguém que é contra a expressividade, a liberdade de expressão não fará mais sentido. Um aprendizado muito foda, que me fez sair desse paradoxo de pensamento. Espero que o USER tenha entendido isso e todos que pensavam igual tenham percebido esse ensinamentos como eu percebi tbm. Fiquem todos bem",0
meu vizinho ouvindo música de corno,1
cala a boca vadia tô ouvindo amado batista,1
agora que eu tô sozinho nesse mal caminho cheio de piranha querendo me dar,1
"USER Nunca, quem acompanha ladrão é ALGEMA.",0
"anac: mete o pau nas meninas also anac: ai olha aí a última vez que falei delas, faz séculos ana caroline hoje:",1
Deveria ter ganho o prêmio só por esse empurrão,0
USER USER Q egoísta,0
USER aaa vtnc hetero dnv,1
São os homofóbicos. Eles não conseguem disfarçar.,0
O MAIS USER SEM USER USER,0
"Essa fazenda tah o oh!! USER era pra expulsar o q empurrou a Nádia, e n tiraram ele, e agora com uma atitude de um negro tiraram ele por causa de um beijo, roubado!! Isso é o oh!! De todos aí, sou mas USER.",1
"USER USER ninguém está jogando ódio no comentário, apenas falando que criança é um ser totalmente sem noção e maldade e que não tem que aprender isso agora!",0
"Hoje, Ex do Thalles está chamando todas as mulheres do grupo de lindas simplesmente do nada, o que fez Juliana se questionar: 'Esse retardado tá no cio?'",1
USER USER USER USER eu odeio vc andre,0
Pior edição de a Fazenda!,0
"Na verdade eu USER vi muito gringo dizendo que o USER é o país do sexo facil, não que o USER respeita o proximo",1
"Foi um episódio pesado pra caramba, fiquei até mau vendo.",0
"""bela USER e a aminha USER USER"" VC USER USER VUDA USER USER USER USER!!!!",0
"vou me encher de remédio e fodase, n tenho nada a perder",0
O drama do viadinho que ta louco pra namorar mas quem ele tentaria ter algo mora tudo longe URL,1
rt USER mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara,1
"Achei a atitude da jojo feia. geral gera punição, agora só o biel que paga o pato.",0
USER se tu é a bichona mesmo abre uma live tatuando aí,1
"USER Não... USER é você, ele te pagou quanto pra defendê-lo mesmo?",0
"Médico ligou e falou que a situação do meu avô piorou consideravelmente, que é só questão de tempo mesmo. Caralho que situação desgraçada, ver minha mãe do jeito que tá por causa do que tá acontecendo com meu avô é ruim demais, chega fico sem reação.",0
Comedor de casada 👍,1
"Qual é a diferença do nazismo com o que estamos fazendo hoje no Brasil? O mesmo pensamento nazista, é o que passa pela cabeça de muitos, que agora querem fazer com Monark a mesma coisa que os nazistas fizeram com os judeus. Viramos uma sociedade que todo mundo quer ver sangue. Isso é nazismo! Este é o pensamento nazista.",0
"hahahahaha gente adorei ahahahahah, só quem gosta são os meninos que querem ser menininhas ahahah CONCORDO, colírios capricho e bandaas coloridas haahha, gente ameiii kkkk, só via gente pelando a porra do saco desse filme que é ridículo ai aparece vcc! ameeiii! suas expressões imitando eles é mto igual cara haah adoreiii rs!",1
Forest Gump é bom demais viado,1
USER USER USER AMO JACOB!!! E ESSE KRA USER USER DE INVEJA DO SUSER PEITORAL. SARADÃO LINDOOOOOOOOOOOO!!!!!!!!!!! USER!!!!!!!!,0
e o USER do brasil gosta dessa falta de educação kkk,0
E os machos q ficavam desmerecendo ela lá por ela ser negra e acima do peso vcs n ligam?,1
Cara cornão né USER,1
"Povo ignorante.. Sem o senso do rediculo..heteros somos a maioria, nao deixem os valores da familia serem frustrados...nao ao homosexualismo.. Nunca mais uso biticario..e vou convencer muita gente a nao usar, decepcionei com ela...😥😥😥",1
"Olha aqui,ela só deu um comentário em um vídeo.Cada um com sua opinião.Então parem de criticá-la e cresçam! Do jeito que vocês estão discutindo com UMA CRIANÇA,vocês estão sendo mais imaturos do que ela.",0
"""Aquela voz doce e suave... Pele linda e maravilhosa... Ela tem tudo que um homem amante das mulheres gostaria de ter..."" Esse cara podia ser escritor de contos eróticos !!!",0
Quanto USER pesa se USER não quiser responder vou entender pq eu sou gordinha quando mim perguntam sinto me encomodada,0
USER USER Cornão não 😭,1
USER USER Fica na sua aí macaca encardida,1
"Vou contar uma história à vocês: uma vez uma mulher estava prestes a ser apedrejada, e ai USER passando ela pediu socorro, e USER disse: por que pedes socorro? ela respondeu que era porque ia ser apedrejada e USER perguntou o pq, ela disse que era pq era prostituta USER olhando aquela multidão disse?: QUEM USER USER USER QUE ATIRE A PRIMEIRA PEDRA parem de julgar, olhem a si próprio e vejam seus pecados antes de julgar alguem pelo seu jeito de ser, USER os ama de qualquer forma, só não ama seu pecado, seja feliz, e olhe a si mesmo antes de julgar. O comercial é lindo, USER USER abençoe",0
"USER!! msm falando mau do povo do crepusculo, USER é demaais!!",0
USER a propaganda tá horrível por ter crianças sabendo de sexualidade,1
"Eu nasci durante a era militar e quando esse regime maldito acabou eu já tinha idade suficiente pra sentir o gosto da liberdade,o prazer de ver pessoas um pouco mais felizes , lembro da censura terrível nas rádios e TV. professores sendo caçados como animais, militarismo NUNCA MAIS.",0
USER tão sem futuro que vc tá aqui chorando né kkkkkkkkkk,0
"O corno pega um cara ""comendo"" a mulher dele dentro do carro e tem que ter Deus no coração e paciência? kkkkkkkkkkkkkkkkkkkkkkkkkk Ou a mulher é uma esquizofrenica (como dizem em algumas matérias) e precisa de tratamento ou ela é uma tremenda de uma Vadia.",1
"USER De V.G descendência não tem nada ver,eles não so matavam,torturavam,faziam experimento etc,USER é totalmente bom,mas exterminar um povo a troco de implicância é horrível cara",0
"USER Esse é um babaca aproveitador, tem fotos dele em Floripa, uhhuummm, senão.......",1
um boiola do caralho URL,1
"maldita mujer libra me tienes a tus pies, JODAAAAAA",1
USER mano?? que gente sem noção,0
RT USER: tío es que me siento inútil,0
"Eu queria vê se a USER teria peito pra me calar ,USER dava dois grito no ouvido dela ela entra no eixo em dois tempo ...Ah agora que lembrei se um homem grita uma mulher igual ela grito o Biel que por sinal não vale um peito de um fresco provavelmente ele seria massacrado como Machista !",1
USER USER procure um psiquiatra e USER um psicólogo. USER deve ter sérios problemas psicológicos.,0
serio n sei oq eh pior ver o fav ficar velhinho velhinho ou ver ele morrer novo horrivel de qq jeito,0
