text,discurso_de_odio,ataque_individual
🔥2/4 homão negão tirando a calça jeans e cueca branca. ele batendo punheta com pauzão grosso em sofá😻😈🔥 📸 🔱USER 🔱USER 🔱USER 🔱USER 🔱USER 🔱USER 🔱USER 🔱USER 🔱USER,0,1
"USER Continue incitando o povo contra o STF. A única coisa que esse acéfalo anabolizado fez foi posar com uma placa de uma pessoa assassinada brutalmente, merece cadeia braba. Vagabundo, ladrãozinho de gasolina, tomador de bomba.",0,1
Eu nao entendo pq essa ariane ficou procurando felipe sendo q ele foi expulso por causa dela falsa falsa falsa falsa falsa falsa USER,0,1
vai toma no cu gringo se manca URL,0,1
"USER USER seu viado nojento do caralho, smt ent podre verme inutil",0,1
RT USER: “Posso fazer a consagração Tadeu?” Mais falso impossível esse escroto do Arthur HASHTAG HASHTAG,0,1
rt USER que ódio disso. pq o cara não jogou o branco escroto no trilho?? affs URL,0,1
Jamais eu ficaria feliz com um corpo desse...Ela já tá obesidade mórbida isso e ridículo ninguém quer ser gordo ..Eu não acredito que ela é feliz se sente cansada com dificuldades pra baixar os joelhos doe Thais minha chara se cuida .esses peso pode te levar a óbito se cuide e só minha opiniao,0,1
Nessa altura do campeonato tem que ser muito animal para seguir o Bolsonaro,0,1
A maconha comeu o resto de cérebro que o USER tinha… falou merda como sempre e se lascou como nunca dessa vez 🤦🏻‍♂️,0,1
na bola que esse cabaço não alcançou era só o doente do scarpa ter rolado pro veiga também tomar no cu,0,1
USER mds como diabos esse cabaco tem fã?,0,1
Que patético esses bovinos comentando GloboLixo. Todo mundo sabe que o BozoLixo que é Lixo. Esterco,0,1
USER KSKKKKKKKKKK é um viadinho,0,1
Mendigo comedor de casadas protejam suas esposas kkkkk,0,1
Aí o cara traz outro cara pra fazer parecer que o USER é Coitadinho USER USER tem que se fuder 🤬,0,1
USER o legal e ele fala besteira ¬¬',0,1
USER dinha sozinha novamente uma pica puta eu sou oq,0,1
"USER USER USER USER USER O ""Juiz ladrão"" roubou quanto??? Diz aí! Quanto o ""juiz ladrão"" devolveu aos cofres públicos??????? Você acha que o PT merece criticas??? HAHAHAHAHA DEIXE DE SER MENTIROSO!!!! VAGABUNDO Saco de Merda Lambe botas, Chupa rola de bandido!",0,1
"USER USER USER USER USER A transposição foi inaugurada pelo Lula, Dilma, Temer e Bolsonaro. Mas pra vcs a obra é só do Genocida. Quero saber, no q o país melhorou pro gado tentar reeleger esse lixo?",0,1
Filho da mae ainda bem que prenderam o cara poxa tava indo tao tomara que USER sobreviva pq se n o USER ta perdido,0,1
USER USER USER USER USER Quem pede esse cara gente pra ficar falando do cruzeiro? Será q não tem mais nenhum time pra ele encher o saco não? A vá tomar no cu.. cara lá da puta que pariu só fala de cruzeiro.. depois toma dois tapa na cara na rua e não sabe pq!,0,1
"USER, USER meteu a lingua entre as pernas e foi pega água, cadê que peito a JoJo, covarde ! ",0,1
péssimo tweet. nojento. abjeto. URL,0,1
Caraca que cara vacilao era pra ter nos livrado deste mal pra sempre bostonaro cretino preconceituoso,0,1
Vê se que a culpa não é dele ... estão fazendo de tudo para passar a mão na cabeça do corno,0,1
USER. Deveria ser preso. Crime ambiental inafiançável.,0,1
rt USER a melhor onda na história da wsl você é ridículo filipe toledo URL,0,1
"E com certeza um bom Advogado vai entrar com um processo contra o marido da Sandra, que se recusa a alcunha de CORNO.",0,1
Provavelmente amanhã eu vou ver o arrombado que me deixou tan tan das ideia,0,1
"Nossa credo, vai se cuidar minha filha, puro desleixo! Põe a culpa na gordua se perguntando pq é gorda mas deve comer na panela, essa gordura toda so te prejudica vim expor felicidade em um video é fácil quero ver ta feliz msm no dia a dia quando for fazer as coisas simples q todo mundo faz e ser prejudicada pela gordura. E quando for fazer um video desse dnv pelo menos depila a perseguida.",0,1
USER Eu sendo Vascão sei muito bem o quanto este FDP já nos roubou. Ladrão é pouco para ele.,0,1
USER preguiçoso causou a punição e tá deitado,0,1
40 minutos que poderiam ter sido 10! Que cara esquisito 😂 podia ser político por tanta volta que dá no assunto!,0,1
USER USER Foda-se piranha,0,1
USER Vc é o mesmo calhorda safado de sempre.,0,1
USER fico putinha,0,1
Wellington dias vagabundo desgraçado ladrão fdp URL,0,1
Nossa cair aqui de paraquedas?NOSSA ELE É MUITO DOIDA USER USER USER NA USERDA USER SE USER USER ASSIM USER DEMAIS DO CORPO TODO USER,0,1
"Gostei da entrevista, da próxima tira o microfone do ânus do câmeraman",0,1
USER no dije maldita 🔪,0,1
USER burrão botou 2 c a msm idade podia ter acertado antes,0,1
USER Tem que ser muito burro pra isso mas vai lá!,0,1
"USER Vc é um oportunista mentiroso, enganador",0,1
USER só falou a verdade esse Biel e nojento,0,1
Tiro de contexto o que mlk USER só falou merda e quer tá certo,0,1
"tu foi foda em Monark, antigamente com o Minecraft Agora com o nazi....",0,1
n gosto dessa jojo nao o mulherzinha nojenta por min ela USER tava fora,0,1
USER é uma gordinha muito bonita,0,1
Sabia que um drogado ia acabar fazendo merda .,0,1
USER E você e a terceira via mais inútil que o país tem kkkkkk,0,1
"vc é ridículo, nem tds as pessoas que assistem o filme querem ser representada por ele ridículo. Mais ridículo q o filme é o seu canal. vai tomar no seu cú",0,1
USER Lula embolsou mais de 100 milhões para montar 3 refinarias e não concluiu nem uma. Deixe de ser retardado apoiando um ladrão único culpado pelo preço da gasolina,0,1
USER Comenta sobre o samba do crioulo... Uma fala racista que você teve lá dentro?,0,1









"vsf neguin fdp. Na moral, tô cansado desses negros enchendo o saco",1,1
"vai toma cu alemão nazi! O Rio Grande do Sul acha que o mundo gira em volta deles kkk",1,1
"vai se tratar, seu louco. Mano, todo dia um carioca falando bosta na timeline",1,1
"sua vadia egocentrica. Essas mulheres vivem de drama, merda",1,1
"cala a boca desgraça humana. Só podia ser puta pra fazer um negócio desse",1,1
"Vai ver, é coisa de viado mesmo, te arromba bicha.",1,1
"Esses índios não cansam de passar vergonha? enfia uma flecha no cu e se mata como sacrificio",1,1
"Típico comportamento de pirralho, aff cresce crianca retardada",1,1
"ninguém te perguntou, babaca. Quando vejo um homem já sei que vem merda por aí",1,1
"vai se fuder velho sinico. Os velhos adoram se fazer de vítima né",1,1
"Esses deficientes vivem num mundo paralelo kkk arrombado fdp qualquer coisa é desculpa",1,1
"Pqp, mais uma cristã querendo dar opinião, não enche o saco escrota no fim voces todas vao pro inferno juntas so pela hipocrisia",1,1
"USER voce é um animal. Esses budistas se acham superiores, que piada",1,1
"Tem coisa que só um homem bomba é capaz de fazer, faça um servico ao mundo e se explode doente",1,1
"tu só fala bosta irmao. Meu Deus, brasileiro é tudo igual",1,1
"Esses judeus tão em todo canto, credo. USER se tentar me extorquir dnv te jogo na faixa de gaz babaca",1,1
"vc é doente? Sempre que uma mediocre fala, sai besteira",1,1
"não enche o saco mendigo. Esses povos ciganos não servem pra nada, srrs",1,1
"você nao passa de uma fudida. É cada sapatão que aparece kkk,1,1
"USER cara sem noção do carai kkkkkkk. Esses não binários se juntam e acham que mandam no mundo",1,1
"vira gnt porra. Ninguém aguenta mais os trans querendo atenção",1,1
"esse USER é um doente. Já vi que a culpa é dos bissexuais, como sempre",1,1
"Os asiaticos só sabem arrumar confusão. USER sai do meu pais, copia barata de ser humano",1,1
"Mais um dia, mais um umbandista falando merda. fdp sem noção mrm ",1,1
"Esses gordos têm preguiça até de pensar, USER vc é patético",1,1
"Se depender dos mulçumanos, o mundo acaba amanhã, USER acaba com sua vida no lugar",1,1
"USER vc é um bosta msm. Esses candombles não aprendem nunca",1,1
"Não dá pra levar sulista a sério kkk seu branco retardado",1,1
"USER viado do caralho. Só podia ser coisa de baitola, sinceramente",1,1
"Mulher negra é sinônimo de problema, essa crioulo so me da problema",1,1
"viado afetado. Esses trans vivem reclamando e não fazem nada",1,1
"É impressionante como biba fala besteira. que cara idiota",1,1
"ninguém te perguntou, seu merda. Esses autistas se acham donos da verdade, pqp",1,1
"Todo chineses é igual, só muda o nome. abre o olho made in china",1,1
Esses veios não conseguem ficar calados um dia. não enche o saco geriatrico morto vivo",1,1
"USER rolha de poço maldita. Mano, não dá pra discutir com obesos, é perda de tempo",1,1
"Os mendigo têm a mania de se vitimizar. USER pobre fudido vai trabalhar",1,1
"Deus me de força pra aguentar essa quenga no meu ouvido. Cada vez que um feminista abre a boca, morre um neurônio",1,1
"Só pretos pra achar isso normal. USER volta pra mata macaco",1,1
"Esses afeminados vivem num mundo de fantasia, pqp nao enche meu saco viado",1,1
"pirua da porra. Parece que ser loira é sinônimo de burrice",1,1
"USER te manca mongol. Esses flamenguistas se acham inteligentes, mas é só pose",1,1
"Esse neguin é sem nocao. Não confio em escuros, nunca dá bom",1,1
"Esses palestinos estragam tudo onde passam, se explode logo imbecil.",1,1
"vai tomar no cu fudido. Favelados não sabem o que é respeito mesmo",1,1
"imundo e burro ainda por cima. Esses pobres tão cada vez piores, aff",1,1
"vc é retardado? É só um depressivo pra não entender o básico",1,1
"imbecil do caralho. Esses macho acham bonito ser ignorante",1,1
"USER vc é um doente. Não sei o que é pior, hetero ou quem defende eles",1,1
"Essas prostitutas vivem de mimimi, merda. ninguém te perguntou, puta",1,1
"esses nordestino são a desgraça do pais. Vai se fude paraiba, ta sujando minha cidade",1,1
"Pirralha sem nocao, sai do celular da mamae. não sei pq criança ainda tem direito a opinião",1,1
"Se explode junto com tua raça nojento. tinha q mandar todos os islamico de volta pra casa nesse carai,1,1
"USER travesti doente. q nojo dessas trans, bando de seboso",1,1
"vc só fala bosta, o mundo seria mil vezes melhor sem americano",1,1
"porra, todo negro é vitimista, sem exceção USER vc é patético",1,1
"aff, lá vem a militância feminista encher o saco. sua imbecil do caralho",1,1
"lugar de nego é na cadeia, isso sim. vou assistir vc se fude com prazer preto fudido",1,1
"fdp sem noção mrm. odeio esses americanos capitalistas com todas as minhas forças 🤢",1,1
"vc é doente? calem a boca, seus homens de merda",1,1
"vai se tratar, sua louca. só as puta pra defender uma porcaria dessas",1,1
"clbc macaco kkkkk nenguin tentando ser gente, q piada",1,1
"vai tomar no cu viadinho, ta vendo, todo gay devia ser banido da internet",1,1
"caralho, como pode ainda existir travesti e tem a coragem de falar cmg, vai pro inferno sue bosta",1,1
"seu imbecil voce merece isso. vcs dão moral pra mulher e dps reclamam",1,1
"USER seu desgraçado. esses policiais só sabem destruir as coisas",1,1
calaa bola branquelo fudido. pra mim branco nem é gente,1,1
"vc é doente? o problema do brasil são os politicos sebosos, sempre foram",1,1
"não aguento mais olhar pra cara de VIADOOOOO. vc me cansa aberração",1,1
"silêncio, um boiola está falando bosta, USER conseguiu seu palco pra brilhar biba",1,1
"esse USER é um atraso evolutivo. tinha q proibir aleijado de existir",1,1
"USER vadia aproveitadora. bando de mulher arrombada, ta errada e ainda ganha apoio da manada",1,1
"nao enche o saco biba. se é viado, bom é chupar rola calado",1,1
"todo dia uma biba diferente passando vergonha. USER travesti patetico",1,1
"se eu vejo um cadeirante na rua eu atravesso a milhão. essa bomba so vem pra atrapalhar minha vida USER aprende a andar porra",1,1
"a culpa dessa merda toda é dos liso fudido, que não tem um real nem pra fazer acontecer que nem voce pobre imundo",1,1
"vai se foder lixo humano. fogo nos brancos de direita!",1,1
"só esses flamenguistas pra ser tão mongoloide assim, papo reto USER vai se tratar, seu louco",1,1
"esses cara que se paga de favelado são a escória da escória. USER imbecil do caralho",1,1
"não tem q ter pena de bandido não. voce merece tomar no cu de todas as formas possiveis",1,1
"USER seu pedaço de merda. mano, viado e pobre é td farinha do mesmo saco",1,1
"vai se tratar, USER sua louca, meu deus q ânsia dessas mulheres que protestam por qualquer coisa",1,1
"vcs são todos uns facista de m*rda. seu verme só fala bosta",1,1
"USER seu animal, esses estuprador não tem um pingo de cérebro",1,1
"Cala a boca Mulher escrota. qnd q vão parar de passar pano pra o aborto??Toda mulher tem que calar a boca e aceitar que a partir do momento que tem vida, não pode matar",1,1
"USER vai se foder. tenho repulsa de negroides",1,1
"o mundo tá um lixo por causa dos indianos. Seu verme sujo",1,1
"USER bixo é um cuzao, esses heterotop deviam voltar pro esgoto",1,1
"pqp, lá vem o fã clube de viadinho, USER fdp sem noção mrm ",1,1
"voce devia ter vergonha de sair de casa assim USER todo cabelo cacheado é ruim, é fato",1,1
"Analfabeta não é humano, é praga. sua petralha lixoo",1,1
"q nojo, rapariga falando de moralidade, USER pirua da porra",1,1
"Esses macacos são um câncer na sociedade, USER crioulo imundo",1,1
"além de puta vc tinha que ser incompetente Pqp, de novo as vadias fazendo merda puta que pariu",1,1
"seu boiola do caralho. Tinha que ser esses viadinhos pra falar uma bosta dessas",1,1
"O problema do brasil são esses petralhas, precisando de muito pau na boca, oh petista porco",1,1
"vc só fala bosta Kkkkkk típico de homem escroto, sempre passando pano pro estupro",1,1
USER vai se foder bicha piranha. Alguém precisa calar a boca desses viadinhos urgente",1,1
"USER cala a boca, arrombado. Todo comunista é burro ou se faz pqp?",1,1
"Que nojo dessa raça de primatas, neguin sujo mrm 🤮",1,1
"voce é um merda, vai vc e todo o resto tudo pro inferno, bando de aberração lgbt fdp",1,1
"Lugar de mulher arrogante é na cozinha pra virar gente,vou te consertar cagabunda",1,1
"vai se foder monstro biologico. Odeio todos esses boilinhas com todas as minhas forças",1,1
"Sai daqui macaco. P*rra, pq todo preto é tão feio?",1,1
"Imbecil nao sabe nem escrever que ter direitos. Esses nordestinos deviam ser banidos da internet",1,1
"Traveco doente. Não suporto nem ouvir a voz false desses trans, isso nao é saudavel pra criancas verem de exemplo",1,1
"pega uma granada e enfia no cu arrombado. Francamente, carioca é tudo igual msm, bandido rico ou pobre 🤦",1,1
"vai tomar no cu boiola. Os lgbt estão destruindo os valores da familia",1,1
"vc é doente? Que m*rda, só tem nazista burro defendendo isso",1,1
"vc é um bosta msm. Bando de eletista arrombado fdp, n sabem de nada",1,1
"Sua vagabunda. mulher nem é gente, hoje em dia é tudo puta",1,1
"vai tomar no cu truta. Deviam fazer uma lei pra proibir nordestino de existir,1,1
"que cara idiota Kkkkkk olha a gangue dos analfabeto passando vergonha dnv",1,1
"vc é doente? Zero paciência pra militância de imbecil que gosta de dar o cu",1,1
"Esses indiozinho são uma praga. USER tu n devia nem existir, os portugueses infelizmente falharam em esterminar seus antepaçados,"1,1
"O mundo seria melhor sem esses povo imundo invadindo pais dos outros, fato. sai daqui porco imundo",1,1
"seu pedaço de merda.Pq os negros simplesmente n somem?",1,1
"USER neguin burro dms. Não dá pra dialogar com esses criolos, é perda de tempo",1,1
"Vtnc bando de gamba feio pra porra. bixo cuzao" ,1,1
"Que p*rra, essas feministas tomaram conta dos comentarios, nunca vi tanta mulher feia junta. voce é patetica",1,1
USER só fala bosta sua louca. Vcs perceberam que toda feminista é completamente desligada da realidade?,1,1
"USER volta pra toca que vc veio aberracao! Cansado de ver trans em todo lugar, negocio chato da porra. Fui num restaurante, ai pedi o número de nega depois descobri que tinha piroca.pqpqpqpqpqp",1,1
"USER seu desgraçado. esses alphavela tinha que voltar pro esgoto de onde saiu",1,1
"É impressionante como todo gay assumido é insuportável. mlk sem nocao, chato pra caralho",1,1
"Os judeos são o lixo da sociedade, mal se lembram que quase foram esterminados desse mundo, teria sido um favor, assim nao tinha que conviver com voce escoria",1,1
"Que raiva desses flamenguistas que só tem a camisa e não sabe o nome de um jogador de merda. USER torcedor terceirizado, nem isso o imbecil sabe fazer",1,1
"Tomara que os lulistas se fodam muito. FAZ O L PAE! petista porco",1,1
"Cala a boca puta. Pqp q vagabundas chatas do caralho",1,1
"Odeio viadoooooo mais que tudo. seu trevesti deformado 🤢🤮",1,1
"Sempre os hetrozinho com um carro e sem um diploma pra estragar o dia. USER babaca",1,1
"que cara idiota. Como pode existir pessoa que segue outra religião que não seja o catolicismo em pleno 2025?,1,1
"crioulo arrombado. Todos os pretos escuros favelados sem uma casa pra morar deveriam ser presos, isso sim",1,1
"esse USER é um doente, lamentável acredita que existe pessoas que apóia o LGBT",1,1
"Petralha ridicula. Pois é, decaiu depois de sofrer uma lavagem cerebral das feministas",1,1
"não enche o saco inutil. Homem é um bicho estranho ao mesmo tmp ridículo" 🤣,1,1
"A MULHER COM DIGUINIDADE E TER UM BOM CARATER, NAÕ VOTA NO CANALHA MULHERES VAGABUNDA E SEM VERGONHA VOTA NELE. SUA QUENGA",1,1
"da série ninguém respeita versão: os argentinos 😂😂😂😂😂😂😂😂😂😂😂😂😂. USER me mama macaco branco, mono hijo de puta",1,1
"Sua otaria da merda! voces não ligam um caralho ao Porto b mas quando o Porto diz que alguma coisa do Porto b é de graça vocês até correm feitas cadelas! nojo de vocês.,1,1
"Seu otario. Povo ignorante bota um sujeito assim pra fazer fazer e votar lei, depois reclama que a lei não presta. URL",1,1
"Nunca vi alemão pedir nazismo de volta, nem USER fascismo, nem USER fascismo de Pinochet, nem USER fascismo de Franco. É só brasileiro USER pede ditadura. USER vai se tratar, seu louco, pais merdinha viu",1,1
"USER seu animal, tu deixou teu time jogar 5 vezes a série B kkkk, torcida mais frouxa e covarde que existe. tu Tirou o pau do Flamengo da boca já? Atomozinho penta série B",1,1
"vc é burro? seu animal. Brasil continua sendo ridicularizado internacionalmente. Outros países mais desenvolvidos fazem chacota com essas posições fanáticas, desse povo imbecil.",1,1
"USER que rapariga idiota, Eu apoio tu ir em mais dois treinos e bater boca com essas arrombada",1,1
"USER mlk esquisito da porra. grupo de gayzao credo" ,1,1
"não enche o saco mulher. mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1,1
"Brasil não tem conserto, somos cafonas, atrasados e ignorantes e parte da culpa é por gente como voce seu imbecil, e ainda temos escolas militares, tamos fodidos.",1,1
"USER  sim, a mulher quem sai como a doida da história, sempre. imbecil do caralho",1,1
"Falo tudo! Exelente, por mais que tenha demorado 11 hrs pra fazer que nem a(o) esquisito falo ali em baixo (sabe deus se é mulher ou homem hoje em dia..) com certeza vlw super apena pra abrir os olhos desse bando de putinhas virgens q estão loucas pra dar a bunda esperando o fdp do principe vir com uma calça vermelha e um oculos sem lente pra escutar MUITA USER USERnora! -.- whatever, USER queria agradecer. Faça muitos muitos videos e tenha sucesUSER pra falar abertamente suas ideias, o mundo precisa.",1,1
"cala a boca, arrombado. vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado",1,1
"país do caos, país da vergonha...povo ridiculo. voce é um fudido sujo como todos eles.",1,1
"pirua da porra. meninas virgens e revoltadas que estão P. da vida, só tenho uma coisa a dizer: VOCÊS TEM PROBLEMINHA xD",1,1
"USER vai se tratar seu hipocrita. Não é possível que alguem honestamente ache que o monark, um dos maiores defensores das liberdades individuais com voz relevante no debate público defenda ideias totalitarias como do nazismo... Fico triste do flow perder uma de suas peças fundamentais... fico triste das pessoas no brasil serem tão mal intencionadas e maldosas... E fico ainda mais triste sabendo que a hipocrisia reina nesse país de merda, onde defensores abertos e auto declarados de ditaduras censuras e repressão das liberdades individuais, só que de ESQUERDA, não são se quer tratados como extremistas, tendo ainda voz relevante no debate público... Sinceramente, o USER não tem solução, vai se afundar no mesmo buraco a que todos os países da américa latina estão fadados.",1,1
"ta na hora de faze um video sobre BRASILEIROS otário que ficam escrevendo em ingles, porque? USER seu imbecil do caralho",1,1
"USER sua hipocrita doente RT USER: São feministas mais só querem gozzaar com homens? Vocês gostam mesmo é de homem hipocritas, os jovens são massa de ma…",1,1
"USER vc é patético. Tenho muita pena pois brasileiro se vende por ilusoes político nenhum presta tudo bandido",1,1
"seu merda inbecil. Tudo indiota brasileiro é burro demais",1,1
"USER seu imbecil.>>62237>chamo outro anão de samefag>vai lá quotaralém de burro é judeu.",1,1
"USER KKKKKKKKKKKKKKKKK sai fora mlk esquisito da porra, continuo odiandi gay lesbica sapatao",1,1
"USER USER Brasileiro é escroto demais. cara sem noção", fdp,1,1
"USER sua puta voce merece isso msm. Todo dia sai uma puta e um tarado pelas ruas, um dia eles se encontram.",1,1
"esse bixo é um cuzao, Odeio amanhecer com putas e veado e chega o hétero com dinheiro que paga tudo e escolhe a música. Toda hora fico desmaiando",1,1
"RT USER: USER seu pedaço de merda, cabeludinho é uma raça maldita, espero que tomem bala perdida sem querer",1,1
"vc é um bosta msm, homem eh um bicho mt estranho",1,1
"aberracao bilogica. Ainda bem que gay não se reproduz..",1,1
"Vem fazer seu trabalho puta. agora que eu tô sozinho nesse mal caminho cheio de piranha querendo me dar",1,1
"vagabundo sujo mrm. esses maconheiro tudo tem q se fude memo",1,1
"seu buceta. prefiro morrer q ouvir funkeiro falar, lixo puro",1,1
"sua inutil do caralho, num queria ser mulher? traveco q n sabe cozinhar devia ter vergonha na cara",1,1
"USER seu otário do caralho. neguin pisa no meu tênis q eu quebro a perna dele,1,1
"viado tem q voltar pro armario e calar a boca. some do mundo boiola.",1,1
"VOCE SO FALA BOSTA MDSS. evangelica é tudo hipocrita do krl",1,1
"USER ninguém te perguntou, lixo. nega que tem depressão é fresca, era pra aguentar q nem gente",1,1
"esses nordestino vem pra cá sujar nossa cidade. seu animal imundo",1,1
"você é um pedaço de merda. traveco de 31+ solteira é sinal de problema",1,1
"vai tomar no cu estragando meu dia. gordo deveria pagar 2 passagem msm",1,1
"USER petralha lixo. prefiro meu cachorro q qualquer petista",1,1
"vai se tratar, seu louco. se usa pronome neutro tem doença na cabeça",1,1
"USER seu lixo. indio devia era sumir msm, atraso do caralho",1,1
"USER abre o olho arrombado. esses japa tudo igual, n sei quem é quem",1,1
"traveco q posta foto de biquini é tudo piranha. bicha feia da mizera kkkkkk",1,1
"USER vc é patético. pobre tem q parar de frescura e trabalhar",1,1
"criança autista devia estar em casa, n atrapalhando. não enche o saco maluco",1,1
"USER seu animal. vegano é doença, comer folha igual boi",1,1
"não enche o saco voce que escolheu dar o cu. quem é gay n pode ter filho, estraga a criança",1,1
"sua otaria fudida. mulher q n quer filho é egoísta do krl",1,1
"vc é doente? vai tomar no cu. esses emo tudo cortado devia se matar logo",1,1
"USER traveco fudido sai daqui. quem é trans é só homem doente vestido de mulher",1,1
"mulher macho voce é uma aberração. feminista gorda e feia pq ngm quer elas msm",1,1
"petista porco. quem é de esquerda tem q se fuder e calar a boca",1,1
"vai se foder mercenario escroto do caralho. esses judeu só pensa em dinheiro, pilantra",1,1
"quem tem HIV é vagabunda q n se cuida, sua puta rodada",1,1
"voce é burra dms, mulher q trabalha mais q homem é lesbica",1,1
"vai se tratar, seu louco, esses católico é tudo pedófilo escondido",1,1
"não enche o saco xingling, coreano só sabe copiar os outros",1,1
"fdp esquisitao kkkkkkk se é nerd é virjão q n pega ngm",1,1
"USER seu buceta, geral q tem tatuagem é um marginal do krl",1,1
"fdp sem noção mrm. Quem é gordo e come fast food só pode ser burro msm",1,1
"esses bruxo tudo doido, devia ser preso, e voce junto seu merda",1,1
"que cara idiota, ateu n tem moral nenhuma, vao tudo pro inferno",1,1
"seu cuzao. se é rico é tudo psicopata sem coração",1,1
"USER seu bolsominion fudido. todo povo que é de direita é fascista do caralho",1,1
"esses artista lgbtq só faz propaganda bosta, treveco sem noção",1,1
"surdo devia aprender a ouvir logo, seu imbecil atrapalha minha paz",1,1
"cara sem noção, fdp,pqp cadeirante só atrapalha no busão",1,1
"agora gringo que vir aqui falar merda da gente, seu imbecil",1,1
"pardo é desculpa pra gnt confusa, n sabem oq quer, voce é macaco mesmo isso sim",1,1
"USER voce é um doente, professor é tudo comunista vagabundo",1,1
voce é doente? ta defendo ele pq? todo policial é assassino fardado,1,1
"esse bixo é um cuzao, porra jornalista tudo vendido, n confio",1,1
"ninguem perguntou sua opinião, pq todo influencer é so burro q ficou famoso?",1,1
"se voce se chama de gamer significa que é virjão q n sai de casa. USER Melhore seu boiolinha",1,1
"esses roqueiro tudo drogado, n serve pra nada, voce nao passa de um animal imundo",1,1
"quem é vegano devia comer carne logo, frango n mata ngm comece a se tratar sua louca",1,1
"esses viado deviam voltar pro armario qnd eu era mlk nem existia bicha assumida como voce",1,1
"que mulher idiota. mulher no volante acidente constante é lei da natureza memo",1,1
"vsf macaco preguiçoso. preto so sabe fazer baderna e pedir esmola, trabalhar q é bom nada",1,1
"se dependesse de mim todo nordestino tava de volta na roça plantando feijao e voce seria meu escravo seu cuzao",1,1
"voce é um merdinha. esses japa tudo igual, olho puxado e roubando nosso emprego",1,1
"nss mlk vai se fuder arrombado! gordo devia pagar dois ingresso no cinema, ocupa espaco demais",1,1
"mulher q n sabe cozinhar é inutil, seu lugar é na cozinha memo, cala boca puta",1,1
"indio só serve pra beber cachaça e viver de bolsa familia, voce é um pedaco de merda na sociedade, deviam ter matado todos voces",1,1
"entao voce é um belo hipocrita do crlh. evangelico é tudo falso, finge ser santo mas é mais safado q ninguem",1,1
"viado n devia poder adotar criança seu imbecil do caralho, vao estragar a cabeça da criança",1,1
"esses muçulmano vem pro brasil querendo impor a lei deles, vao embora terrorista, esse bixo é um cuzao",1,1
"mulher de 31+ solteira é sinal de q tem algo muito errado, voce deve ser insuportavel só fala bosta",1,1
"negro q se acha, pensa q pq tem nike é gente. voce continua sendo macaco",1,1
"seu imbecil do caralho, gente pobre n devia ter filho, so faz mais pobre pra sociedade",1,1
"esses traveco devia ser preso, nao é homem nem mulher é aberração, vai se tratar, USER doente",1,1
" nao enche o saco mechona escrota. feminista é tudo gorda feia q n consegue homem entao fica militando,1,1
"criança autista é culpa da vacina, os pais q aceitam isso sao retardados e aparentemente voce é um dos otários",1,1
"não enche o saco seu bosta, brasileiro é tudo ladrão",1,1
"some daqui, inútil deformado. asiatico nao sabe dirigir, deviam tirar a carteira de todo japa chines",1,1
"vc é doente? mulher trans é homem doente, precisa de tratamento psiquiatrico urgente",1,1
"esse animal agora sujando minha vida. nordestino vem pro sul so roubar nosso emprego e favelizar tudo",1,1
"toma vergonha aberração! gente feia devia ser obrigada a usar mascara, me da nojo so de olhar",1,1
"neguin pilantra. negro q fala q sofre racismo é mimimi, querem sempre vitimismo",1,1
"para de encher meu saco seu merda. vegano é tudo doente da cabeça, deviam comer uma carne logo",1,1
"ta defendendo oque imbecil, esses judeu controla o mundo inteiro, sao todos ricos e pilantra",1,1
"voce é uma puta rodada sim. mulher q tem muito piercing é vagabunda msm",1,1
"vai se fuder seu animal. indio devia sumir mesmo, atraso do pais é culpa deles",1,1
"gordo n devia poder usar roupa curta, ninguem quer ver isso seu fdp sem noção",1,1
"esses gay fazem parada so pra provocar, USER vc é patético, devia voltar pro armario",1,1
"Sua macaca atacada. mulher negra é tudo grosseria, nao tem educação nem classe",1,1
"brasileiro é burro por natureza. USER seu pedaço de merda, por isso o pais nunca vai pra frente",1,1
"travesti é tudo marginal, vive de prostituição e roubo, vc é um bosta msm",1,1
"cala a boca, arrombado. esses emo sao tudo fresa doente, se acham diferentes mas sao pateticos",1,1
"USER BURRA DMS. gente pobre tem q parar de ter netflix e pagar aluguel primeiro,1,1
"asiatico é tudo feio igual, nao tem um q se salva, voce nao é diferente seu porco",1,1
"voce é um pedaço de merda, mulher q n quer ter filho é egoista, biologicamente falhando",1,1
"USER vc é patético. negro q fala ingles é ridiculo, tentando ser o q nao é",1,1
"esses maconheiro deviam ser preso, viciado n presta, seu fdp sem noção",1,1
"evangelico q da dizimo é mais burro q porta, cai no conto do pastor seu imbecil",1,1
"gordo come igual porco, nao tem auto controle nenhum sua baleia morbida",1,1
"viado fazendo cirurgia é desperdicio de dinheiro do sus, some daqui traveco",1,1
"nordestino tem sotaque ridiculo, da vergonha de te ouvir pobre sujo",1,1
"USER traveco feio kkkkk mulher trans nunca vai ser mulher de verdade, sempre vai ser homem",1,1
"esses japa sao todos iguais, nao da pra diferenciar um do outro não enche o saco juong cock",1,1
"gente feia n devia postar selfie, ta achando q é gente bonita USER vc é patético",1,1
"preto q se acha influencer é piada, so tem 11 segundos de fama fdp sem noção mrm ",1,1
