text,racism,sexism,xenophobia,lgbtqphobia,religious_intolerance
"HSUAHSUASH' Cara eu sou sua fã. Você falou tudo nesse vídeo sobre Crepúsculo USER Não liga para essas meninas que estão te criticando não, porque elas vão acabar morrendo gordas, sozinhas, virgens,cheias de posters de crepúsculo colados na parede e fedendo ;x hahaha' USER",False,True,False,False,False
"Isso apenas e o reflexo dos ""cidadaos"" brasileiro oo raça ruim . pra si dar geito nesse pais so uma bomba atomica pra matar tds (incluindo a min) e repovoar cm outros povos prq USER e tudo uma desgraça só.",False,False,True,False,False
Puta que pario esse cara é um Gênio USER..É como é possivel uma mulher se paixonar por um filmes desses que coisa mais tosca valeu cara por essa sabia opnião sobre o filme e foda se as meninas que virem aqui detonar o video como vc disse devem ser virgens ou virgens de pensamento!!!,False,True,False,False,False
"USER Lutarei toda a minha vida contra todo tipo de preconceitos seja qual for, menos por esse brancos nojentos essa raça maldita tem q acabar!",True,False,False,False,False
"Muito bom USER USER, concordo com o que vc disse, vampiros e lobisomens foram popularizados,se tornaram POP, pra vender livros e filmes! Que porcaria, as garotinhas deviam ler um livro e procurar conteúdo sério e não perder tempo com essas coisas fúteis.",False,True,False,False,False
pooode crer USER nao existe vampiro e crepusculo poh o que essas menina tem na cabeça sao tudo retardada rsrsrsrsrs,False,True,False,False,False
"Progredir de regime, é piada neh o único progresso que eles merecem e o caminho pra pena de morte. USER nojo desse país de merda que deixa essa imundícias sai! E mais nojo ainda de escutar esses advogados falando, pena de morte, olha aí sorrindo na rua sendo feliz e a criança cadê!?",False,False,True,False,False
"USER USER os falsos nacionalistas se apropriaram da bandeira, mas gostam de babar um ovo de americano.",False,False,True,False,False
"a saída do monark só mostra q eles não cumpriram com a ideia do Flow de poder expressar as ideias sem consequências, mostrando q no fim tem uma galera pro traz q toma as decisão a da empresa e mostrando o quão mercenários eles são, expulsando uma das almas do programa pra manter a grana vindo por causa de propaganda, nós estamos em 2022 e essa merda de nazismo ainda é tabu por culpa da judeuzada bandida q ganho a vida com essa merda de segunda guerra mundial se passando de coitados, o programa com certeza já era sem o monark, o que fazia isso funcionar era essa dupla só o Igor não vinga",False,False,True,False,False
"USER USER ""Ficarão de fora os cães e os feiticeiros, e os que se prostituem, e os homicidas, e os idólatras, e qualquer que ama e comete a mentira."" USER USER - Onde se fala de Homossexuais?",False,False,False,True,False
O casal lésbico está muito feminino. Não está convincente.,False,False,False,True,False
"Se defendemos a união homossexual com o pressuposto de que ""toda forma de amor"" é aceitável, então será aceitável a bestialidade e a pedofilia e o incesto!",False,False,False,True,False
USER Eles sabem das rachadinhas da famílicidia kkkkkk além de ladrões são burros de pai para filhos. Suas horas vão chegar!,False,True,False,False,False
