text,is_hate_speech
menino user user oq fazer ne pq user so despeitando outros ne pra user nasce igual user tam qe morrer 33333333355457845 user vezes ta,0
vamos pra cima ninguém vai calar,0
demorou vagabundo 😝😝😝,0
user user user pinto calçudo telecom,0
pq pergunto pq adorando afilhado mork filho ai criatura brota quintos inferns pra atrapalhar 😠🤬 pessoa desejada vcs podem conversar volta pro velho rico deixa mork paz 😠 hashtag url,0
es mejor tener la boca cerrada y parecer estúpido abrirla y disipar la duda mark twain,0
rt user bicha pernambucana pedindo outra casamento palco miley morri pernambuco sempre servindo,0
bloqueio emocional fodido mano controlo porra,0
user homem burro né amor deus sofri nessa temporada,0
presidente vale dizendo importa causa claro importa imbecil acredito velho coragem dizer asneiras,0
user famoso mongoloide,0
cuzao mané geral ignorando bgl,0
user errou fato maspensem vai sofrer tentem chingar ameaçar boa sorte monark,0
user user imagine mãepai ter filho imbecil alienado cresça filho,0
user jajajaja en serio eso contestaste y vergüenza contarlo hoy damos cuenta eres un fracaso total ni interesa la gente eres huevón mentiroso y deshonesto y lo alcanzaron llevarse más lo ahorrado ya lo chingaste junto con familia,0
meio burro user sei falou merda pode alguém mandado embora lugar dono,0
user user desagrada esquerdistas nojentos ki sao minoriaglobosta caiu n pauu kkkkkkkkkkkkkkkkkkl,1
vamos cancelar monark expressar mal contrários autoritarismo porém completamente favoráveis ditadores favoritos excluir totalmente alguém ambiente propagarmos ódio bem galerinha moderna dá nojo capacidades cognitivas morais,1
user vou falar brilha sol kkkkkkkk outra crepusculo saco kkkkkkkkkkkkk,1
agora corno posta play user deixaram câmera quarto sfd,1
mulher pensa povo bobo acreditar nessa conversa fiada muie chata mentirosa comovem pouco paciencia coisas noção deveria cortado cenas,0
crianças devem aprender respeitar vem respeite crianças comercial incentiva acabar homofobia assim crianças tornam pessoas babacas homofobicas,1
user apoio ir dois treinos bater boca arrombada,1
n aceitar mesma coisa homofobicokkkkkk,0
paga deve país globo lixo mentirosos user,1
fodase vai tomar cu url,0
user piores canalhas conheço neste mundoum abjeto🤬,0
corno pega cara comendo mulher dentro carro ter deus coração paciência kkkkkkkkkkkkkkkkkkkkkkkkkk mulher esquizofrenica dizem algumas matérias precisa tratamento tremenda vadia,1
user user la violencia feminazi url,1
user user user user user precisa tratar sério bate bem cabeça vai conquistar sim brasil ama macho desvio caráter faz vítima rede nacional acredito discutindo comigo pra defender cara desses 1h madrugada,0
user engraçado foto dessa moça sendo usada uns 5 perfis diferentes muitos pais né 🤣🤣🤣 tomem vergonha cara pilantras,0
ia infernizar tanto vida dessa demônia ia infartar tanto ódio ódio dessa mulher escrota,0
user user mt bom crepusculo user,0
criem vergonha user user user user perdendo cliente politicagem user,1
user pqp caba ainda compactua c,0
180 mulheres estupradas dia brasil metade crianças 13 anos punição cadê hashtag hashtag,0
user jovens votam menos gostam genocida parando festival vão amar demônio ainda faça tia batata tá assando corno,0
chocada cara pau algumas pessoas url,0
user user domanda cretina della sera perché non si pensa far uscire dalle borse mondiali i prodotti energetici,0
user user user ensinar homens mãos dadas homens normal né enquanto ensinar respeitar negros cristão deficientes sei vc sabe provavelmente crianças mãos canalhas gays sofrendo homofobia,0
objetivo desse pleito retirar homem corrupto desequilibrado mentiroso alimentado caos social metido pilantras família envolvida transações espúrias eleição diferente pode viver nessa esquizofrenia social bolsonarismo chega utopias,0
user otra feminazi,0
vergonha nação ter tolerar ladrao falando rede nacional contar mentiras deveria preso respondendo crimes url,0
user user sugeriu forma diferente combater nazismo porque cabeça debate avanço ideia perigosa enxerga porquê faz apenas burro apoiador causa nazista muitos chamando fato chapado pode influenciar pensa sim expressa consequentemente afeta maneira pessoas vão interpretar tá sendo dito,0
user acho homofóbico pois apoio nada propaganda crianças🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
deixa dotozin escroto falando sozinho ai preguiça,1
rt user enche cu remédio fala baseado url,0
user deem ouvidos críticas vem mesmas pessoas baixas vulgares indecentes xingaram presidenta país sórdidos baixos palavrões mesmos ruas fazer gestos obscenos tirarem roupas público masturbação incentivo subversão militar sonegação fiscal mesmos protagonizaram circo horrores desde 2013 moral pra nada,1
mandou metralhar petralhas poderia considerado retorno,0
respire diga besteira reveja vídeo quantas vezes precisar entender quer dizer,0
quero morrer aguento brasileiro olha q longe eleitor,1
rt user ah arthur vai fuder pqp 🥴,0
tá amigão faço oq curtidas stories euhein ódio dessa opção viu inferno,0
cu cabrito,0
presidente máscara gados seguidores user máscara pessoas podem morrer situação crítica,0
user user user omg ganaste un premio ridícula del año😍😍 felicidades,0
user q ficado puta tecnicamente culpa tá destruída dentro problemas anos iam resolver conversa algo pesado quero deem final digno p,0
bosta,0
mary shelley come cu favor,0
agora pede desculpassei pediu desculpaspor ter contratoou ganha dinheiro youtubemais gente burrosque fica seguindoseus besta user fica ai passando fomeou dinheiroela enchendo bolso dinheiroeh fazendo festa,0
user errou sim único sofrendo grandes represálias brasil vergonha atacam querem,0
user amiga chorei igual desgraçada,0
rt user user monark quer pai estuprado,0
user gayzao credo,1
pior convidado programa arrogante hiper racional,0
rt user todo mundo cala boca chaetzu tá passando tml sendo coisinha preciosa mundo url,0
user user user péssimo user user achei fala user user user user convidaduser user transtorno ansiedade user,0
user mulher nessa idade falando besteira exemplo vc pode dar filhos netos,0
bbb bom msmo ana clara kaysar ficaram quase 40 horas nenhum entregou pra nenhum dois pareciam zumbis permaneceram ate fim vá pra puta q pariu péssima visão jogo vcs hashtag,1
vergonha façam algo decente parem palhaçada vai acabar bem,0
nojo nunca compro lanche desse lixo,0
user amou mostra caráter linna ingratos mau caráter,0
fala diabetes colesterol alto pressão alta infarto miocárdiopara inflamaçõesnão aceito gorda ter saúde gordura visceral user acorda user user vai conseguir ver user user crercer,0
sei pq sai casa hoje toma cu…,0
user user nunca votei pt odeio bandidos corruptos assim odeio lula corja crie outro argumento pois user manjado 😂😂,1
mendigo deixou bombado chinelo user porra user user termo pegador bahia ainda deu conselho chifrudo kkkk,0
user né segurança tudo bem agora preocupar vagabundo ladrão daí sério vão todos merda vcs site bandido,1
user ge uolduas porcarias,0
user sacanagem q estao fazendo vc user errou fato user justifica estao fazendo parece q querem colocar paredao fuzilar dificil conviver hj viu,1
user pensou buceta,0
n gosto dessa jojo nao mulherzinha nojenta min user tava,0
escobar filho puta 😤,0
fodeu vida mlk kkkkkkkkkk url,0
rt user “tomara melhor casamento merda” miley cyrus hashtag,0
queima mano pra quer,0
mulher fica grávida fica burraquando começa nível burrice pergunto gestante respsta sim ate ja entendo,1
nao sei fazer conclusão tese meudeus fodeu mt burra dms p fazer enem,0
user país piadas,1
rt user user user vc lixo vp,0
cara user user flo user user nenhum user consegue veruser user user gostei,0
user fico putinha,0
user ladrão desgraçado,0
user parabéns pode deixar abalar gente mal amada consegue feliz suporta ver felicidade alheia gente cérebro desenvolvido consegue entender todos exceção total direito feliz queira valorizar amor acima tudo hashtag podem deixar abalar gente mesquinha hipócrita,0
bicha 500 contas,0
insatisfeito pessoas reclamando propagando boticário preconceituoso tão fáceis influenciar dizem protestantes evangélicos conservadoristas lei importante user ensinou amar uns outros vejo muitos seguem caminho qualquer forma amor válida importa raça crença condição sexual idade etc gay user ame vou inferno irei iremos influenciar pessoas serem homossexuais primeiro nasce gay optamos segundo parem preconceito tonto vão fazer algo útil pra vida medíocre alguns possuem queria parabenizar boticário iniciativa mostrar família tradiconal constitui apenas homem mulher sim amor obrigado representar minoria grita ajuda,1
concordo saída monark burro sempre mexeu bolso tiraram,0
rt user propaganda asquerosa user le dio cabida en el país lavar los cerebros propaganda en la fronte…,1
achei merda acho errado falou crucificar cara user menos,0
aí cara traz outro cara pra fazer parecer user coitadinho user user 🤬,0
user kkkkk sabia literalmente votado bolsonaro merda,0
user user sabe pq fazem pq medida saúde absurdo benefício prol sobrevivência humana existem alguns ignorantes agem monark falam merda,0
rt user trate ficante ficante enchendo buceta porra período fértil,0
user user some daqui pau cu,0
perdeu argumento ódio,0
user conserto cafonas atrasados ignorantes ainda escolas militares tamos fodidos,1
rt user user la obsesión la progresia con todo lo vea raro y ridículo es enfermiza,1
user ngm acredita nesse lixo emissora,1
muda conta personalidade piranha mama casado continua url,0
quero buceta,0
user ridícula user totalmente todo direito defender forma forela tá impinando nariz user user agora tá vendo toda farça sendo desmontadahashtag,0
user ladrão merenda escolar picolé chuchu agora parceiro cachaceiro maior fdp mundo url,1
user sotium 👈👁️ vou resumir falei tudo deveria dizer medida certa pra explicar pra pessoas assim vão muitas palavras user vontade ler prova quanto user ignorante procura entender dois lados quer ler leia leia lugar,0
rt user caralho tão fazendo gabriel monteiro sacanagem globo tá desesperada parte corrupção rio…,1
user user user know any user user user user user user user user wealthy user user good eiuserr user user users user user user user ugly,0
lixo total propaganda dessa insetos inúteis ta perdendo respeito assim,0
vim penha pqp 🤦🏾‍♂️,0
amo coisas queijo intoler芒ncia fode fico puta tmnc,0
ridícula👻,0
mano assim amanhã segunda q desgraaaaaça velho semana lixo mds🤡,0
rt user user user user tá passando pano sim querida deram espaço pra merda aí ainda deram capital…,0
cara tentando falar dois tá tipo foda user kakakakakkakakakkaak,0
user imbécil url,0
agradeço lugar crente homofóbico lugar paz🥰,0
rt user sx tuner talla baja proporcionada pterigium colli linfedema periférico coartación la aorta pubertad retardada hashtag,0
user diarréia gado,0
user user user doido levado pra lucas cria daqui geral fico sabendo pegaram tava mala td fudido vi perto picotaram jogaram pros porco fica entocado lucas morreu bobeira errou caminho mata cr agarrou,0
sai q vai vai mata,0
pra mim dia mulher dia 8 maio shdjdk ache burra,0
user ter vários senadores impressão uns parasitas,1
rt user regálales unos tenis vayan corriendo chingar su puta madre,0
user user sim mulher sai doida história sempre,1
cara casado filhos eh traído corno sai antogonista ricardao sai heroi user user user fala eh intankavel user,0
povo frescurento krl mulher acordou normal dps vai dar crise dizendo q pesadelo,1
j m n n u i f c u m t c h d l b l g i q u y t i l q u l q u u n p u r m d i s t r i r 😛 😛,0
pense homem vc olha fala gostoso propriedade user pqp condição nenhuma 🛐🛐🛐🦋🦋🦋🦋 url,0
user user user valeu bichona … bjs luz … fala aí direita pois queima além rosca filme … vai estudar … deixa deuseruser … cresce vira user,0
parece vagabunda deliciosa virou trabuco feio raquítico deu tanto boceta cu geral sobrou gordinho pseudocomunista otárioo tempo cruel depósitos sólida 710 quase 410,0
eita user kk,0
filha puta pouser fazer user user user existe user user user ponto final aoskpaoskaposk user user,0
sinto user falou merda axo boa pessoa,0
bolsominion fala user corrupto então user inocente user corrupto então certo user corrupto,0
user concordo falou merda grandes reparar direitinho conhecendo outros episódios vai ver defende direto pessoa expressar opiniões absurdas quero deixar claro concordo opinião user tá claro user defendendo nuser tava falando liberdade expressão volto dizer concordo justos cara,0
sono una fottuta mongoloide letteralmente,0
cara pau ladrãokkkkkkkkk,0
los psicópatas tn pusieron imágenes caro amoroso con musica triste fondo y casi largo llorar pensando q le había pasado algo,0
país piada né cara mata filha sai p comemorar dia pais user 😒,0
man cara idiota noção inveja edward jacob quer bella cara revoltado user user contra user user user user user fuuser useruser m estressei otário,0
user lado diabólico hahaha user julgar mds tá lado diabólico user,0
rt user imbecil reclama tradcon mencionando elementos neocon 100 povo ignorante associa…,1
28735vargas torturava deportava comunistas grifinoria,0
user user bolsonaro sinônimo tosco cretino imbecil noção mínima coisas ignorante forma bruta,0
gosto siqueira fala raça desgraçada user bem devem fala ae né rua,0
user pff argumento escroto tanta coisa pra comentar falar cabelo uhaefuhaefuahe,0
user user user y sabes vacunas pedazo mierda iletrada ignorante jamas nunca visitaste una universidad ni en tour colegio ignorante voluntario,0
kkkkkkkkkkkk fdp url,0
user puta merda sonho,0
rt user pergunta quer calar olha gosto comparar energúmeno burrinho animal extremamente útil,0
nojento preconceito,0
fica useruieto user vai dormir user amanhã aula,0
user deixando levar boa dicção brasileiro adora tosqueira cara todo tom voz trejeitos problemas psiquiátricos sociopata,0
tô amando user esculachando hahahahahahahahaha,0
pra matar usado arma,0
user folgado,0
fdp n vai tirar raniel mn q técnico ridículo vtc,0
user sin patriotismo solo psicopatas la política y uno q si es psiquiátrico user,0
¿podrían ya darle prisión psicópata hijodelarechingada mo todavía tiene vendas su culpa 😭 url,0
user inbecil antigamente,0
porra toda vez vou encaminhar algo mensagem direta aqui tt pra pessoa esqueço cria grupo,0
user n sentido nenhum separar pessoas performam feminilidade pqp td bissexual pronto fodase,0
user user esa es la respuesta más estúpida vi en mi vida cómo si antes castillo hubiera habido seguridad ciudadana,0
vergonha deturpando crianças sabem falam,0
muita merda,0
mortadela ja bebeu tanta cachaca q nao falando coisa coisa,0
user estás contenta los salvadoreños asesinados verdad asquerosa,0
user rsrsrs vc certeza sabe ler interpretar textos rsrsrsrs,0
cruzeiro conseguir beliscar título vou ficar injoada viu vou continuar apoiando papa pezzolano 300 fechada gordola,0
user reflexo povo brasileiro imbecilizado ler alguns comentários fica claro monte pessoas negras desejando sucesso pro cara novos projetos kkkkk cara chega cômico povo dizendo merece segunda chance faz lembrar filme meio comedia user revive nada tempos atuais nova geração meio abraça ídolo pensando apenas personagem fico pensando user nada aparecesse energúmenos dizendo poh galera errou más merece segunda chance fala lá pros sobreviventes holocausto filhos puta karalho parem passividade toda vcs amor deus user user merece segunda chance porra nenhuma sabe pq user segunda chance deve decima cara vive errando vive fazendo merda vcs ficam nessa segunda chance segunda chance caralho,0
user presidenciável diz crime prender ladrao celular opinião preso mínimo dez anos ladrao repugnante desgraçado morre limpeza,0
user cornao espero q n traga problemas,0
rt user user dallagnol tão bandido safado vagabundo enganou própria dureita continuar arrecadando além necess…,0
parabéns ótima iniciativa querendo religiosos idiotas cada vez caso gostem utilizem internet,0
rt user música antiga vídeos camiseta over the garden wall asdaushdhusadh caralho url,0
caralho aguento contrata arrombado logo pra acabar dor fica nessa viagem prolonga angústia meses fode sai cima carai fica nessa palhaçadinha url,0
user dois sao pilantras dois deveriam presos,1
user velhinho comunista jeito,0
user user sobre pastores ladrões mec vc vai dizer nada amada vtnc di cum força,1
user user realmente tudo montagem gados tão espertinhos q descobriram tudo plano globo pra dominar mundo,1
quarteto felicidade homens traveco 5 conto drogas camisetas time carro,0
user fica base aí amigão próxima fala merda,0
user bem sapatão porcelana,0
user cala boca arrombada,0
porque presidente araque candidata cobaia testar novas vacinas menos vai poder dizer fez alguma coisa user user quanta ignorância cabe nesse país prefiro bichos,0
globo graça user sujos canalhas user vai fundo user tomara patrocinadores saíam todos,1
hora igao entro emocionei vai fuder momento lindo url,0
user user mané mané pode crê 😂😂😂😂😂😂,0
povo ignorante senso rediculoheteros maioria nao deixem valores familia serem frustradosnao homosexualismo nunca uso biticarioe vou convencer muita gente nao usar decepcionei ela😥😥😥,0
user aqui acha lula esperança banqueiros milionários neoliberais parasitas ávidos boquinhas golpistas corruptos centrão,0
sabe conversar ninguém coisa feia fia,0
user user user ladrão cadeia,0
ta lixo fazenda nao assisto,0
user user user user monark 4040 user tudo bem user user oq user user user fez user user user user user vive universo user user userssivel 🤦‍♂ user user user vive user,0
partiu mc donald user zuera porra,0
queria saber fontes dessa galera fala merda zee conta saint dizendo zee abandonou saint burros fazem gente vcs sabem bastidores nada supõem espalham mentiras doentio vão tratar superem,0
idiota mil vezes idiota ficar seguindo coração pura burrice msm,0
user user user papo reto falou cú quer culpa bebida user foda user pra mim user cagou sentou cima dizem alguém levar culpa né pai,0
gente falando perdeu cliente aposto nunca compraram nada loja ô povinho chato porra adora fiscalizar cu outros,0
user so conheço shower antiga pra cacete kkkkkkkkkkk,0
vergonha desse país,0
cade pina desgraca merda user aparece cu,0
user santo santo desculpa tava bêbado tipo pus fogo nesse cachorro dei soco bebê desculpa tava bêbado favor liberdade expressão acho todo mundo pode ter opinião quiser agora apoiar grupo matou muitos judeus gays negros outras minorias favor contra aborto tipo favor pessoa morra liberdade expressão termina chega violência apoio liberdade expressão agora quero kkk voz qualquer grupo apoia violência,1
pq louca falou vou po calcinha ir la detalhe coberta saiu pouco tá calcinha affsss pra causar 😒😒😒🙄🙄,0
esposa transou cara desse,0
user defendendo pensa longe disso dizendo todos digo mundo inteiro humano todos exceções erramos ninguém perfeito todos falamos merda hipócritas porque falamos monte merda todos julgando nunca ninguém falado merda antes vida entendo pensa sobre liberdade expressão entende possível mentira existir justamente bons maus todos liberdade limites pra fazer quer ocorrido sim outro user user monark aliás país genocidio recente 🐂 dirão 😒 acontece nada repúdio parte eleitores pra mim pior hipocrisia maior falar merda fazer merda,1
sinceramente acho canal deveria acabar dessa cagada monark pois disso sempre falar nome deste canal primeira coisa vira cabeça pessoas patuscada todo respeito igor,0
médico ligou falou situação avô piorou consideravelmente questão tempo caralho situação desgraçada ver mãe jeito tá causa tá acontecendo avô ruim demais chega fico reação,0
uuserr user user passar vergonha user userm user user deixar user midia user user user user,0
user user fodase foderemos cu arrombaremos,1
user ce tá querendo tomar pau né kkkkkkk viadao,0
user canalha querendo enganar povo brasileiro vender agenda globalista nojenta podre toma vergonha nessa cara vergonha hashtag,0
user isuser userdo reuserlveria alguém chegasse monark mandasse real user user fala merda pensamentos sao sim racista merda ficaram dando palco pra maluco,0
rt user demorei 18 anos pra aceitar corpo aparência pra falar pros outros gosta mim pq acho n fode p…,0
user agora trás congressista americano debater cara defender liberdade expressão dizendo povo americano tão retardado vale tentar entender porque maior potencia mundo discorda,0
user user user user user pior,0
safado 🥵,0
kenneth surpreende tão perfeito pqp vai fuder sortuda porra,0
deixa puto merda user falou passarem pano kim user defendeu nazismo pq user imunidade parlamentar gente parlamento fez menos assim preso tendo imunidade desrespeitadas,1
forgada pra caralho,0
vídeo nova zelândia virou países anglófonos algo nível vídeos pornografia infantil ameaçando dez anos cadeia compartilhar vídeo prenderam homem,0
gostosooo puta pariu🤤🤤 url,0
user gosta fala mal gente gosta user user user engraçado maan user,0
user luciano vive vender porcaria xingling preço ouro shopee pedra sapato desse pobre empresário,0
ale bloqueou vaca cacete,0
esqueceram citar educação falha user privada tanto elegeram ignorante corrupto user educação pragmática vem boa vontade indivíduo pesquisar aprender independente público privado,0
facada fake mundial palmeiras 😂😂😂,0
pra chamar sonhor vai condenar injustamente tratamento senhor saindo boca iproquisia,0
user cor pecado cretina,0
falo tudo exelente demorado 10 hrs pra fazer inutil falo ali baixo sabe deus mulher homem hoje dia certeza vlw super apena pra abrir olhos desse bando putinhas virgens q loucas pra dar bunda esperando fdp principe vir calça vermelha oculos lente pra escutar muita user usernora whatever user queria agradecer faça muitos muitos videos sucesuser pra falar abertamente ideias mundo precisa,1
user tá aí incompetente hipócrita povo gaúcho vai dar troco pra político sujo,0
engane lábia desse senhor cara extremante sedutor barato narcisista,0
questão tempo pra user afundar flow tempo vem dando indícios disso coisa ligo pra nada falo fodase cedo tarde iria culminar nisso vários convidados sempre falaram sobre responsabilidade user user comunicadores teimaram porquê quiseram falta aviso episódio flow tentativa amenizar merda user fez adianta fazer episódio final user mudar gente sabe vai continuar projeto longe câmeras,0
user toda una familia rateros corruptos 🤮,1
concordo vc família ensinarei assim homem mulher caminho cristão disso fornicação olhos deus,1
globo lixo ficaram bravos porque user mostrou livro homofóbico liberado pais escolas crianças infantis agora ficam atacando ingenuidade achar população nao sabendo toda sujeira,1
vida gado fodabolsonaro traindo povo voces defendendo eleagora vendendo user lotear todos munisterios,0
user user user fala pura verdade talvez v6 entenderem verdadeira mensagem quer passar vão começar adimiralo devem únicos coragem criticar filme sucesso bestseller bandas ascenção muitas outras coisas ridículas pessoas idolatram serem imbecis useresse cara,1
user n deu kkkkkk frio p caralho,0
tô saco cheio disso mostro tatuagens bem feliz vida solta “tá agr chega né” chega cacete vou sobrinha q desejava porra n garota queria q fazia vestir rosa cabeça pés retruca caramba,0
absurdo parece comunismo querendo fazer crianças serem expostas coisas adulto user deixemnas paz absurdo ir embora brasil,1
user dai user user atraso pra humanidade trouxe merdas mundo causou morte milhões inocentes pessoas hoje dia ainda acham deveria usada base vida todos livro onde diz homem estuprar mulher casar tudo bem livro onde user manda urso matar crianças apenas porquê zoaram careca livro onde diz mulher deve submissa homem falar permissão igreja kkkkkkkkkllllllkkk livro ultrapassado fala né,1
covardes monark jogado tubarões cancelou monark mesmos chamam estado israel genocida,1
vou confessar ver fã bbb putinho causa doarda fez noite pouco feliz,1
cuzao camera,0
fiquei pau duro furando colchao aqui 😬😅,0
user ur gay,0
perto fica calado,0
esperar empresa vende lixo pessoas comerem,1
caralho mano pq ler porra vou jogar ácido olho próxima vez inventar fazer palhaçada,0
user kkkkkkkkkk vagabunda,0
user user user percebeu merda q user falou liberdade expressão tirar liberdade outra pessoa porque user quer pensa antes escrever,0
6 pdl putaria chega hoje url,0
recebendo mensagem agora pq amo fode,0
user vi nada tudo user user caralh0,1
rt user calculando aqui quanto vou foder fizer nada hibernar dia todo hj,0
❝ vamos yoon es tanto en un par horas más podre besarte si nada mientras ven comerte ese gordo culo ❞ url,0
sim arrombada tão monstra dormiu 2hr pra trabalhar 15hr seguidas toma cu,0
user user user fizeram cidadão vergonha dizer pra casal ajuda useruem atrapalha casal vergonhas la vem roupas sujas lar usem pessoas belo prazeres casal lixo,1
user libriana safada cretina forte 😂😂,0
menino ficou menina lado dpois ficou chamego cmg logo boiola iludida burra carente tbm fiquei chamego,0
feliz aniversário nicolas pnc krlh vsfd mlk fdp poha otario amo mt mn feliz niver,0
user muy lejos la realidad al asno lo veo cada vez más gordo,0
chamei piranha beatriz pra ir gringo quero ver mona vai sempre ko diferente fico putaaaa 🤣,0
miley tava sedenta pra beijar anitta durante performance kkkkkkkkkk tadinha bichinha url,0
user user vc argumentos sabe pq pq vc prefere macho escroto ok mim ok vc falar tt alguém q gosta adimira fato 2 anos atrás ter dado pé fav lu sério doentio cara blinde dessas frustações viva,0
user user user user campanha eficiente sexualidade aprende casa comercial empresa hambúrguer agora devem fazer baixar idade penal emancipar crianças etc acho argumentos fracos quanto pretensão sexual cada escolhe quer agora expor criança tais situações constrangedor quanto preocupante deixo claro reprovação,1
menino desiste puta q pariu pior q mano,0
posso errado espero q imaginem user abriu porta pra tipo gente user tamanho merda q fez ainda ferrou toda equipe,0
to puto pq p ter sido preso,0
odiooo caiu latinha cerveja pé pqp,0
user rapaz manhã bixona tava kkkkkkk,0
user miltão infelizmente emissora onde vc trabalha cheia delesinclusive patrãoessa band virou lixo,1
peido capetakkkkkkkkkkkkkkkkkkkk,0
user camilo sim porra url,0
user dinheiro q stj tá mandando vc pagar pro luladrao vai gastar tudo cachaça velho fdp,0
user user parece marica deje amenazar y si va hacer haga las huevonadasestos hijueputas uribistas creen uno les va comer calle,1
user user irado viado,0
mlk caraio tá conquistando toda família poucos,0
user maior tara palhaço povo,1
aí pprt q mt otária p fazer merda dessa kkkkkkkkkk vtnc pensar cabeça fica explodindo,0
user user aproveitou momento distúrbio mental mulher quase estupro vulnerável tipo linguagem usado estupradores mídia notícias entrevistou mulher marido pra termos ambos lados então criaram imagem pobre coitado,0
fiz básico cancelei inscrição nazistas enrustidos,0
user deveria preso crime ambiental inafiançável,0
mulher nojenta acha dona razão,0
user invadida militantes vagabundos,1
user então miga s i g i l,0
user políticos tds ladrão exceção partido,1
cadu odeio lia lia to ajudando curar ansiedade cafu ansiedade culpa,0
duvidava user tratar assim colocava lugar hoooooora simplesmente começava dizendo procure casa espelho extra gigante dê pra vc ver dai vc diz vc manda algo aqui alguém ridícula ôooooooooo bando gente besta medo desse tambor,0
velho tudo tudo porque canalha floch atirou tanque combustível homem ressurgiu cinzas pra dedicar últimos momentos vida ter certeza humanidade vai pisoteada colossais simplesmente inacreditável,0
vem pro user user,0
q vamo passar 2022 ganha nenhum clássico puta queo pariu,0
caraio noia,0
user dão muita voz pra maconheiro,0
user bolsonaro jeito louco,0
louca pirada maluca conturbada masoquista sadista psicopata sociopata arrombada burra insana tudo ruim amo url,0
meninas n aguento mulher burra região sudeste,0
rt user merda deixou pensar imenso fr url,0
user gostoso boa user feia,0
rt user aylla nojo linda,0
hoje ex thalles chamando todas mulheres grupo lindas simplesmente nada fez juliana questionar retardado tá cio,0
user user 🤣🤣com cara otário imagino amante,0
user user user user user user proponha user pra,0
rt user user acho habibs deveria fazer mapeamento cada ativista falou merda meter famoso,0
user sabe economía ni historia política ridículo analfabeta siga vendiendo cursos en telegram fracasado,0
user jesus poder mundo acabando mente crianças inocentes vão todos pro inferno ai ai dia senhor deus vai cobrar desses inocência dessas crianças,1
26 dias anões… coloquei tudo perder assistir maldita pornografia caso fapar problema sim assistir merdabem recomeçando vida segue,0
porque user dá moral pra boçal desses,0
user user fez userada tempestade copo dagua prova sociedade br hipócrita user user user,1
user delatei fodeu sério tava cima polop veio direção seabra uns 50m solo,0
user aya ok egoísta mrd ni keria 🖕,0
user poco habla luis tosar los pactos falconetti con la ultraizquierda podemita y con los golpistas catalanesetarras eh bildu,1
user negro pode reproduzir comportamento racista fato pode racista referente outras raças asiaticos exemplo,1
canso impressionar gente reune todos seres pútridos esgoto humano url,1
vizinho ouvindo música corno,0
mds alguém manda bostinha arthur fuder,0
user safado corrupto coisa ruim obra diabo,0
péssimo tweet nojento abjeto url,0
adianta esquerdistas comunistas vagabundos vão conseguir nada acabados bem sempre conseguir assistir forças amadas vão acabar desesperados user quer bolsonaro,1
user ni madre cree sos un mentiroso vales mangos url,0
user user órfãos tetas rouanet ptralhas rede esgoto,1
vou começar andar burca ai coisas acontecem sim homem desgraçado,1
filhos puta atrasaram lanche 10min ja so elogiar hamburgueria,1
hashtag hashtag imprensa cretina ódio imprensa trata gostam marginais violentos especialistas trata militantes comunistas pesquisadores,1
user vai fuder louca vai tomar cartela rivotril louca nojenta golpista,0
user user user user tá putinha vagabunda lambe ovo,0
odeio hj,1
user faz user user,0
user user user user user ta mordido qm cai isca peixe casa vc peixe palhaço,0
user user negacionista ratazana vermelhamariopol toda arrasada ja nao existeassassinosde mulheres crianças idosossois escoria mundonegacionista sois merda mundo,0
user nazista argumento dar luz nazista pra rechaçado burro user prejudicar inúmeros trabalhadores parece injusto,0
oponistamentiroso,0
quero ver vai peitar jojo🤣🤣🤣🤣🤣 esperando ver corajoso corajosa 🤣🤣🤣🤣🤣🤣,0
vcs achando existia limite imbecilidade,0
user burrão heim cara,0
user amo videos fodamse keim gosta,1
maldita mujer libra tienes tus pies jodaaaaaa,0
user user parâmetro dizer música brasileira cada dia pior conhece cara deste modo fica óbvio “porcaria” gosto musical além mal gosto escrever comentários mínimo embasamento falar opinião polícia aparente,0
vcs tão corruptos quanto corja contra presidente vcs distorcem fatos tentam colocar povo contra presidente hipócritas,1
cara sonso dms pqp kkk,0
rt user “que autoimune” cuzão né hashtag,0
diz velha canção arquibancada santos brasil santista vá pra puta pariu url,1
restaurante 茅 mesma rua casa mulher disse ia demorar 20 min j谩 passaram 40 min at茅 agora sinal cara rango caralho t脭 fome vsf,0
vc gosta dessa merda porque vc ver video,0
pais árabe mulçumano iriam explodir sede dessa phora catar bandidinhus trás desde agência veio dono,1
nao mi responderem grupo juro tudo vou mandar neguinho comer merda ptqp nao servem nada,1
melhor menos homofóbico local,0
voz traveco aaaaa,0
ouvido pode pinico vai catar,0
jiiiiiiiiiii88ijnnnnnnnjnn voce eh ta coisiinha preciosa desse jundo olha carinha olha rositimho mehh deus ceu amo tanto xara mad amo tanto chega dorler porra sacohoce eh y7do pra mim,0
anta hipócrita sei quantos seguidores aindao povo gosta idolotrar gente idiota nenhum conteúdo,1
user user user user user vai fuder rato nojento defender gringo caralho melhore desgraça bem acho impossível pq gente filha puta vc apodrece url,0
acho irmão galo cego parecido alguns momentos pensei galo cego falando kkkkkkkkkkk pediu dinheiro pra comprar alimentos aí ganho 2 notas 5 pra comprar cachaça kkkkkkk,0
