text,ataque_grupo,ataque_individual
mds não consigo escrever porra nenhuma,0,0
só fala merda porque não tem argumento,0,1
USER Canalha é canalha. Sempre!,0,1
Você user é um mentiroso patológico,0,1
"Todo pobre é mt desonesto, nunca tem vergonha de mentir",1,0
Nunca q eu furaria o nariz com essa rinite lazarenta q eu tenho 🤡,0,0
"que convidado chato cara, insuportável, fala demais... Por que todo viadinho fala até pelos cutuvelo?",1,1
pirua da porra. Parece que ser loira é sinônimo de burrice,1,1
"@user """"padre"""" de taubaté.   pra bom entendedor...kkkkkk",0,0
"esses judeu rico controla midia e banco, sao todos sionistas fdp, voce não é diferente seu imbecil",1,1
rt USER mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara dessas putas. mulher hoje em dia é tudo rodada,1,1
USER lembra minha mãe mandando fazer as coisas hahahahhaha,0,0
"vai tomar no cu arrombado. esses crente do caralho fica batendo em mulher e depois vem falar de deus, devia ser esterilizado coletivo",1,1
meu mês ...🙌 ! dia 20 é logo ali,0,0
Não dá pra levar sulista a sério kkk seu branco retardado,1,1
"Na moral, tô cansado desses negros enchendo o saco",1,0
"esses japa sao todos iguais, nao da pra diferenciar um do outro",1,0
rt @user muito princesa😍😍 https://t.co/au5lfa4rlh,0,0
"E com certeza um bom Advogado vai entrar com um processo contra o marido da Sandra, que se recusa a alcunha de CORNO. homem é o ser mais arombado dessa terra, criacao do diabo",1,1
"e ele ainda perguntou se era eu mesmo, caralho",0,0
esses alphavela tinha que voltar pro esgoto de onde saiu,1,0
"Porra, essas mulheres são mt inseguras, sempre precisam de validação",1,0
O casal lésbico está muito feminino. Não está convincente.,1,0
"SIM, briga comigo seu otário tudo que acontece com você e sua mulher é minha culpa.",0,1
tem gente se preocupando demais com a vida dos outros.......,0,0
@user faz sentido.,0,0
USER a HASHTAG USER se for pra falar merda nem comenta crlh por isso que o USER tá do jeito que está. pais de merda. esses sulistas estao arrombando tudo,1,1
ela de casaco de ursinha!!! cacete!!! é muito lindeza! URL,0,0
USER Prostituto vagabundo n vale nada. Só pode ser uma mulher negra,1,1
quem é de esquerda tem q se fuder e calar a boca,1,0
USER seu safado. Deixe as crianças em paz!,0,1
@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍,0,0
feminista de cabelo roxo é tudo gorda fracassada que nao consegue nem marido,1,0
"Todo chineses é igual, só muda o nome",1,0
kkkkkk q engraçado,0,0
"mulher hoje em dia ta sem condições, deixa pelo no suvaco e na bct, só tem nega sebosa mrm Repúdio, USER lixo",1,1
Esse cara é mais mulher que a mulher...gaydmskkkkk,0,1
mulher no volante acidente constante é lei da natureza memo,1,0
iala kkkkkkkkkkkkkkkk,0,0
USER tendeno mais nada a USER ela faz parte igual os demais ou ela manda no bglh? USER isso que ela ta fznd n e postura n sem mancada o cara errou levantou tarde mais foi fazer USER tinha que fazer ela e grande pros lado so ela USER e grande na fznd n manda em porra nenhuma tem que fazer calada as coisa e USER poucas,0,1
"clbc macaco kkkkk nenguin tentando ser gente, q piada",1,1
"USER neguin burro dms. Não dá pra dialogar com esses criolos, é perda de tempo",1,1
olha que legal! tubo cano d'água hyundai hb-20 1.6 2012 2013 2014 hb20 https://t.co/hkwktwkmu3 via @user,0,0
você nao passa de uma fudida. É cada sapatão que aparece kkk,1,1
"viado assumido em escola é perigo, vao converter as criancas pra bicha",1,0
"USER viado do caralho. Só podia ser coisa de baitola, sinceramente",1,1
"As mulheres são todas inconstantes, mudam de opinião o tempo todo.",1,0
"eu sou uma sortuda do caralho, mano kkkkkkkk",0,0
se usa pronome neutro tem doença na cabeça,1,0
Mulheres são mt chatas e sempre reclamam do que não é,1,0
USER KSKKKKKKKKKK é um viadinho,0,1
"Realmente estamos no limite, o USER vai de mal a pior, com tudo que essa aberraçao bozonazi o presidente mais estúpido da história , vem fazendo. USER USER",0,1
galera descendo o pau em richard lajakajakakakakaka 23:59 super fã 00:00 seu fascista,0,0
"Já vi que a culpa é dos bissexuais, como sempre",1,0
Ela simplesmente pegando a bolsinha de putinha do gta dela e indo embora HASHTAG,0,1
"preto q se acha influencer é piada, so tem 11 segundos de fama fdp sem noção mrm",1,1
Aí o cara traz outro cara pra fazer parecer que o USER é Coitadinho USER USER tem que se fuder 🤬,0,1
RT USER: “Posso fazer a consagração Tadeu?” Mais falso impossível esse escroto do Arthur HASHTAG HASHTAG,0,1
Gays do sul são arrogantes e não sabem ser modestos,1,0
USER Jaja que esse gordo morre pq eu não considero gordo um ser humano... é uma aberração,1,1
vc é doente? Zero paciência pra militância de imbecil que gosta de dar o cu,1,1
tambem sou gay boiola tô falando com o nicolas na outra ai nem lembro que essa existe. as viadinhas querem atacar todo mundo agora meu deus que vergonhoso,1,1
"A MULHER COM DIGUINIDADE E TER UM BOM CARATER, NAÕ VOTA NO CANALHA MULHERES VAGABUNDA E SEM VERGONHA VOTA NELE.",1,0
"Macho é uma raça mt chata, nem sabem se divertir",1,0
"@user @user a gente parcela a vergonha em 36x no crédito, tá... https://t.co/dhlghxer7q",0,0
dedo quente nesse cu gelado kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,1
"vc seu fudido USER vai estuprar casa do caralho,0",1,0
"tu foi foda em Monark, antigamente com o Minecraft Agora com o nazi....",0,1
vai tomar no cu fudido. Favelados não sabem o que é respeito mesmo,1,1
"Todo estrangeiro é mt perigoso, não tem nenhuma cultura",1,0
"Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma",0,0
"não sei se as pessoas que me seguem já perceberam, mas, elas não podem comentar, nem reagir nenhum dos meus stories, porque eu tirei essa opção do meu insta, ai veio um corno infeliz e colocou a opção de curtir stories...pra que mano?? só me diz pra que????",0,1
aaaa porra..... o útero até coça,0,0
"USER USER USER USER USER ta mordido, qm cai na isca e peixe e no caso vc e um peixe palhaço",0,1
"neguin são mt preguiçosos, só sabem se esconder e não fazer nada",1,0
"negro q fala de quilombo é retardado, quer viver no passado de escravo",1,0
seu cuzao. se é rico é tudo psicopata sem coração,1,1
"Mais um dia, mais um umbandista falando merda",1,0
"Esses caras do sul são todos nazi!!!!!!!!!!!!, sempre achando que são melhores que os outros",1,0
"esses bruxo tudo doido, devia ser preso, e voce junto seu merda",1,1
"a única refeição do dia foi meio miojo, tomara que eu não morra",0,0
"mulher q tem muito piercing é vagabunda, marca de puta mesmo",1,0
"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não",0,0
"Os homens são todos controladores, querem mandar em tudo.",1,0
"esses gay fazem parada so pra provocar, USER vc é patético, devia voltar pro armario",1,1
"USER USER seu viado nojento do caralho, smt ent podre verme inutil. os viadinho tao atiçados",1,1
tu é um hipócrita fala uma coisa e faz outra,0,1
USER Tu é um lixo mesmo kkkk descartavel como lixo e descartavel como mulher,1,1
"USER Vai te fuder, louca... Vai tomar a tua cartela de rivotril, sua louca, nojenta... Golpista...",0,1
"Um lixo, espero que saqueiem todas as lojas. Puxa saco sem vergonha, de um presidente cretino. Foda-se viado sujo",1,1
"esses muçulmano vem pro brasil querendo impor a lei deles, vao embora terrorista",1,0
a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao,0,0
rt @user que mania ridícula que eu tenho de marcar 1000 coisas pro mesmo dia,0,0
"essas mulheres são tudo assim fdp, se você discorda fodasse sua puta",1,1
USER gostoso foi boa USER e feia feminazi doente,1,1
"Porque este presidente de araque não se candidata a cobaia, para testar novas vacinas, pelo menos ela vai poder dizer que fez alguma coisa. USER USER, quanta ignorância, não cabe nesse país. Prefiro os bichos.",0,1
sua otaria fudida. mulher q n quer filho é egoísta do krl,1,1
"criança autista é culpa da vacina, os pais q aceitam isso sao retardados e aparentemente voce é um dos otários",1,1
USER devia ganhar o prêmio de cara mais burro do Brasil.,0,1
rt @user quero mais aaaaaa https://t.co/zylm90dyue,0,0
primeiro se eu tivesse ai teria xingado ela muito e segundo ela ta fazendo gracinha ta pensando que manda nos outros não gosto de acho ela muito mandona e as pessoas passa mão na cabeça dela ridicula,0,1
"Esses brasileiros são todos desonestos, só querem enganar os outros.",1,0
"Eis aí o EXEMPLO d como é o fim de carreira de um TRASTE ASQUERSO COMUNISTA disfarçado de direita, NENHUM CARÁTER, NENHUMA HONESTIDADE, NENHUM COMPROMISSO COM A VERDADE E O POVO BRASILEIRO, ME DÁ NOJO MAIOR DO Q EU TENHO PELO LADRÃO CORRUPTO GENOCIDA lula🤢🤮🤬 URL",0,1
preparem seus moicanos porque SEXXXXTOOOUU!!!,0,0
"Todo branco é mt mesquinho, quer controlar tudo",1,0
"emo de 30 anos é fracassado crônico, devia arrumar emprego logo",1,0
"mulher nem é gente, hoje em dia é tudo puta",1,0
"mano, viado e pobre é td farinha do mesmo saco",1,0
ae caralho partiu toquio,0,0
RT USER: USER Parem de ser infantis Esse daltan é petista é um safado É bandido Em pleno 2022 Depois de tanto tempo vendo os…,0,1
"trans é doente mental que usa dinheiro publico pra mutilar o corpo, deveria pagar do proprio bolso",1,0
"indio só serve pra beber cachaça e viver de bolsa familia, deviam ter matado tudo",1,0
"USER rapaz olhando cenário agora USER tá calma , hj viu. USERkk mulher doida mais não tem duas conversa monte de homem com barba fica se fazendo de criança de 9 anos .",0,1
"USER é um fracassado só sabe criticar os outros porque não consegue nada na vida ,0",1,0
"Ele não é um cara, ele é um homem, USER. Homem lindo e inteligente, USER.",0,0
"se é viado, bom é chupar rola calado",1,0
"Todo branco é mt arrogante, pensa que é melhor que todo mundo",1,0
assobia pra mim dnv fdp pra vc ver se eu não te jogo uma pedra na tua cara velho infeliz,0,1
"Os gordos são todos avarentos, só pensam em economizar.",1,0
"O mano ficou fascinado com tamanha fartura po, eu ri demais kkkkkkkkkkkkkkkkkkk",0,0
se eu vejo um cadeirante na rua eu atravesso a milhão,1,0
"brasileiro é tudo pobre e feliz, aceita migalha e ainda agradece",1,0
"Pqp, de novo as vadias fazendo merda puta que pariu",1,0
"viado fazendo cirurgia é desperdicio de dinheiro do sus, some daqui traveco",1,1
"Pq?? Eu me pergunto o pq?? Eles já estavam adorando o afilhado do Mork como filho, ai essa criatura brota do quintos dos infern*s pra atrapalhar eles 😠🤬. Não, pessoa não desejada, vcs não podem conversar, volta pro seu velho rico, e deixa o Mork em paz!! 😠. HASHTAG URL",0,1
"além de não ganhar nenhum joinha e perceber que é o unico babaca aqui , vc não viiu que não tem como dar joinha .",0,1
"mulher trans nunca vai ter utero, sempre vai ser homem deformado que nem voce viadinho do caralho",1,1
Provavelmente amanhã eu vou ver o arrombado que me deixou tan tan das ideia,0,1
"ooh dudinha vai se fude veii niguem ta pedido sua opnião se não gosto do video ta fasendo oq aki ainda, clika em não gostei e sai fora niguem ta pedido sua opnião vei.",0,1
Vai se foder seu burro cada analfabeto mano.,0,1
@user @user pq prometi ficar sem beber durante um mês caso o flamengo se classificasse quarta,0,0
"USER USER USER USER USER O """"Juiz ladrão"""" roubou quanto??? Diz aí! Quanto o """"juiz ladrão"""" devolveu aos cofres públicos??????? Você acha que o PT merece criticas??? HAHAHAHAHA DEIXE DE SER MENTIROSO!!!! VAGABUNDO Saco de Merda Lambe botas, Chupa rola de bandido!",0,1
"não enche o saco aberração, emo cortador é tudo adolescente mimado que quer atenção, devia se matar logo",1,1
É impressionante como biba fala besteira. que cara idiota,1,1
Prr te falar que nojo desse homem 🤮,0,1
Ela é Rainha da aguás o crlh. Mãezinha é teu Cu. Mulherzinha assim não serve pra prr nenhuma,1,1
"Eu queria vê se a USER teria peito pra me calar ,USER dava dois grito no ouvido dela ela entra no eixo em dois tempo ...Ah agora que lembrei se um homem grita uma mulher igual ela grito o Biel que por sinal não vale um peito de um fresco provavelmente ele seria massacrado como Machista !",0,1
"brasileiro é burro por natureza, por isso o pais nunca vai pra frente",1,0
"USER USER, é só uma fase🙏👊",0,0
"essas biba são chatas pra caralho, sempre querem mandar na vida e nem sabem o que é respeito",1,0
NAMORADO OTARIO ME ODEIA PQ SOU GRUDENTO,0,1
só role saudável,0,0
"pqp, lá vem o fã clube de viadinho",1,0
"USER mulher é burra msm, o legal e ele fala besteira",1,1
USER USER Foda-se piranha. mulher acha que tem espaço de fala por aqui,1,1
"Mas também representam riscos como uma recuperação mais complicada para a mãe e problemas nos partos seguintes (gravidez ectópica, desenvolvimento anormal da placenta, entre outros). https://t.co/uH7dhn046l",0,0
"Esses caras do sul são mt arrogantes, sempre achando que são melhores",1,0
USER é muito linda😻💖,0,0
mulher é burra msm. USER brasileira foi pro lixo depois dessa merda que ce falou,1,1
a velha doida p sentir o cacete d molon URL,0,1
"USER precisa bloquear não, ele é só mais um baitola inrustido que ou não quer ou não pode sair do armario... trate o gayzinho com carinho só pra fazer raiva nele mesmo",0,1
caralho que psicologia — né mano tomei uma dura só por ser babaca online vê se pode cara imbecil viu .abre o olho seus viado o porrete ainda existe,1,1
"nordestino come pao com ovo e acha q é jantar, pobre de merda",1,0
Esses negros são mt preguiçosos e cheios de podre,1,0
USER USER e ele tem direito de fazer o povo de carga de burro . Ele deve ter milhões de caráter pra tar lá dentro 😅,0,1
"As mulheres são todas falsas, não têm nenhuma sinceridade.",1,0
"Brasil não tem conserto, somos cafonas, atrasados e ignorantes e parte da culpa é por gente como voce seu imbecil, e ainda temos escolas militares, tamos fodidos.",1,1
"vai se fuder seu animal. indio devia sumir mesmo, atraso do pais é culpa deles",1,1
"negro q fala certinho é ridículo, tentando ser branco de alma. neguin USER, tu é sujo por natureza",1,1
fdp esquisitao kkkkkkk se é nerd é virjão q n pega ngm,1,1
gremio e atlético mineiro,0,0
"na minha opinião, sem o imbecil metido a entendido, o programa enfim se tornará """"palatavel"""". bora lá ser relevante (de verdade), USER USER??? Parece que o programa foi criado por um pretin de tão ruim que é",1,1
“Cada um tem o direito de viver da maneira que o faz feliz.”,0,0
"ela sofre demais, já não basta a mãe daí vem as irmãs que são psicopatas 🤢🤢🤢",0,1
Trans são exagerados e não têm noção de limites,1,0
Essas mulher sei n viu mas sim USER eu to zoando vc sua mulher mongoloide,1,1
"Negros são mt preconceituosos, só sabem se esconder e passar vergonha",1,0
a velha doida p sentir o cacete d molon ela tem que lembrar que é uma velha que não serve mais pra nada,1,1
"gente feia devia pagar imposto extra por feiura, me traumatiza no metro",1,0
você é um pedaço de merda. traveco de 31+ solteira é sinal de problema,1,1
"silêncio, um boiola está falando bosta",1,0
“Ser gentil não custa nada,0,0
Mulheres são complicadas e não sabem ser práticas,1,0
Vocês da periferia são mt relaxantes e cheios de pega,1,0
"q nojo, rapariga falando de moralidade, USER pirua da porra",1,1
rt @user não é possivel q vcs não saibam quebrar um ovo e precisa disso tudo https://t.co/hawd1qz3x0,0,0
feminista de cabelo roxo é tudo gorda fracassada que nao consegue nem marido. não enche o saco puta enrustida,1,1
ela é muito fofinha URL,0,0
USER USER USER Encore un mongoloïde troll cancer,0,1
"Essas pessoas são mt preconceituosas, nem sabem o que é respeito",1,0
paraguaio fala espanhol torto e ainda vem dar aula de portugues,1,0
"Esses homens são mt chatos, não sabem se divertir",1,0
"como que a gente acreditou nisso, mano",0,0
Caras do interior são atrasados e não entendem nada de mundo,1,0
agora gringo que vir aqui falar merda da gente,1,0
"caralho, como pode existir travesti ainda?",1,0
"mulher chata quer mandar em todo mundo , as pessoas fala com educaçao com ela so responde mal. mulher hoje em dia ta sem condições tudo desbocada.",1,1
tamo fazendo nada mas tamo levando hate,0,0
tenho um bloqueio emocional fodido mano e não controlo essa porra,0,0
"vai se foder retardado. nordestino tem mentalidade de escravo, vota no lula e fica pobre eterno",1,1
USER mentiroso do krl...isso foi esquema de droga...2 pilantras,0,1
esses nordestino... USER Tem que ser muito burro pra isso mas vai lá!,1,1
Sábado dia 10/08 temos um encontro marcado na @user hein???  MAIOR encontro de Twitteiros 🐤🔥  💰Diz que viu o anúncio no Twitter e garante seu desconto 😜  Informações: (21) 97148-9904 📞   Imagem de @user https://t.co/sBgjrwVbRO,0,0
mulher é tudo puta. USER vc tá passando vergonha sua piriguete,1,1
Meu USER que isso que roupa é essa minha irma aff ridicula sem comentario.,0,1
caralho que psicologia — né mano tomei uma dura só por ser babaca online vê se pode cara imbecil,0,1
"Meu sonho de princesa é ter uma amizade(seja com menino ou menina)tão forte que viesse aqui em casa só pra conversar, que independente do tempo que a gente não se ver a amizade continua a mesma, uma amizade tão louca que manda mensagem no WhatsApp só para perguntar se bebeu água+",0,0
"USER está de parabéns! Não pode se deixar abalar por essa gente mal amada, que não consegue ser feliz e não suporta ver a felicidade alheia. Valorizar o amor acima de tudo!!! HASHTAG Não podem se deixar abalar pelas pessoas!!",0,0
"USER sua hipocrita doente RT USER: São feministas mais só querem gozzaar com homens? Vocês gostam mesmo é de homem hipocritas, os jovens são massa de ma…",1,1
"@user como diria walter abrahão......"""" ta gorrrdo o milton neves hein",0,0
Esses nordestinos deviam ser banidos da internet,1,0
esses estuprado não tem um pingo de cérebro,1,0
"Tem que ser preso o Mornak, pra ele aprender a deixar de ser trouxa.",0,1
"USER, USER meteu a lingua entre as pernas e foi pega água, cadê que peito a JoJo, covarde. mulher é uma piada!",1,1
queria pôr piercing nas teta mas me falta coragem,0,0
"rt @user como é que é suposto alguém com o ordenado mínimo conseguir pagar casa, água, luz, carro, comprar comida? porra",0,0
Ele é um mentiroso e ladrão e claramente é da favela e não teve educação,1,1
"USER tu só é alejado, daria um pescotapa na hora que ele estava querendo passar pano pra nazi.... esqueci que você era alejado e não tem mão. Mas é pela ignorância e liberdade irrestrita que o USER propaga, USER nunca foi Anarquismo... USER, Espero que você aprenda com seus erros, paz na vida e deixe de besteira Seu preto mizeravel!",1,1
"Os caras do sul são melhores mt arrogantes, sempre achando que são",1,0
O miserável é um gênio. USER de alto valor. Eu acredito na versão dele. Esse cara deveria escrever um livro.,0,0
Ainda bem que gay não se reproduz..,1,0
kkkkk pior q é USER..... tudo errado esse livro de merda,0,1
pimenta no cu do kain nem arde,0,1
"USER USER Qual o seu parâmetro para dizer que a música brasileira está cada dia pior? Você nem conhece o cara. Deste modo fica óbvio que “porcaria” e o seu gosto musical, além do seu mal gosto para escrever comentários sem o mínimo de embasamento, sem falar na sua opinião polícia aparente",0,1
"esses judeu rico da havan devia ser deportado, vem explorar brasileiro",1,0
rt @user meta: trezentos comentários   • cinco cores  • cinco animais  • cinco profissões  • cinco nomes  • cinco esportes  paulin…,0,0
"As mulheres são todas manipuladoras, sabem como enganar qualquer um.",1,0
"Quando eu era de menor, assistia filmes de terror e ouvia historias de folclore. A noite sozinho no meu quarto morria de medo de levantar, ir ao banheiro e andar escuro. Certo noite criei coragem e levantei liguei a luz, olhei de baixo da cama e no armário e o que eu encontrei?? USER USER. Da mesma forma que ia a igreja e orava, e não ouvia nem respostas, e nem sinal. USER, demônio, saci pererê. NADA DISSO USER. O que deveria existir e o amor e o respeito entre nós que estamos vivos. E que homens tenham direito de receber um maldito perfume seguido de um abraço de outro homem, sem represálias como no belo video acima.",0,0
aaaaaa que raiva pqp,0,0
"esses crente do caralho fica batendo em mulher e depois vem falar de deus, devia ser esterilizado coletivo",1,0
@user nem sei o que tá acontecendo...,0,0
"Os nordestinos são todos atrasados, vivem no passado.",1,0
@user abençoado seja geezer butler.,0,0
"Mais um dia, mais um umbandista falando merda. fdp sem noção mrm",1,1
"Vai ver, é coisa de viado mesmo, te arromba bicha.",1,1
pqp to triste que vídeo lindo,0,0
"Teu progama no multishow é uma merda, Mas esse personagem é muito bom fica so com isso :D",0,1
"USER USER Negacionista ratazana vermelha.Mariopol foi toda arrasada ja nao existe..assassinos.de mulheres crianças idosos.é a escoria do mundo. Negacionista vc é  a merda no mundo, voce e sua raca tudo gado do bolsonaro",1,1
nao enche o saco mechona escrota. feminista é tudo gorda feia q n consegue homem entao fica militando,1,1
USER. Meu nome é USER USER USER kkkkk bolsominio é foda,0,1
"brasileiro é tudo ladrão de merda, nasci no pais errado com esses fdp",1,0
Aguento isso não. Descia a boca nela tbm.😅😅😅😅😅,0,1
"Essas pessoas são mt ignorantes, não têm jeito, só complicam",1,0
"Mulher negra é sinônimo de problema, essa crioulo so me da problema",1,1
USER o espírito de rico safado,0,1
rt @user meu cérebro de gordo jurava que era franguinho https://t.co/rlnncovdjx,0,0
"USER Por sua culpa, velho gagá, senil, fraco, bunda mole.",0,1
"asiatico é tudo feio igual, nao tem um q se salva, voce nao é diferente seu porco",1,1
“Aprendendo a gostar de mim um pouco mais todo dia,0,0
"Esses povos ciganos não servem pra nada, srrs",1,0
"As mulheres são todas ciumentas, só sabem fazer cena.",1,0
"Todo gordo é mt comilão, não tem jeito pra mudar",1,0
"Todo gordo é mt comilão, não tem jeito pra mudar",1,0
"USER é um otario mesmo. brasileiro é tudo pobre e feliz, aceita migalha e ainda agradece",1,1
o caba só fala merda porque não tem o que fazer,0,1
rt @user cade a boa de hj nesse araxá,0,0
"Esses gays são mt chatos, nem sabem o que é respeito",1,0
rt @user eu só queria casar com o gilbert blythe mas eu nao posso porque ele não existe   https://t.co/nhw8jxsim5,0,0
eu colocava um clone em casa mesa e eu sentava na da sandra e lana pq neh,0,0
@user parabéns deus abençoe.,0,0
rt @user e agora olha pra miiimm.. estável....     inrresponsável,0,0
"Mistura de safado, intelectual e maluco...🤣🤣🤣🤣🤣",0,1
"USER USER """"Ficarão de fora os cães e os feiticeiros, e os que se prostituem, e os homicidas, e os idólatras, e qualquer que ama e comete a mentira."""" USER USER - Onde se fala de Homossexuais?",1,0
Kkkkkk olha o analfabeto passando vergonha dnv,1,0
"Brasil é mt triste, povo é mt ignorante e cheio de burrice",1,0
USER não passa de um drogado que só fala bosta e agora podemos ver que ele aprova o nazismo...,0,1
"Esses homens do mercado são mt fdp, sempre aumentando o preço",1,0
Até parece que esse idiota vai triscar no livro 📖!!!!!!!!!!,0,1
vai toma cu alemão nazi! O Rio Grande do Sul acha que o mundo gira em volta deles kkk,1,1
"A nova geração so tem retardado, tem o cerebro cheio de amoeba",1,0
"ata, tua acha que é só ir ali e falar """"Ae USER, me dá uma aema aí""""? vai estudar garoto. deixa de ser ridículo",0,1
os negros são mt preguiçosos e cheios de podre,1,0
Esses veios não conseguem ficar calados um dia,1,0
"Nunca vi alemão pedir nazismo de volta, nem USER fascismo, nem USER fascismo de Pinochet, nem USER fascismo de Franco. É só brasileiro USER pede ditadura. USER vai se tratar, seu louco, pais merdinha viu",1,1
USER cês fazem de tudo mermo pra defender esse drogado fala bosta kkkkkkk,0,1
USER mds como diabos esse cabaco tem fã? brasil ta se infectando de incel,1,1
"gente pobre fica postando foto de iphone mas mora em favela, iludido imbecil do caralho",1,1
"gente feia devia ser obrigada a usar mascara, me da nojo so de olhar",1,0
"USER USER USER USER USER A transposição foi inaugurada pelo Lula, Dilma, Temer e Bolsonaro. Mas pra vcs a obra é só do Genocida. Quero saber, no q o país melhorou pro gado tentar reeleger esse lixo?",0,1
"asiatico fudido nao sabe dirigir, devia andar de burro mesmo",1,0
davi alcalheiros vai por em votação?,0,0
"mulher gorda de calcinha é crime visual, meu psiquiatra cobra mais caro depois disso",1,0
Mulheres são mt chatas e sempre reclamam do que não é,1,0
"Esses gays são todos dramáticos, exageram em tudo.",1,0
Os mentigo têm a mania de se vitimizar,1,0
"Esses negros são mt previsíveis, sempre com a mesma cara",1,0
"No final a única que foi prejudicada mesmo, foi a própria USER, os vagabundos já estão felizes e transando! USER",0,1
"Os argentinos são todos mentirosos, não dá pra confiar neles.",1,0
"pule na Benga isso sim mano para com essa porra de incentivar as mentes ingênuas das crianças, no meu tempo agente comia terra",0,1
como eu sou trouxa mds,0,1
@user eu e matheus sempreeee pqp,0,0
esses nordestino são a desgraça do pais,1,0
Vocês da outra geração são mt preconceituosos e nem sabem o que é respeito,1,0
rt @user trezentos e oitenta e dois #mpn #tazercraft,0,0
quem inventou o ciúmes não tinha ideia do que estava fazendo.,0,0
Vocês são intolerantes e não aceitam diferenças,1,0
"Os argentinos são todos covardes, não têm coragem de nada.",1,0
"Falo tudo! Exelente, por mais que tenha demorado 11 hrs pra fazer que nem a(o) esquisito falo ali em baixo (sabe deus se é mulher ou homem hoje em dia..) com certeza vlw super apena pra abrir os olhos desse bando de putinhas virgens q estão loucas pra dar a bunda esperando o fdp do principe vir com uma calça vermelha e um oculos sem lente pra escutar MUITA USER USERnora! -.- whatever, USER queria agradecer. Faça muitos muitos videos e tenha sucesUSER pra falar abertamente suas ideias, o mundo precisa.",1,1
eu entendi foi nada,0,0
"É impressionante como todo gay assumido é insuportável. mlk sem nocao, chato pra caralho",1,1
bro eu ja queria ter chegado na dm de tanta gente da tl pra amigar mas sei que não vou conseguir manter uma conversa sem dizer o quanto eu quero dar furiosamente pro jongin,0,0
"brasileiro é tudo corno manso, aceita imposto e ainda defende politico ladrao",1,0
">>63804>9 da manhã>pergunto pra vagabunda que horas vamos nos encontrar>7 da noite>já tinha tomado um banho e me trocado >ainda não respondeu>vou olhar o cancro dela>ficou fazendo posts de merda o dia todo>responde ás 9 da noite que não vai mais ter como ir comigo porque vai com a família dela>digo apenas """"ok""""top kek. foda-se essa piranha, se me chamar de novo não vou responder.",0,1
@user só falou msm né pq c não fez nada,0,0
o boy disse que vai me dar mais só acredito vendo 🙄,0,0
USER Eu sendo Vascão sei muito bem o quanto este FDP já nos roubou. Ladrão é pouco para ele.,0,1
Odeio viadoooooo mais que tudo. seu trevesti deformado 🤢🤮,1,1
Esse mlk foi dormir 2h da manhã vendo putaria na internet. FriFire? Novos vídeos chegando mas hj no almoço teremos Lula na manteiga! Bju coisas linda de Deus. Espera o lazarento acorda!!!!,0,1
"rt @user mano, ela não tem piedade de mim https://t.co/kc6ktsbuos",0,0
USER Gabigol melhor da a bunda para entretenimento! 🤩,0,1
"P*rra, pq todo preto é tão feio?",1,0
Que hipopótamo feio kkkk,0,0
"Esses homofóbicos são mt preconceitos, nem ligam um caralho pra diversidade",1,0
USER USER tem vida seu peido do capeta! kkkkkkkkkkkkkkkkkkk,0,1
tinha q mandar todos os islamico de volta pra casa nesse carai,1,0
esses católico é tudo pedófilo escondido,1,0
oh raca safada é judeu. USER Puro lixo,1,1
"USER USER, PUTA QUE PARIU, VSF! AGORA USER PREOCUPADO! Você acha que Justin USER, USER e colírios são as únicas coisas que existem no mundo? Oh wooooooooow, as coisas estão piores do que imaginei para essa juventude """"do barulho"""" so tem crianca retardada hoje em dia.",1,1
"eu nunca sai desse momento, eu nunca me apaixonei por ninguém, é sério",0,0
"USER volta pra toca que vc veio aberracao! Cansado de ver trans em todo lugar, negocio chato da porra. Fui num restaurante, ai pedi o número de nega depois descobri que tinha piroca.pqpqpqpqpqp",1,1
USER pois supere seu fudido do caralho pq os heteros serão sempre superiores a qualquer outro gênero,1,1
"@user eu não te chamei de gorda, e foi sem querer po",0,0
USER Seu cú criança arrombada do crl procura amadurecer a mente se é que é possível deixa a vida dos outros e vai cuidar da sua se é que vc tem,0,1
Bom diaa com direito a letras garrafais marcando nosso amor por Boa vista! Toda cidade tem um desse e agora nós também!!! https://t.co/WRQyKqXDyZ,0,0
"RT USER: brasileiro so faz merda olha que representante o povo escolhe. Senador miliciano, vagabundo, ladrão da rachadinha, mentiroso, como esse aí não perco tempo! HASHTAG Fonte d…",1,1
“Se for pra amar que seja de verdade,0,0
"Esses homofóbicos são mt burros, nem entendem o que é igualdade",1,0
USER USER que ela tá com o cão nos peitokkkkk toda mulher é uma verdadeira puta no fundo,1,1
deixei o celular desbloqueado e ele fez ligação pra um monte de gente kkkkkk q bgl desgraçado,0,0
"porra eu só quero ume namoradinhe, é pedir muito ???!",0,0
